日期,时段起,时段止,电价_元每kWh,预测负载_kWh,预测光伏_0点版本_kWh,净负荷预测_kWh,风险余量_kWh,风险净负荷_kWh,参考储电量_kWh,实际负载_kWh,实际光伏_kWh,初始计划购电_kWh,最终购电_kWh,上调量_kWh,下调量_kWh,实际充电_kWh,实际放电_kWh,紧急购电_kWh,弃电_kWh,期初储电量_kWh,期末储电量_kWh,计划费_元,调整费_元,紧急费_元
2025-02-01,3:10,3:20,0.4371,515.0811576923077,0.0,515.0811576923077,-3.0025599999999946,512.0785976923077,10050.0,486.6019166666666,0.0,512.0785976923077,512.0785976923077,0.0,0.0,25.476681025641028,0.0,0.0,0.0,10716.006011307692,10738.93502423077,223.82955505130766,0.0,0.0
2025-02-01,3:20,3:30,0.4356,504.47961538461533,0.0,504.47961538461533,3.243743589743616,507.7233589743589,10050.0,498.84833333333336,0.0,507.7233589743589,507.7233589743589,0.0,0.0,8.875025641025559,0.0,0.0,0.0,10738.93502423077,10746.922547307693,221.16429516923074,0.0,0.0
2025-02-01,3:30,3:40,0.4353,501.34854487179484,0.0,501.34854487179484,6.469069487179421,507.81761435897425,10050.0,518.3097333333333,0.0,507.81761435897425,507.81761435897425,0.0,0.0,0.0,10.492118974359016,0.0,0.0,10746.922547307693,10735.264637336182,221.0530075304615,0.0,0.0
2025-02-01,3:40,3:50,0.436,518.373267948718,0.0,518.373267948718,-3.891753076923105,514.4815148717948,10050.0,509.13346666666666,0.0,514.4815148717948,514.4815148717948,0.0,0.0,5.34804820512818,0.0,0.0,0.0,10735.264637336182,10740.077880720797,224.31394048410255,0.0,0.0
2025-02-01,3:50,4:00,0.4378,537.5974358974358,0.0,537.5974358974358,16.60666076551083,554.2040966629467,10050.0,483.6166666666666,0.0,554.2040966629467,554.2040966629467,0.0,0.0,66.58013253244765,0.0,0.0,4.007297463832387,10740.077880720797,10800.0,242.63055351903805,0.0,0.0
2025-02-01,4:00,4:10,0.4401,527.1528179487179,0.0,527.1528179487179,18.134400256410277,545.2872182051282,10050.0,491.1868,0.0,545.2872182051282,545.2872182051282,0.0,0.0,0.0,0.0,0.0,54.100418205128165,10800.0,10800.0,239.9809047320769,0.0,0.0
2025-02-01,4:10,4:20,0.4389,520.1289615384615,0.0,520.1289615384615,11.282737435897431,531.4116989743588,10050.0,504.64528333333334,0.0,531.4116989743588,531.4116989743588,0.0,0.0,0.0,0.0,0.0,26.766415641025503,10800.0,10800.0,233.2365946798461,0.0,0.0
2025-02-01,4:20,4:30,0.4364,532.8980769230769,0.0,532.8980769230769,19.697358974359016,552.5954358974359,10050.0,505.57833333333326,0.0,552.5954358974359,552.5954358974359,0.0,0.0,0.0,0.0,0.0,47.01710256410263,10800.0,10800.0,241.15264822564103,0.0,0.0
2025-02-01,4:30,4:40,0.4393,549.3624307692307,0.0,549.3624307692307,13.22637999999997,562.5888107692307,10050.0,503.23096666666663,0.0,562.5888107692307,562.5888107692307,0.0,0.0,0.0,0.0,0.0,59.35784410256406,10800.0,10800.0,247.14526457092305,0.0,0.0
2025-02-01,4:40,4:50,0.4422,557.0499243589743,0.0,557.0499243589743,14.645522307692476,571.6954466666667,10050.0,502.84698333333336,0.00023333333333333333,571.6954466666667,571.6954466666667,0.0,0.0,0.0,0.0,0.0,68.84869666666668,10800.0,10800.0,252.803726516,0.0,0.0
2025-02-01,4:50,5:00,0.4395,552.4296153846153,0.0,552.4296153846153,5.047974358974283,557.4775897435896,10050.0,499.64166666666665,0.0,557.4775897435896,557.4775897435896,0.0,0.0,0.0,0.0,0.0,57.835923076922995,10800.0,10800.0,245.01140069230766,0.0,0.0
2025-02-01,5:00,5:10,0.4333,542.0459628205127,0.0,542.0459628205127,9.60554102564106,551.6515038461538,10050.0,488.78358333333335,0.0,551.6515038461538,551.6515038461538,0.0,0.0,0.0,0.0,0.0,62.86792051282043,10800.0,10800.0,239.03059661653845,0.0,0.0
2025-02-01,5:10,5:20,0.4439,541.4884858974358,0.0,541.4884858974358,21.33077692307688,562.8192628205127,10050.0,498.51875,0.0033166666666666665,562.8192628205127,562.8192628205127,0.0,0.0,0.0,0.0,0.0,64.30382948717937,10800.0,10800.0,249.8354707660256,0.0,0.0
2025-02-01,5:20,5:30,0.4301,555.3061538461538,0.0,555.3061538461538,20.264821781537282,575.5709756276912,10050.0,529.2233333333334,0.0,575.5709756276912,575.5709756276912,0.0,0.0,0.0,0.0,0.0,46.3476422943578,10800.0,10800.0,247.55307661746997,0.0,0.0
2025-02-01,5:30,5:40,0.3713,571.0744692307692,0.0,571.0744692307692,10.879618717948732,581.9540879487179,10800.0,547.4103166666666,0.0,1415.2874212820511,1415.2874212820511,0.0,0.0,0.0,0.0,0.0,867.8771046153845,10800.0,10800.0,525.4962195220256,0.0,0.0
2025-02-01,5:40,5:50,0.5708,563.2206923076922,0.0,563.2206923076922,11.206244358974319,574.4269366666665,10161.747848148148,531.2274,0.04623333333333333,0.0,0.0,0.0,0.0,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704,0.0,0.0,0.0
2025-02-01,5:50,6:00,0.9099,545.6885897435897,0.0,545.6885897435897,11.868923076923052,557.5575128205127,9542.239500569802,510.98333333333335,0.0,0.0,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,10209.798703703704,9642.039444444445,0.0,0.0,0.0
2025-02-01,6:00,6:10,0.9368,555.8407320512821,4.886369444444444,550.9543626068377,13.324780683760695,564.2791432905983,8716.11351851852,535.1871833333332,0.0,0.0,0.0,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9642.039444444445,9047.387018518519,0.0,0.0,0.0
2025-02-01,6:10,6:20,0.8758,556.3863371794871,14.65910833333333,541.7272288461538,14.698098461538411,556.4253273076922,7790.187592592592,533.9993499999999,0.6440166666666667,0.0,0.0,0.0,0.0,0.0,533.3553333333333,0.0,0.0,9047.387018518519,8454.769981481482,0.0,0.0,0.0
2025-02-01,6:20,6:30,0.8759,543.3369230769231,24.43184722222222,518.9050758547008,19.643073504273502,538.5481493589743,6864.261666666666,504.52,0.0,0.0,0.0,0.0,0.0,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705,0.0,0.0,0.0
2025-02-01,6:30,6:40,0.8601,557.3258474358975,34.204586111111105,523.1212613247864,20.917304209401685,544.038565534188,5938.33574074074,519.5536833333333,0.0,0.0,0.0,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334,0.0,0.0,0.0
2025-02-01,6:40,6:50,0.8442,605.9735256410256,43.97732499999999,561.9962006410257,22.297871538461592,584.2940721794872,5045.73824560361,566.415,14.934916666666666,0.0,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186,0.0,0.0,0.0
2025-02-01,6:50,7:00,0.8334,647.9638461538461,53.75006388888889,594.2137822649572,10.904771730769237,605.1185539957264,4425.294957803578,608.7916666666666,56.75,0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.0,0.0,0.0
2025-02-01,7:00,7:10,0.8092,633.5018192307691,82.29300972222222,551.2088095085469,-8.75584478632493,542.452964722222,3867.3559769877033,617.2140499999999,102.656,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.0,0.0,0.0
2025-02-01,7:10,7:20,0.7972,635.2197128205128,129.60616249999998,505.6135503205128,-8.469633076923083,497.1439172435897,3364.4134331464957,595.3964666666666,147.48791666666665,0.0,0.0,0.0,0.0,0.0,447.90854999999993,0.0,0.0,5519.04388888889,5021.367722222224,0.0,0.0,0.0
2025-02-01,7:20,7:30,0.7644,663.853076923077,176.91931527777777,486.9337616452992,-1.6493969230769638,485.2843647222223,2879.7693990713096,579.5366666666666,190.11249999999998,0.0,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,5021.367722222224,4588.674203703706,0.0,0.0,0.0
2025-02-01,7:30,7:40,0.6899,657.672723076923,224.23246805555553,433.44025502136753,-1.4342827777777991,432.0059722435897,2447.274399018531,609.0003666666667,231.34661666666665,0.0,0.0,0.0,0.0,0.0,377.65375,0.0,0.0,4588.674203703706,4169.058925925928,0.0,0.0,0.0
2025-02-01,7:40,7:50,0.86,636.185641025641,271.5456208333333,364.64002019230765,-13.41572358974362,351.22429660256404,2109.8414215797266,640.2366833333333,279.07533333333333,0.0,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,4169.058925925928,3767.768537037039,0.0,0.0,0.0
2025-02-01,7:50,8:00,1.1617,624.7205128205128,318.8587736111111,305.8617392094017,-15.708877094017021,290.1528621153847,1832.3249102610603,633.9416666666666,334.01874999999995,0.0,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,3767.768537037039,3434.520851851854,0.0,0.0,0.0
2025-02-01,8:00,8:10,1.1683,629.2615679487179,367.31777083333327,261.94379711538465,-28.2851406196583,233.65865649572635,1623.8417900811821,590.91065,388.6844166666666,0.0,0.0,0.0,0.0,0.0,202.22623333333343,0.0,0.0,3434.520851851854,3209.825037037039,0.0,0.0,0.0
2025-02-01,8:10,8:20,1.0956,640.4989807692307,416.9226125,223.57636826923067,-26.825435641025617,196.75093262820505,1456.7585833777846,568.5581666666667,438.7655666666667,0.0,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,3209.825037037039,3065.611037037039,0.0,0.0,0.0
2025-02-01,8:20,8:30,1.0849,646.5766666666666,466.5274541666666,180.0492125,-19.774427735042867,160.27478476495713,1336.3387553130938,574.2283333333332,487.94374999999997,0.0,0.0,0.0,0.0,0.0,86.28458333333327,0.0,0.0,3065.611037037039,2969.7392777777795,0.0,0.0,0.0
2025-02-01,8:30,8:40,1.061,645.449532051282,516.1322958333333,129.31723621794868,-24.987260341880326,104.32997587606835,1276.1097081826842,577.8523166666666,541.8831666666666,0.0,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,2969.7392777777795,2929.7735555555573,0.0,0.0,0.0
2025-02-01,8:40,8:50,1.043,668.1358179487179,565.7371375,102.39868044871787,-17.961786153846116,84.43689429487175,1246.1837218158364,649.0800333333333,586.6261,0.0,0.0,0.0,0.0,0.0,62.45393333333334,0.0,0.0,2929.7735555555573,2860.380296296298,0.0,0.0,0.0
2025-02-01,8:50,9:00,1.036,714.0273076923077,615.3419791666666,98.68532852564101,-8.761651324786227,89.92367720085478,1209.5623622895944,737.1266666666667,621.9499999999999,0.0,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,2860.380296296298,2732.406222222224,0.0,0.0,0.0
2025-02-01,9:00,9:10,1.0147,745.3764807692307,667.6022916666666,77.77418910256415,-15.353187115384667,62.42100198717948,1200.0,711.2534166666666,665.4293,0.0,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,2732.406222222224,2681.4905370370393,0.0,0.0,0.0
2025-02-01,9:10,9:20,0.9922,737.5205256410256,722.518075,15.002450641025689,-23.68661878205142,-8.68416814102573,1200.0,698.3616999999999,729.7221999999999,0.0,0.0,0.0,0.0,31.360500000000002,0.0,0.0,0.0,2681.4905370370393,2709.7149870370395,0.0,0.0,0.0
2025-02-01,9:20,9:30,0.97,717.7751282051281,777.4338583333334,-59.65873012820532,-18.311096773504346,-77.96982690170967,1200.0,736.3866666666665,798.0874999999999,0.0,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,2709.7149870370395,2765.2457370370394,0.0,0.0,0.0
2025-02-01,9:30,9:40,0.9422,736.8618987179489,832.3496416666667,-95.48774294871782,-14.136351709401746,-109.62409465811957,1200.0,733.2125666666667,838.3206833333334,0.0,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,2765.2457370370394,2859.843042037039,0.0,0.0,0.0
2025-02-01,9:40,9:50,0.9569,748.2219858974358,887.265425,-139.0434391025642,-12.747831666666753,-151.79127076923095,1200.0,697.1223666666666,867.3196166666667,0.0,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,2859.843042037039,3013.020567037039,0.0,0.0,0.0
2025-02-01,9:50,10:00,0.9977,729.8705128205129,942.1812083333334,-212.31069551282053,-4.270059893162308,-216.58075540598284,1200.0,678.5883333333334,894.01875,0.0,0.0,0.0,0.0,215.4304166666666,0.0,0.0,0.0,3013.020567037039,3206.907942037039,0.0,0.0,0.0
2025-02-01,10:00,10:10,0.9919,710.755741025641,986.70535,-275.94960897435897,-31.59126465811959,-307.54087363247857,1200.0,711.4322,911.8498333333333,0.0,0.0,0.0,0.0,200.41763333333336,0.0,0.0,0.0,3206.907942037039,3387.283812037039,0.0,0.0,0.0
2025-02-01,10:10,10:20,0.9588,723.4438576923077,1020.83785,-297.3939923076923,-47.12374051282041,-344.5177328205127,1200.0,706.70705,933.6272333333333,0.0,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,3387.283812037039,3591.511977037039,0.0,0.0,0.0
2025-02-01,10:20,10:30,0.9549,745.8783333333332,1054.97035,-309.09201666666684,-34.50610258547002,-343.5981192521368,1200.0,666.9933333333333,959.21875,0.0,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,3591.511977037039,3854.514852037039,0.0,0.0,0.0
2025-02-01,10:30,10:40,0.9839,726.078096153846,1089.10285,-363.024753846154,-17.071070149572552,-380.09582399572656,1200.0,678.7204333333333,979.8081666666667,0.0,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,3854.514852037039,4125.493812037039,0.0,0.0,0.0
2025-02-01,10:40,10:50,0.799,710.1274153846153,1123.23535,-413.1079346153846,-22.124182307692443,-435.232116923077,1200.0,678.1305,1021.3479,0.0,0.0,0.0,0.0,343.2174,0.0,0.0,0.0,4125.493812037039,4434.389472037039,0.0,0.0,0.0
2025-02-01,10:50,11:00,0.5025,719.8016666666667,1157.3678499999999,-437.56618333333313,3.041904145299353,-434.5242791880338,1200.0,652.925,1060.2749999999999,0.0,0.0,0.0,0.0,407.3499999999999,0.0,0.0,0.0,4434.389472037039,4801.004472037039,0.0,0.0,0.0
2025-02-01,11:00,11:10,0.4662,727.1753551282051,1170.0351402777778,-442.85978514957276,8.83869431623924,-434.0210908333335,1200.0,657.69435,1046.1778166666666,0.0,0.0,0.0,0.0,388.4834666666666,0.0,0.0,0.0,4801.004472037039,5150.639592037039,0.0,0.0,0.0
2025-02-01,11:10,11:20,0.5007,705.7645499999999,1161.2372208333331,-455.47267083333327,4.359444166666776,-451.1132266666665,1200.0,656.1017166666666,1051.3417833333333,0.0,0.0,0.0,0.0,395.24006666666673,0.0,0.0,0.0,5150.639592037039,5506.355652037038,0.0,0.0,0.0
2025-02-01,11:20,11:30,0.4827,687.4814102564102,1152.439301388889,-464.9578911324787,23.199483910256582,-441.75840722222216,1200.0,654.535,1099.0625,0.0,0.0,0.0,0.0,444.52750000000003,0.0,0.0,0.0,5506.355652037038,5906.430402037038,0.0,0.0,0.0
2025-02-01,11:30,11:40,0.4785,724.513073076923,1143.6413819444444,-419.12830886752147,6.767157393162557,-412.3611514743589,1200.0,692.20855,1136.31565,0.0,0.0,0.0,0.0,444.10710000000006,0.0,0.0,0.0,5906.430402037038,6306.126792037038,0.0,0.0,0.0
2025-02-01,11:40,11:50,0.4662,725.4231512820512,1134.8434625,-409.4203112179488,10.605466858974317,-398.8148443589745,1200.0,680.1494833333334,1128.4168166666666,0.0,0.0,0.0,0.0,448.2673333333332,0.0,0.0,0.0,6306.126792037038,6709.567392037038,0.0,0.0,0.0
2025-02-01,11:50,12:00,0.4432,681.5978205128205,1126.0455430555553,-444.4477225427348,12.253422735042745,-432.19429980769206,1724.3692840742406,640.0333333333333,1100.65625,401.1390335256412,401.1390335256412,0.0,0.0,833.3333333333333,0.0,0.0,28.428616858974692,6709.567392037038,7459.567392037038,177.78481965856417,0.0,0.0
2025-02-01,12:00,12:10,0.4411,675.9769615384615,1112.0894208333332,-436.11245929487166,32.352392927350344,-403.7600663675213,7459.567392037038,676.8413833333333,1105.4832,429.57326696581197,429.57326696581197,0.0,0.0,833.3333333333333,0.0,0.0,24.881750299145438,7459.567392037038,8209.56739203704,189.48476805861966,0.0,0.0
2025-02-01,12:10,12:20,0.4551,681.8015166666667,1092.9750958333334,-411.17357916666674,44.985877692307604,-366.18770147435913,7459.567392037038,663.0938,1089.4810666666667,0.0,0.0,0.0,0.0,426.38726666666673,0.0,0.0,0.0,8209.56739203704,8593.31593203704,0.0,0.0,0.0
2025-02-01,12:20,12:30,0.4463,678.3234615384615,1073.8607708333332,-395.53730929487165,64.01519670940168,-331.52211258547,7333.732595313779,594.0216666666666,1052.4125,30.67998271525579,30.67998271525579,0.0,0.0,489.0708160485891,0.0,0.0,0.0,8593.31593203704,9033.479666480769,13.692476285818659,0.0,0.0
2025-02-01,12:30,12:40,0.4113,677.2773923076923,1054.7464458333334,-377.46905352564113,48.73676269230776,-328.73229083333337,7333.732595313779,601.1141666666666,1052.0977666666665,504.6010424999999,504.6010424999999,0.0,0.0,833.3333333333333,0.0,0.0,122.2513091666666,9033.479666480769,9783.479666480769,207.54240878024996,0.0,0.0
2025-02-01,12:40,12:50,0.5682,681.2837923076922,1035.6321208333331,-354.3483285256409,43.72297705128192,-310.625351474359,7333.732595313779,633.3353666666667,1058.98975,0.0,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,9783.479666480769,10166.568611480769,0.0,0.0,0.0
2025-02-01,12:50,13:00,0.8279,689.053846153846,1016.5177958333334,-327.4639496794873,66.1645837820513,-261.299365897436,7333.732595313779,638.6816666666666,1052.225,0.0,0.0,0.0,0.0,413.5433333333333,0.0,0.0,0.0,10166.568611480769,10538.757611480769,0.0,0.0,0.0
2025-02-01,13:00,13:10,0.8636,693.6989589743589,992.7791930555555,-299.08023408119664,69.49786247863253,-229.5823716025641,7333.732595313779,619.3742333333332,1041.0229166666666,0.0,0.0,0.0,0.0,290.26932057692346,0.0,0.0,131.37936275640988,10538.757611480769,10800.0,0.0,0.0,0.0
2025-02-01,13:10,13:20,0.8416,673.1180679487179,964.4163125,-291.2982445512821,65.01428679487191,-226.2839577564102,7333.732595313779,606.5044,1029.2288333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,13:20,13:30,0.8618,651.2548717948719,936.0534319444444,-284.7985601495725,65.04242809829069,-219.7561320512818,7647.654829137826,607.0133333333333,1017.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,13:30,13:40,0.8623,673.6360358974358,907.6905513888888,-234.054515491453,74.24322967948727,-159.81128581196572,7901.800662766966,606.3183333333333,998.79405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,13:40,13:50,0.9026,676.4111602564102,879.3276708333333,-202.9165105769231,91.26133839743584,-111.65517217948725,8136.275437006853,624.9272166666666,948.6343499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,13:50,14:00,0.9754,650.3676923076923,850.9647902777779,-200.59709797008554,87.21086579059849,-113.38623217948705,8362.648476649552,641.645,875.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,14:00,14:10,1.0002,646.9514282051282,812.5010902777777,-165.54966207264954,99.72149779914533,-65.82816427350421,8554.204335703796,612.7233833333332,815.6234166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,14:10,14:20,0.9978,632.6853858974358,763.9365708333332,-131.2511849358974,77.19814506410262,-54.053039871794795,8554.204335703796,603.26775,769.5365666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,14:20,14:30,1.0271,610.2562820512821,715.3720513888888,-105.11576933760671,89.88039423076918,-15.235375106837523,8693.741400893148,610.8116666666666,727.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,14:30,14:40,1.0906,618.7758999999999,666.8075319444443,-48.031631944444484,60.836185256410296,12.804553311965812,8796.955303679406,571.6230833333333,684.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,14:40,14:50,0.9376,613.1500525641026,618.2430124999998,-5.092959935897284,45.002511666666685,39.9095517307694,8796.955303679406,554.5942,648.3614333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,10800.0,0.0,0.0,0.0
2025-02-01,14:50,15:00,0.6694,601.6457692307692,569.6784930555555,31.967276175213783,71.43535517094027,103.40263134615405,8911.436097738066,578.9233333333333,614.7249999999999,103.40263134615405,103.40263134615405,0.0,0.0,0.0,0.0,0.0,139.2042980128207,10800.0,10800.0,69.21772142311552,0.0,0.0
2025-02-01,15:00,15:10,0.66,634.9943705128205,518.1391472222222,116.85522329059836,69.65581666666658,186.51103995726493,9102.507167642552,593.8219999999999,565.39285,251.59018198533306,251.59018198533306,0.0,0.0,0.0,0.0,0.0,223.16103198533312,10800.0,10800.0,166.04952011031983,0.0,0.0
2025-02-01,15:10,15:20,0.7217,638.017382051282,463.624975,174.39240705128196,65.99934717948712,240.3917542307691,9229.40212212121,603.3700333333334,505.4359666666667,240.3917542307691,240.3917542307691,0.0,0.0,0.0,0.0,0.0,142.45768756410234,10800.0,10800.0,173.49072902834607,0.0,0.0
