日期,计划量_kWh,紧急电量_kWh,计划费_元,调整费_元,紧急费_元,合计费用_元,弃电量_kWh,期初储电量_kWh,期末储电量_kWh
2025-03-19,69099.75306761058,0.0,42319.098269495065,0.0,0.0,42319.098269495065,5294.431080089678,6551.098560122653,6854.815228163246
2025-03-20,68356.65060141464,0.0,42646.66332034256,0.0,0.0,42646.66332034256,2513.517766458786,6854.815228163246,6424.0346098686105
2025-03-21,30717.483323789438,0.0,12200.757005109557,0.0,0.0,12200.757005109557,15208.923336176444,6424.0346098686105,6353.148050786213
2025-03-22,31152.71571530124,0.0,12643.75773238196,0.0,0.0,12643.75773238196,11314.545615838057,6353.148050786213,6968.402518675992
2025-03-23,67180.72073024607,0.0,41099.44284713128,0.0,0.0,41099.44284713128,5058.6072703316,6968.402518675992,6364.892353429154
2025-03-24,66940.81306517465,0.0,41091.28439245814,0.0,0.0,41091.28439245814,4706.501472825603,6364.892353429154,6638.229049195248
2025-03-25,65916.9870620492,0.0,40458.06403225607,0.0,0.0,40458.06403225607,1241.4129221992553,6638.229049195248,6253.964149803136
2025-03-26,66587.80467574311,0.0,40251.53628809034,0.0,0.0,40251.53628809034,6898.531257946147,6253.964149803136,6499.807927448125
2025-03-27,66021.94496240836,0.0,40055.21746506244,0.0,0.0,40055.21746506244,3562.983067526244,6499.807927448125,6355.957503949025
2025-03-28,29965.059056527312,0.0,11864.08505941513,0.0,0.0,11864.08505941513,15851.447530110461,6355.957503949025,6591.370644025948
2025-03-29,29812.564425122073,0.0,11761.020225962142,0.0,0.0,11761.020225962142,19026.950633093416,6591.370644025948,6552.613721714006
2025-03-30,63729.33533147375,0.0,37980.685060083284,0.0,0.0,37980.685060083284,4304.08708752553,6552.613721714006,6713.994332948533
2025-03-31,62007.57787593777,198.65782589165667,37583.93200678639,0.0,1328.9215263022375,38912.85353308862,1868.2539615243736,6713.994332948533,6402.425436456792
2025-04-01,63267.03071009999,757.4864774350694,39422.86447332335,0.0,4974.507087216856,44397.37156054021,190.6567529145875,6402.425436456792,6312.333262414584
2025-04-02,64175.744059788805,1752.5235287554974,38833.1334616865,0.0,9447.206005798951,48280.33946748545,1396.0039428567577,6312.333262414584,6318.9046182374805
2025-04-03,65831.00664609847,0.0,39846.86364362954,0.0,0.0,39846.86364362954,5714.560321100629,6318.9046182374805,6481.447128262951
2025-04-04,29285.325566642237,0.0,11422.203540482536,0.0,0.0,11422.203540482536,19381.556688709738,6481.447128262951,6732.783334393747
2025-04-05,29392.897083892138,0.0,11633.705180624333,0.0,0.0,11633.705180624333,14411.548458045409,6732.783334393747,6368.813776678808
2025-04-06,65441.093654757606,0.0,39467.888164915144,0.0,0.0,39467.888164915144,7144.1716856803505,6368.813776678808,6508.962164575707
2025-04-07,63670.07145208514,0.0,37911.656768535824,0.0,0.0,37911.656768535824,6831.833320769467,6508.962164575707,6458.017225075958
2025-04-08,63132.48293347328,0.0,37730.54980054428,0.0,0.0,37730.54980054428,5090.773053516085,6458.017225075958,6134.470843704665
2025-04-09,63371.03881118957,652.1109140155967,38038.389625475495,0.0,4290.922392127825,42329.31201760332,1049.0557753555777,6134.470843704665,6088.190180051763
2025-04-10,65342.48558079221,0.0,38566.4409367331,0.0,0.0,38566.4409367331,6605.9582013458985,6088.190180051763,6357.036800565085
2025-04-11,28724.11178385644,0.0,11318.997970013674,0.0,0.0,11318.997970013674,20289.538969153735,6357.036800565085,6482.258334064461
2025-04-12,29115.309485706806,0.0,11334.718426880632,0.0,0.0,11334.718426880632,16935.3826985853,6482.258334064461,6640.692612675943
2025-04-13,62338.7522109683,0.0,37389.96756398483,0.0,0.0,37389.96756398483,4584.536771410725,6640.692612675943,6283.912185263005
2025-04-14,62413.51099738765,0.0,36686.00054756491,0.0,0.0,36686.00054756491,5919.978062090224,6283.912185263005,6352.83019981803
2025-04-15,61983.30605459123,0.0,36368.219116794324,0.0,0.0,36368.219116794324,7930.090877849661,6352.83019981803,6558.415786880227
2025-04-16,60787.82010882408,0.0,36699.61720803997,0.0,0.0,36699.61720803997,1138.3201542838817,6558.415786880227,6648.787418458241
2025-04-17,62187.33038650811,0.0,36437.72913343061,0.0,0.0,36437.72913343061,5420.419859692171,6648.787418458241,6624.4660190379345
2025-04-18,28383.568328789832,0.0,10931.708019359434,0.0,0.0,10931.708019359434,18689.219469883345,6624.4660190379345,6848.34314496592
2025-04-19,27799.933940355895,0.0,10780.065601937255,0.0,0.0,10780.065601937255,17799.347396117133,6848.34314496592,6750.025201209607
2025-04-20,60641.94599388272,0.0,35993.23967756877,0.0,0.0,35993.23967756877,4860.259538302693,6750.025201209607,6771.519787659131
2025-04-21,61514.225744615425,0.0,35869.478300243085,0.0,0.0,35869.478300243085,9814.706530657042,6771.519787659131,6431.509258527158
2025-04-22,59673.9020065479,0.0,35550.85917378035,0.0,0.0,35550.85917378035,3615.134058495403,6431.509258527158,6557.674944051226
2025-04-23,59881.330054062506,0.0,36007.12247416738,0.0,0.0,36007.12247416738,4800.480865957593,6557.674944051226,6748.419397578549
2025-04-24,59406.81146540993,0.0,35068.4618414337,0.0,0.0,35068.4618414337,8987.242397340657,6748.419397578549,6507.657138557409
2025-04-25,27161.48691474653,0.0,10240.140468440626,0.0,0.0,10240.140468440626,22168.638820146887,6507.657138557409,6422.739175281268
2025-04-26,26959.77015211522,0.0,10417.843353939148,0.0,0.0,10417.843353939148,24124.17903157604,6422.739175281268,6131.392610773968
2025-04-27,56874.43410365031,649.185662281658,33006.31794135917,0.0,4258.982537398817,37265.300478757985,5034.151303740808,6131.392610773968,6231.323541816307
2025-04-28,57730.08989584517,3112.515630499666,34631.14834626287,0.0,19589.90340762412,54221.05175388699,865.7212670705018,6231.323541816307,6349.466297290765
2025-04-29,58875.762644888906,109.15114682177023,34166.99956294795,0.0,722.3622896664754,34889.36185261443,8040.614743696024,6349.466297290765,6396.518471720874
2025-04-30,58739.3140747563,0.0,34370.42862882266,0.0,0.0,34370.42862882266,6961.845523057646,6396.518471720874,6445.368394003074
2025-05-01,57890.85137683327,1509.929911701675,34962.41308158532,0.0,9585.187658547828,44547.600740133144,5717.265964793957,6445.368394003074,5368.081189893541
2025-05-02,28091.239986230983,1681.1697690251385,11335.34748826874,0.0,9023.097860012236,20358.445348280977,12123.113808423725,5368.081189893541,5615.571619105511
2025-05-03,28460.526261599887,1254.0846403659593,11243.09463464656,0.0,5687.014785158785,16930.109419805347,17318.59909144564,5615.571619105511,5876.134993737142
2025-05-04,60202.39795076933,1332.5996364548382,36434.38971150425,0.0,7795.961149316121,44230.35086082037,6445.051744336523,5876.134993737142,5803.9040495474055
2025-05-05,60901.666307823565,1235.0359257935088,36680.05280409333,0.0,8052.541459342343,44732.59426343567,3196.0842700556605,5803.9040495474055,5753.897553850081
2025-05-06,61860.965648230034,943.6537343834186,37395.35174160683,0.0,5808.5101540739,43203.861895680726,6266.802687576874,5753.897553850081,5533.180657085515
2025-05-07,62704.661717566545,1276.9082455601197,37993.07441707984,0.0,8467.872594995099,46460.94701207494,4915.130463117749,5533.180657085515,5812.662419943406
2025-05-08,63619.20879274486,0.0,39790.42897022262,0.0,0.0,39790.42897022262,2865.961836515261,5812.662419943406,7063.480204775281
2025-05-09,29789.438734101965,0.0,12808.741413481166,0.0,0.0,12808.741413481166,17908.384838634414,7063.480204775281,7191.699786537171
2025-05-10,29879.754948750582,0.0,13152.07025103468,0.0,0.0,13152.07025103468,14780.578267924668,7191.699786537171,7023.124178505828
2025-05-11,64604.918567653345,41.18071666666674,40047.498018810584,0.0,272.24827716666715,40319.74629597725,5983.093555495453,7023.124178505828,6746.775319080255
2025-05-12,65557.37562078191,0.0,40629.0380500821,0.0,0.0,40629.0380500821,10170.910084243855,6746.775319080255,7086.570416391494
2025-05-13,64765.35738167097,0.0,39705.19540621649,0.0,0.0,39705.19540621649,7912.40993285005,7086.570416391494,7251.489188425333
2025-05-14,64100.8203639874,0.0,39359.01240112183,0.0,0.0,39359.01240112183,7825.691436808915,7251.489188425333,7187.637527468675
2025-05-15,63516.99642558266,0.0,39679.29641042918,0.0,0.0,39679.29641042918,6434.442933074944,7187.637527468675,8017.955793799616
2025-05-16,28582.541343801906,0.0,12616.03036782128,0.0,0.0,12616.03036782128,23638.561375473182,8017.955793799616,7208.064251299604
2025-05-17,29642.25032546134,0.0,13118.19280524108,0.0,0.0,13118.19280524108,16059.666677336088,7208.064251299604,7279.430548986716
2025-05-18,62521.22776716684,0.0,39062.28446673953,0.0,0.0,39062.28446673953,5023.294224875087,7279.430548986716,7701.259145094267
2025-05-19,62115.46536996115,4.157615633868204,38135.49443531336,0.0,28.292574388473128,38163.78700970183,11834.14247309414,7701.259145094267,7308.741790534639
2025-05-20,61307.43423799922,0.0,38118.795009427646,0.0,0.0,38118.795009427646,3583.300226794089,7308.741790534639,7245.857815425578
2025-05-21,62143.27177613598,0.0,38630.64443883207,0.0,0.0,38630.64443883207,7631.596159068086,7245.857815425578,7307.748577473496
2025-05-22,61620.32214848249,0.0,38055.20807986457,0.0,0.0,38055.20807986457,7342.568624233482,7307.748577473496,7547.851516765159
2025-05-23,28838.738384859353,0.0,12406.883631388173,0.0,0.0,12406.883631388173,18969.083264532645,7547.851516765159,7701.944262760236
2025-05-24,29470.641438715895,0.0,13021.3698795651,0.0,0.0,13021.3698795651,22333.126814022522,7701.944262760236,7759.3897120899255
2025-05-25,61284.51186511583,0.0,38098.76850125562,0.0,0.0,38098.76850125562,10112.793474563656,7759.3897120899255,7348.153166329578
2025-05-26,60058.621974063106,0.0,37201.5590467304,0.0,0.0,37201.5590467304,1811.9338106769221,7348.153166329578,7506.956852198863
2025-05-27,60905.92549972287,0.0,37716.45651116218,0.0,0.0,37716.45651116218,8563.044702335306,7506.956852198863,7341.136743202668
2025-05-28,60696.06433836224,0.0,37858.20815252942,0.0,0.0,37858.20815252942,4465.254068663534,7341.136743202668,7791.475265150065
2025-05-29,59917.56197814988,17.817433333333497,37248.73964753513,0.0,119.80442173333444,37368.544069268464,2748.6206328947965,7791.475265150065,7376.367477176199
2025-05-30,28945.474662297733,0.0,12722.051851950133,0.0,0.0,12722.051851950133,18935.50774219365,7376.367477176199,7560.825097874365
2025-05-31,29202.56157707238,0.0,12226.446028549275,0.0,0.0,12226.446028549275,17437.869917276443,7560.825097874365,7497.358272254891
2025-06-01,62089.117653681795,9624.20388007259,42176.11981754709,0.0,62985.556386034994,105161.67620358209,37.820077617173865,7497.358272254891,5168.995113957979
2025-06-02,67685.1498219962,6223.471518707413,44314.86354496012,0.0,40946.42878431357,85261.29232927368,1318.049662578605,5168.995113957979,5230.3230820025465
2025-06-03,70616.50560989096,2524.7660340079983,46625.13509660201,0.0,16364.826951072915,62989.962047674926,578.284053157301,5230.3230820025465,5467.081775073151
2025-06-04,71967.64838338888,1796.4590524867365,47980.68724620416,0.0,12081.217081488006,60061.904327692166,176.77619509892202,5467.081775073151,5287.547660223974
2025-06-05,74737.08962582813,1612.0643120612615,50490.637513722715,0.0,10689.903763930142,61180.541277652854,1100.566344226357,5287.547660223974,5059.236924378264
2025-06-06,33111.98463549287,3549.238415138763,15960.82566275626,0.0,20136.104736214267,36096.93039897053,2166.419333333336,5059.236924378264,5570.414021249399
2025-06-07,32896.09039797065,219.4293530954103,16872.758049331882,0.0,1403.9090011044352,18276.667050436317,2833.853905708451,5570.414021249399,1518.1044240138679
2025-06-08,91995.98990928913,0.0,63255.00020447556,0.0,0.0,63255.00020447556,21726.918467908014,1518.1044240138679,3784.400245520436
2025-06-09,87646.52023750795,0.0,62116.471616064664,0.0,0.0,62116.471616064664,13436.09500290064,3784.400245520436,3747.828591085563
2025-06-10,88328.97043034711,0.0,62179.802257381976,0.0,0.0,62179.802257381976,13287.144057200061,3747.828591085563,3676.5269320201637
2025-06-11,89037.87936817264,0.0,62622.57137463082,0.0,0.0,62622.57137463082,8678.101355475417,3676.5269320201637,3764.5907748389473
2025-06-12,89609.7059618075,0.0,63457.64630331255,0.0,0.0,63457.64630331255,13037.645643116746,3764.5907748389473,4339.977054069638
2025-06-13,41141.7255413886,0.0,21591.11930354486,0.0,0.0,21591.11930354486,10668.553496562768,4339.977054069638,4001.1114969720074
2025-06-14,43768.683374774395,0.0,23118.369609041856,0.0,0.0,23118.369609041856,15338.672878809026,4001.1114969720074,3829.74977033591
2025-06-15,92456.16952283897,0.0,65357.569548820866,0.0,0.0,65357.569548820866,17440.097116400008,3829.74977033591,4837.989837223183
2025-06-16,90578.77112456161,0.0,64996.76512249504,0.0,0.0,64996.76512249504,14531.84482017933,4837.989837223183,4849.553883386864
2025-06-17,89718.38069282155,0.0,64064.93902727849,0.0,0.0,64064.93902727849,12033.025648914636,4849.553883386864,4458.953828669599
2025-06-18,91669.08668468762,0.0,65498.061862955874,0.0,0.0,65498.061862955874,17510.588043033425,4458.953828669599,4640.198576537009
2025-06-19,90531.33412838081,0.0,63703.309416533404,0.0,0.0,63703.309416533404,19103.215521418475,4640.198576537009,4493.984077694744
2025-06-20,42364.75564575753,0.0,22297.765135668185,0.0,0.0,22297.765135668185,17517.54568327014,4493.984077694744,4696.190940177055
2025-06-21,42079.10148082105,0.0,21902.18354988715,0.0,0.0,21902.18354988715,19839.376589371543,4696.190940177055,5114.895307903528
2025-06-22,86568.82706311185,0.0,61229.923453264404,0.0,0.0,61229.923453264404,16432.68849252999,5114.895307903528,4763.611616738683
2025-06-23,85791.1702161996,0.0,59726.50691763719,0.0,0.0,59726.50691763719,15863.961855391402,4763.611616738683,4474.243664433836
2025-06-24,85234.30329910402,76.35992983654437,61019.3630287037,0.0,356.75359219633526,61376.11662090004,4266.7145665083535,4474.243664433836,4852.220053852616
2025-06-25,87328.35348508487,0.0,61309.01053282681,0.0,0.0,61309.01053282681,13871.724211633114,4852.220053852616,4534.0055213087835
2025-06-26,88647.94780342598,0.0,61314.835143272256,0.0,0.0,61314.835143272256,18118.38694579919,4534.0055213087835,4224.531589649255
2025-06-27,41116.81834856726,0.0,20714.238334015703,0.0,0.0,20714.238334015703,18065.067296056237,4224.531589649255,5185.550969419918
2025-06-28,40824.54561492294,0.0,20617.549476226755,0.0,0.0,20617.549476226755,16617.73341370301,5185.550969419918,4757.413876590708
2025-06-29,87516.31442103843,0.0,61692.55270191708,0.0,0.0,61692.55270191708,15069.0346520586,4757.413876590708,4748.709741485325
2025-06-30,84585.2441964277,0.0,58801.468382160536,0.0,0.0,58801.468382160536,12219.168686927296,4748.709741485325,4029.927521796162
2025-07-01,84582.32297756239,672.1814088738047,63654.397773935925,0.0,4365.42365520005,68019.82142913598,5632.541869559639,4029.927521796162,1200.0
2025-07-02,85713.06870733373,834.712322861956,63464.98783808039,0.0,5196.322412687205,68661.3102507676,10302.385788100935,1200.0,1226.2458773154292
2025-07-03,84125.75899525185,1593.7100009315027,63078.52788635494,0.0,9943.337713569874,73021.86559992481,1679.0875658163625,1226.2458773154292,1278.6703710405545
2025-07-04,39052.643633832544,2182.207760064447,22426.13284108369,0.0,8912.46778446499,31338.60062554868,9842.620753157398,1278.6703710405545,1200.0
2025-07-05,40202.8686559736,1832.3330056381626,22431.12901707691,0.0,10467.420213667767,32898.54923074468,10365.531767490384,1200.0,1200.0
2025-07-06,79772.64279845858,4131.389769288725,59629.74965769386,0.0,33423.040087988484,93052.78974568234,272.5595931507313,1200.0,1200.0
2025-07-07,82047.4118207467,395.5102212223423,60474.21626815027,0.0,1914.1136564003546,62388.32992455062,5121.526820387506,1200.0,1420.0165659608053
2025-07-08,94274.54031833001,0.0,70308.69214325445,0.0,0.0,70308.69214325445,12310.078341035536,1420.0165659608053,3982.481486798326
2025-07-09,90514.54712379668,0.0,68152.7558418039,0.0,0.0,68152.7558418039,12723.16330089109,3982.481486798326,4275.010992728015
2025-07-10,90047.84144053947,0.0,68483.56929784961,0.0,0.0,68483.56929784961,13957.659470262439,4275.010992728015,4146.134585727881
2025-07-11,47338.56359000166,0.0,28792.24912981382,0.0,0.0,28792.24912981382,11896.894640010576,4146.134585727881,4159.8030977951
2025-07-12,47487.14129093931,0.0,28199.686924489288,0.0,0.0,28199.686924489288,13709.804977992442,4159.8030977951,3856.241526850829
2025-07-13,91140.25715815369,9.694296626186087,66788.18341802395,0.0,79.43506655496881,66867.61848457892,18438.78832888705,3856.241526850829,4137.468263611412
2025-07-14,89645.70198118297,0.0,66511.33356411147,0.0,0.0,66511.33356411147,14811.754417762157,4137.468263611412,4084.5374546534526
2025-07-15,92485.38499254103,0.0,69501.16578018042,0.0,0.0,69501.16578018042,15370.092452754856,4084.5374546534526,5377.3184110754455
2025-07-16,90492.90239764874,0.0,68674.4998964199,0.0,0.0,68674.4998964199,15758.8750246192,5377.3184110754455,4959.598665556566
2025-07-17,89916.4874720627,0.0,67901.14319406693,0.0,0.0,67901.14319406693,13727.957729081743,4959.598665556566,5010.839974200345
2025-07-18,48151.962294732395,0.0,28815.51121696933,0.0,0.0,28815.51121696933,14227.266868352981,5010.839974200345,5138.190351735265
2025-07-19,48600.52242417074,0.0,29150.924862890235,0.0,0.0,29150.924862890235,19014.22856805616,5138.190351735265,4762.638258245234
2025-07-20,91853.05736171608,0.0,68550.82256192659,0.0,0.0,68550.82256192659,16326.113050214062,4762.638258245234,5133.302088514687
2025-07-21,92334.61112802062,0.0,70386.79979421251,0.0,0.0,70386.79979421251,14970.357937024868,5133.302088514687,5345.331227857497
2025-07-22,91697.99573869191,0.0,68977.33888215464,0.0,0.0,68977.33888215464,15257.756065356421,5345.331227857497,4759.454074996955
2025-07-23,92147.86238254426,0.0,69119.37788320461,0.0,0.0,69119.37788320461,14408.645186393553,4759.454074996955,4885.989761384345
2025-07-24,90889.51931949893,0.0,68712.87507025721,0.0,0.0,68712.87507025721,13525.160208547633,4885.989761384345,5362.108854566551
2025-07-25,47778.110353815486,0.0,28614.047373679776,0.0,0.0,28614.047373679776,18886.084584404067,5362.108854566551,5137.046420759144
2025-07-26,48869.29088417179,0.0,29405.232555809293,0.0,0.0,29405.232555809293,17562.08867650151,5137.046420759144,5072.820969259842
2025-07-27,90493.44431275042,0.0,68028.72968429535,0.0,0.0,68028.72968429535,12998.916346896622,5072.820969259842,5159.625998228474
2025-07-28,90731.99200189396,0.0,68838.60002350013,0.0,0.0,68838.60002350013,9618.231531121995,5159.625998228474,4920.365992288472
2025-07-29,93042.7980738293,0.0,70146.3434180405,0.0,0.0,70146.3434180405,13499.462068631332,4920.365992288472,4971.04736681406
2025-07-30,93552.16325864928,0.0,71157.23549224644,0.0,0.0,71157.23549224644,15936.21086176303,4971.04736681406,5218.265784481127
2025-07-31,92247.08529435896,0.0,69047.02096573976,0.0,0.0,69047.02096573976,14802.540082874264,5218.265784481127,4595.951488995206
2025-08-01,46152.47244378569,0.0,27364.495715009223,0.0,0.0,27364.495715009223,22649.95625669494,4595.951488995206,4515.3378642117505
2025-08-02,44989.04761001593,0.0,25932.96237340777,0.0,0.0,25932.96237340777,21868.88216843555,4515.3378642117505,3903.157225090178
2025-08-03,85082.19694072599,31.0510517738785,60716.15359537117,0.0,258.50000601753845,60974.65360138871,20686.53387552376,3903.157225090178,2516.647581786117
2025-08-04,82423.0521806557,0.0,59340.1775546452,0.0,0.0,59340.1775546452,13302.95030982788,2516.647581786117,2939.575809429636
2025-08-05,79894.93814638861,0.0,57822.98062081328,0.0,0.0,57822.98062081328,11526.124161619247,2939.575809429636,2748.104927017152
2025-08-06,78513.60434683812,0.0,57631.347513803674,0.0,0.0,57631.347513803674,7574.425577364307,2748.104927017152,2116.0368439218787
2025-08-07,79183.74658045864,0.0,57217.12260002,0.0,0.0,57217.12260002,11836.739830828883,2116.0368439218787,2566.0930835249515
2025-08-08,42429.17333402211,0.0,23667.27666135487,0.0,0.0,23667.27666135487,23923.970720627134,2566.0930835249515,2736.4702409729744
2025-08-09,41975.48699377137,0.0,23639.604512163067,0.0,0.0,23639.604512163067,20366.852717156544,2736.4702409729744,2522.6790800649087
2025-08-10,77618.57881613138,0.0,57336.545022271304,0.0,0.0,57336.545022271304,8737.346450166771,2522.6790800649087,2789.7654820150715
2025-08-11,77747.19368364546,13.681358351698236,55565.59959517491,0.0,115.54332784288219,55681.14292301779,10211.136232767509,2789.7654820150715,2220.1646175090664
2025-08-12,76477.93766156555,60.59869849820393,55724.395233939314,0.0,459.23772780519096,56183.63296174451,5444.652716492346,2220.1646175090664,2077.5475472850326
2025-08-13,78096.82379626585,35.09763545699025,56402.098100087285,0.0,290.03561982762153,56692.133719914906,8064.5577363086295,2077.5475472850326,2559.2300610595607
2025-08-14,78257.61154036174,54.155878272722475,56243.26795305809,0.0,462.4958831504055,56705.7638362085,8913.648049145506,2559.2300610595607,2294.178498732433
2025-08-15,41421.86150725304,0.0,23390.09818452938,0.0,0.0,23390.09818452938,21789.863908898085,2294.178498732433,2177.867176416242
