日期,计划量_kWh,初始计划量_kWh,最终常规量_kWh,上调量_kWh,下调量_kWh,紧急电量_kWh,计划费_元,调整费_元,紧急费_元,合计费用_元,弃电量_kWh,期初储电量_kWh,期末储电量_kWh,调整提交次数
2025-02-19,76113.00789589537,76113.00789589537,77807.48713890015,1796.7774981618234,102.29825515704442,23.475804516584162,50546.702424487,2244.627999593045,125.63076787050014,52916.96119195054,1066.8226912743717,6412.725875343643,5984.170385531212,3
2025-02-20,79852.33915538326,79852.33915538326,77053.38002669209,493.3609638855262,3292.3200925767014,31.451303378472062,53255.437208702875,-435.3643187431618,176.4575376049175,52996.530427564634,1602.2999016347521,5984.170385531212,6304.325414061423,3
2025-02-21,34799.925575201414,34799.925575201414,35541.75602807132,741.8304528699047,0.0,0.0,14473.719779382518,793.9068828983424,0.0,15267.62666228086,6078.903807898133,6304.325414061423,6447.00363554027,3
2025-02-22,35035.737788645245,35035.737788645245,35628.38328018354,947.9575768361685,355.31208529787557,0.0,14821.070514706724,988.8542145828831,0.0,15809.924729289607,3992.135376422798,6447.00363554027,6502.074391685113,3
2025-02-23,78081.83818564014,78081.83818564014,76045.90853691175,1373.3066999456735,3409.2363486740674,3.157158340446813,51736.55302059422,774.0326627586744,16.32250862011002,52526.90819197301,588.8783667789577,6502.074391685113,6209.511688753952,3
2025-02-24,74896.96503273805,74896.96503273805,73969.13192506944,365.4869333845931,1293.320041053198,32.97646955226219,49928.70265592685,3.6057919843862294,168.49327117728367,50100.80171908852,1669.4070817135485,6209.511688753952,6409.172025408032,3
2025-02-25,77379.27036084364,77379.27036084364,72048.52557426429,274.3296027200324,5605.074389299366,39.449221926085215,50379.60399110742,-1578.9869935701581,200.1768814498111,49000.793878987075,2512.836510777866,6409.172025408032,6196.778464553687,3
2025-02-26,71068.84047072093,71068.84047072093,74929.13388583933,3860.2934151184004,0.0,0.0,45981.29776600458,4490.694210762625,0.0,50471.9919767672,1411.2911124281588,6196.778464553687,6559.987214740714,3
2025-02-27,71542.70269052859,71542.70269052859,72096.19190185724,1260.6674192422577,707.1782079136011,116.30257805122663,45432.24062915142,1443.04117872708,588.0723022431466,47463.35411012165,1147.2286022801545,6559.987214740714,6294.243314559602,3
2025-02-28,33445.24860271402,33445.24860271402,33906.599480732606,461.35087801858367,0.0,0.0,13655.577622596988,502.8234892445298,0.0,14158.401111841518,7180.8573601521775,6294.243314559602,6375.921487045416,3
2025-03-01,36545.01036212062,36545.01036212062,33547.34350175228,0.0,2997.6668603683393,329.8254479976671,14805.735322172386,-658.9276367310005,1524.1311058253896,15670.938791266773,7277.581206825448,6375.921487045416,5883.157863414515,3
2025-03-02,80992.21061479751,80992.21061479751,77685.14663628841,464.4187545183717,3771.4827330274657,291.9638851172007,53830.081658451345,-902.9022543875365,1600.0869318326331,54527.266335896435,1359.5542470361775,5883.157863414515,5893.274854617674,3
2025-03-03,83327.59203966122,83327.59203966122,77252.07431559436,804.8628515359295,6880.380575602782,226.8575748099621,55408.44439568232,-1270.1050790890667,1208.5051132260346,55346.84442981929,996.9031786914643,5893.274854617674,5945.074470245979,3
2025-03-04,74385.1951555177,74385.1951555177,73787.34977850517,1209.4757294560545,1807.3211064685784,90.19655112902683,48493.70338493276,1197.0938109450021,468.78126833046133,50159.57846420822,810.8354571289528,5945.074470245979,5867.756960687228,3
2025-03-05,78828.02606098614,78828.02606098614,71615.03595327237,1030.0397890828738,8243.029896796654,160.00827869793932,50464.023835324275,-1140.214704045526,1049.0824486325862,50372.89157991134,1438.4876019154417,5867.756960687228,5960.761970188509,3
2025-03-06,73457.83318685665,73457.83318685665,71023.29016436724,476.83321664013664,2911.376239129536,0.0,46650.102203341696,-289.70645005054564,0.0,46360.39575329115,911.0031651669794,5960.761970188509,5879.771672240065,3
2025-03-07,34854.18177820054,34854.18177820054,32953.68744803956,7.928389337140516,1908.4227194981106,124.82316749677139,14319.146081481842,-570.4687316674062,503.02197187871275,14251.699321693148,8889.483090042748,5879.771672240065,5893.045395663774,3
2025-03-08,32216.130534278793,32216.130534278793,32621.61180323177,405.48126895297696,0.0,0.0,13170.40234641828,420.7509825077181,0.0,13591.153328925997,9638.080650488535,5893.045395663774,6555.035763805679,3
2025-03-09,74881.79049807998,74881.79049807998,68535.0648809828,90.36296782074442,6437.08858491791,0.0,47075.94499648964,-1765.2916181766755,0.0,45310.65337831296,1366.5583928068472,6555.035763805679,6364.933706665243,3
2025-03-10,72015.6305051302,72015.6305051302,74127.52690597186,2270.3728025843893,158.4764017427392,0.0,46509.19569603701,2718.144846885092,0.0,49227.3405429221,1915.3440701424433,6364.933706665243,6328.198080541478,3
2025-03-11,63867.23886856613,63867.23886856613,70069.94190196405,6203.2516901251865,0.5486567272668026,0.0,40399.14049856101,5683.711853642073,0.0,46082.85235220309,1815.7396401415822,6328.198080541478,6498.386140661619,3
2025-03-12,73552.10785399546,73552.10785399546,67445.40977473595,108.92823374713964,6215.626313006648,0.0,46423.14262720043,-1796.2443565732483,0.0,44626.898270627185,1220.774913467928,6498.386140661619,6280.566268367129,3
2025-03-13,73612.05012087931,73612.05012087931,74402.80908258884,1731.4982278399814,940.7392661304627,0.0,47320.66715074268,1632.938583280562,0.0,48953.605734023244,2807.9421258201714,6280.566268367129,6209.028400438236,3
2025-03-14,30837.707806961305,30837.707806961305,31558.862413646853,721.15460668555,0.0,0.0,12215.510363589,734.0474913457886,0.0,12949.557854934788,12065.182923229673,6209.028400438236,6637.852481371162,3
2025-03-15,30471.69770466709,30471.69770466709,31327.761717719735,856.0640130526435,0.0,0.0,12291.386817939236,891.2061883104556,0.0,13182.593006249692,7510.504580414961,6637.852481371162,6134.199562778937,3
2025-03-16,70477.98815859585,70477.98815859585,71221.64529992275,1928.1889574120773,1184.5318160851714,1.6400000000001,44569.78079497046,1688.4953791688013,8.081100000000493,46266.35727413926,3227.0351385012473,6134.199562778937,6765.49280739505,3
2025-03-17,65721.97270126763,65721.97270126763,63265.206557845915,2557.601263405624,5014.367406827341,0.0,39481.35037373163,1805.8643608158732,0.0,41287.2147345475,1415.3146050634145,6765.49280739505,6746.435907832235,3
2025-03-18,74218.97527415241,74218.97527415241,66804.57882472359,87.29864145433294,7501.695090883176,0.0,46577.87191917026,-2436.343784050465,0.0,44141.5281351198,1958.3216790653219,6746.435907832235,6442.877015311005,3
2025-03-19,61201.887763878825,61201.887763878825,66107.86862666439,4906.884390330273,0.9035275447054119,0.0,37888.19676782935,4392.765813309568,0.0,42280.96258113892,2300.6414705201114,6442.877015311005,6779.9673048905515,3
2025-03-20,69494.75564495484,69494.75564495484,66734.04094740807,873.7622556093768,3634.4769531561496,0.0,43737.48022989012,-78.43272697187945,0.0,43659.04750291824,688.39089377424,6779.9673048905515,6546.56670742731,3
2025-03-21,29673.898088362792,29673.898088362792,30239.00266027936,807.0390950173462,241.93452310077913,0.0,11739.621112184423,805.6858938248337,0.0,12545.307006009256,15001.387782199781,6546.56670742731,6467.059162091052,3
2025-03-22,31158.083185335105,31158.083185335105,31250.207732647817,236.56632880385249,144.44178149114117,0.0,12787.025517451928,252.0057996238303,0.0,13039.031317075758,11635.028054526196,6467.059162091052,6901.293035602519,3
2025-03-23,70645.54442093524,70645.54442093524,65548.60707279872,215.94620713547135,5312.883555271988,0.0,43413.69006395739,-1336.7697508828396,0.0,42076.920313074545,3250.960133632573,6901.293035602519,6451.564503002412,3
2025-03-24,66723.7791528058,66723.7791528058,64622.77571184986,1358.3843317867818,3459.387772742718,0.0,40852.68078066501,892.0806878733147,0.0,41744.76146853832,2376.5176505069576,6451.564503002412,6598.860118566319,3
2025-03-25,73312.00196732554,73312.00196732554,65973.34682887561,437.4883420560699,7776.143480506007,0.0,45356.15592452728,-1759.2033170719237,0.0,43596.95260745536,1283.9336680715273,6598.860118566319,6326.364971368039,3
2025-03-26,63380.002843052906,63380.002843052906,61562.85280011766,1788.1622740065645,3605.3123169418022,0.0,38853.75854574777,925.1798343984306,0.0,39778.9383801462,1826.1628625201072,6326.364971368039,6507.918372535854,3
2025-03-27,67094.30065897373,67094.30065897373,64346.066056503325,429.3082704133832,3177.5428728837933,0.0,40961.47503427092,-285.3517058633631,0.0,40676.12332840756,1601.5633127593787,6507.918372535854,6555.730215229309,3
2025-03-28,29689.665007212032,29689.665007212032,30008.410343979678,386.653087215602,67.90775044795828,0.0,11737.5281471731,405.3670610607832,0.0,12142.895208233882,16217.581041390838,6555.730215229309,6533.560721299134,3
2025-03-29,28830.893156725364,28830.893156725364,29759.496979478045,928.6038227526799,0.0,0.0,11076.904938546737,920.4214460159644,0.0,11997.3263845627,18897.51836749936,6533.560721299134,6520.5982312113265,3
2025-03-30,66057.53092080745,66057.53092080745,60033.891333461004,175.1988728035816,6198.838460150033,0.0,39056.704030425644,-1327.6882554332922,0.0,37729.01577499235,535.2301423559945,6520.5982312113265,6621.083416791849,3
2025-03-31,56951.147335336034,56951.147335336034,61969.974853584565,5093.429813599126,74.60229535059722,0.0,34816.87411888651,4011.0502058801535,0.0,38827.92432476666,1073.1394324359808,6621.083416791849,6595.348958276605,3
2025-04-01,70506.79254293957,70506.79254293957,66133.33604035462,797.0715450461746,5170.528047631134,0.0,43761.6141923971,-435.07204420863775,0.0,43326.54214818846,2474.8125627766526,6595.348958276605,6439.937021981871,3
2025-04-02,66592.00159389799,66592.00159389799,66853.32894660745,1679.9181528923418,1418.590800182873,0.0,40466.98728708419,1400.0052208846778,0.0,41866.99250796886,2622.082682368955,6439.937021981871,6271.647885264004,3
2025-04-03,68463.26670969071,68463.26670969071,62557.09191116457,85.37505628474025,5991.549854810881,0.0,42195.51268728316,-1625.88391566986,0.0,40569.6287716133,2711.8855847495493,6271.647885264004,6323.016744352004,3
2025-04-04,28324.905372089,28324.905372089,28427.34097644807,120.21080692426159,17.775202565189204,0.0,10916.053702612127,111.78160946418878,0.0,11027.835312076317,18892.318884226668,6323.016744352004,6340.291522368893,3
2025-04-05,28164.28096794353,28164.28096794353,28690.023014682818,525.7420467392886,0.0,0.0,10998.692475694577,563.1469828849499,0.0,11561.839458579527,13451.60927711996,6340.291522368893,6305.693887078184,3
2025-04-06,64943.66715621668,64943.66715621668,60147.792197516275,691.7936837519644,5487.6686424523705,14.255753549225801,38732.91989911613,-409.21865546598394,58.682301509207534,38382.383545159355,1983.9088016456058,6305.693887078184,6134.81845172112,3
2025-04-07,56827.633554660606,56827.633554660606,58627.50254720608,2485.775130582557,685.9061380370732,0.0,33776.08331887047,2322.6469960865065,0.0,36098.73031495698,1470.0171436883859,6134.81845172112,6148.630613246637,3
2025-04-08,66356.0102086766,66356.0102086766,59944.58425743434,60.22136184774649,6471.647313090001,32.62617546252384,39735.872989517826,-1732.0305429793057,153.86504348126243,38157.70749001978,1677.0740833829548,6148.630613246637,6023.288860405695,3
2025-04-09,64011.147531960996,64011.147531960996,65281.27706242633,2020.7840194563887,750.6544889910589,0.0,38636.37895164482,1410.2315603830893,0.0,40046.61051202791,1994.101025830419,6023.288860405695,6087.9552151214675,3
2025-04-10,62529.62555780298,62529.62555780298,61315.41253290487,1586.7330258675545,2800.9460507656645,0.0,37967.22904947402,-4.754493337132203,0.0,37962.47455613689,2582.3288860652656,6087.9552151214675,6302.653465723171,3
2025-04-11,26978.05060912582,26978.05060912582,27455.20684873139,477.9410615046753,0.7848218991057365,0.0,10434.391682190388,509.64346978767225,0.0,10944.03515197806,19090.22738679747,6302.653465723171,6190.494840538186,3
2025-04-12,28937.655891855633,28937.655891855633,28202.003819089543,15.899686825216861,751.551759591306,0.0,11245.64370343057,-199.22963563926692,0.0,11046.414067791304,15853.686707592073,6190.494840538186,6397.553800927281,3
2025-04-13,59260.53831823885,59260.53831823885,59154.886959032505,341.4852403946169,447.13659960095333,0.0,35491.193195362255,427.20859798128805,0.0,35918.401793343546,1119.913746531339,6397.553800927281,6241.025309770773,3
2025-04-14,62709.392079484576,62709.392079484576,56499.19228454903,644.6971122809131,6854.896907216458,58.756161149735476,37552.23849733404,-1053.9152091160672,376.6849370385502,36875.008225256526,277.93884674987044,6241.025309770773,6221.329975105136,3
2025-04-15,54754.81108477597,54754.81108477597,56090.106009132185,1768.1795283245183,432.88460396830516,16.390724229534023,32446.375169479885,1745.5587792162046,78.8397553133314,34270.77370400942,2248.177793517648,6221.329975105136,6169.031559522966,3
2025-04-16,61741.893285223385,61741.893285223385,61690.47861959982,1194.2584106525271,1245.6730762761001,0.0,36752.345398551945,1209.3921620233195,0.0,37961.73756057526,1920.6995810503652,6169.031559522966,6355.165089720473,3
2025-04-17,54873.68565260738,54873.68565260738,57933.496646222906,3174.7641335046874,114.95313988915996,0.0,33319.79356644056,2179.0855935154245,0.0,35498.879159955985,1138.9832940854326,6355.165089720473,6320.048359259767,3
2025-04-18,27420.032881861513,27420.032881861513,27317.069671279503,11.096972524163796,114.06018310617415,0.0,10441.969948626613,-31.655007827591103,0.0,10410.314940799022,17767.70368046875,6320.048359259767,6446.586307411048,3
2025-04-19,26917.212152498716,26917.212152498716,27591.28601950349,678.7077898595701,4.633922854793354,0.0,10193.117363200297,599.671987954633,0.0,10792.78935115493,17608.966292081048,6446.586307411048,6325.428875901045,3
2025-04-20,56272.024998515444,56272.024998515444,57979.24976847504,2015.6640018990634,308.4392319394655,0.0,33752.53323814497,1745.6823389833514,0.0,35498.21557712832,1803.600910403412,6325.428875901045,6565.651219278912,3
2025-04-21,60308.36403315612,60308.36403315612,54383.57196334329,100.53230377521,6025.3243735880405,0.0,35356.10654582882,-1352.4455641353156,0.0,34003.66098169351,2530.1420004285415,6565.651219278912,6239.378676643398,3
2025-04-22,54017.6975034222,54017.6975034222,57292.272192503005,3274.574689080813,0.0,0.0,32361.42280627051,3099.6065596333683,0.0,35461.02936590388,1214.9025050985338,6239.378676643398,6361.396066638386,3
2025-04-23,51886.632044096754,51886.632044096754,56701.5752400762,4816.343386451725,1.4001904722792915,0.0,31474.493349537996,4223.612559317242,0.0,35698.105908855236,1611.9755181016758,6361.396066638386,6482.417026247082,3
2025-04-24,53519.664694106665,53519.664694106665,53512.14748759935,862.9476744790318,870.4648809863493,0.0,32065.19416018702,964.8940513350526,0.0,33030.088211522074,3038.517712707786,6482.417026247082,6252.7235924105735,3
2025-04-25,26822.784408405016,26822.784408405016,26110.059831669987,0.0,712.7245767350284,0.0,10171.188897463999,-225.00233069896493,0.0,9946.186566765035,21133.142644903804,6252.7235924105735,6026.0347789406405,3
2025-04-26,26809.05105033055,26809.05105033055,26836.01326245872,123.31470318189633,96.35249105372253,0.0,10388.690237225579,74.68459119678852,0.0,10463.374828422368,23639.19928132549,6026.0347789406405,6022.10494256478,3
2025-04-27,53328.59289411408,53328.59289411408,53953.74465567067,1469.0810699561011,843.929308399503,2.986681404279693,31606.86746762028,1661.899684149026,19.59412335277693,33288.36127512208,1496.4401382269143,6022.10494256478,6128.267959836572,3
2025-04-28,65973.7130204353,65973.7130204353,63652.534197404544,646.366480691746,2967.545303722506,0.0,39491.9362580015,-311.68869978346333,0.0,39180.247558218034,2874.9615865554006,6128.267959836572,6345.4265740833,3
2025-04-29,54753.913290824334,54753.913290824334,54271.30751079673,852.1204342202518,1334.7262142478528,3.985589990374365,32329.355867063838,853.1658252105517,26.376634556297546,33208.898326830684,3386.3293902491746,6345.4265740833,6368.532483554278,3
2025-04-30,51922.407811873956,51922.407811873956,51941.84115831092,192.65844826484027,173.22510182787767,37.27206992066201,31031.5134528423,26.599706823617147,172.63728102400566,31230.750440689924,497.9813276824358,6368.532483554278,6096.508411943823,3
2025-05-01,55140.923023154915,55140.923023154915,55168.103099314205,1873.803870847723,1846.6237946884376,1269.921361725017,33821.32154551617,1926.7718936180622,7832.764175955635,43580.857615089866,2515.365138310478,6096.508411943823,5294.8293072675415,3
2025-05-02,29039.45883977381,29039.45883977381,29187.371656443145,367.4234493753772,219.51063270604664,876.7128341876878,11922.529346118328,450.66248662436374,4548.10715392219,16921.298986664882,12418.139581643423,5294.8293072675415,5603.804301446187,3
2025-05-03,28018.069545587772,28018.069545587772,28164.722112393283,262.9061718276385,116.2536050221255,1267.362445029506,11064.761906963602,305.4240689158197,6350.737924467332,17720.923900346752,17275.322512848554,5603.804301446187,5824.085924318559,3
2025-05-04,59756.62123158974,59756.62123158974,54751.265390169414,886.4518830249452,5891.807724445265,1229.7581079590507,36079.58814412414,76.81238228847394,7068.430408096787,43224.8309345094,883.5723961080907,5824.085924318559,5721.260869397397,3
2025-05-05,61795.89901207373,61795.89901207373,58829.6801750619,702.2353023268054,3668.454139338636,926.9156947184634,37784.18714229557,82.28529987869798,5916.838834682963,43783.31127685723,909.7350797500492,5721.260869397397,5678.838500885529,3
2025-05-06,52541.93840785914,52541.93840785914,57682.9711404455,5442.71668602541,301.68395343904524,881.4481244227803,32668.09792280819,5474.5507160929,5338.109882677403,43480.75852157849,2229.542866158687,5678.838500885529,5425.809360873388,3
2025-05-07,57009.00451822099,57009.00451822099,59911.012584800264,2902.0080665792775,0.0,823.3334706236194,35561.58358996456,2500.5774368298157,5337.4000503771795,43399.56107717156,1504.1000261047798,5425.809360873388,5712.4637065604165,3
2025-05-08,65590.7902849713,65590.7902849713,61502.97443559271,420.559578580018,4508.375427958619,0.0,39964.33115412676,-455.3097921220141,0.0,39509.02136200475,1289.2210234417828,5712.4637065604165,6392.362347949798,3
2025-05-09,29064.655996709527,29064.655996709527,29163.414693921713,263.728917409662,164.9702201974763,0.0,12105.800117821018,258.1595950191916,0.0,12363.95971284021,17239.740184265786,6392.362347949798,6532.839880230749,3
2025-05-10,28602.786456282876,28602.786456282876,28899.479620681144,428.1403317369322,131.44716733866358,0.0,12211.020165351525,314.5089377883827,0.0,12525.529103139908,13876.254854278499,6532.839880230749,6229.765616552023,3
2025-05-11,62913.40368963184,62913.40368963184,60069.40320837351,647.2985492360224,3491.299030494363,204.29380650346934,38362.7932972104,86.61918608836686,1393.1115699078898,39842.52405320666,1190.0309791542365,6229.765616552023,6252.77922829152,3
2025-05-12,55112.527610960955,55112.527610960955,57292.201843894276,3357.034792602134,1177.360559668812,0.0,34438.94750901214,3053.834698121274,0.0,37492.782207133416,1733.9624715388366,6252.77922829152,6577.9634568787715,3
2025-05-13,65283.04789760273,65283.04789760273,59273.009462430506,800.4032539384724,6810.441689110695,0.0,39242.09505218676,-797.8537934307313,0.0,38444.24125875603,2488.9117553111464,6577.9634568787715,6733.976436318409,3
2025-05-14,62770.32313466928,62770.32313466928,57792.85846298007,544.5353433742632,5522.000015063462,0.0,38733.060396669556,-1288.864719406608,0.0,37444.19567726295,1370.6550937665206,6733.976436318409,6582.990566453348,3
2025-05-15,61421.119448011064,61421.119448011064,58783.181303327685,824.3087081702287,3462.2468528536187,0.0,39408.8046266647,-815.8269657185263,0.0,38592.97766094618,1550.607071539779,6582.990566453348,7371.986346476926,3
2025-05-16,28192.356524031933,28192.356524031933,27165.83412844443,0.0,1026.5223955875058,0.0,12360.135221565703,-386.237214914536,0.0,11973.898006651167,22158.662543149167,7371.986346476926,6549.838516191949,3
2025-05-17,29184.508459189296,29184.508459189296,28854.219182893285,76.48306895829589,406.77234525430697,0.0,12728.134407513222,-28.883819506585354,0.0,12699.250588006636,14998.567134865238,6549.838516191949,6834.057066463606,3
2025-05-18,66317.09428660994,66317.09428660994,60379.63575205907,103.77198759400267,6041.230522144864,0.0,40706.53179824656,-1496.820444067426,0.0,39209.71135417913,2872.021689271861,6834.057066463606,7259.05305674346,3
2025-05-19,58579.92382179526,58579.92382179526,56283.19071990358,380.48168788734233,2677.214789779029,79.23650000000009,35934.89309469325,-75.73020969411814,550.829460833334,36409.99234583246,6097.136532651248,7259.05305674346,6802.787882202771,3
2025-05-20,58828.812107953374,58828.812107953374,59075.62214368632,1224.6094025141356,977.7993667811875,0.0,36235.70536805723,831.2213102983847,0.0,37066.926678355616,1297.617959483224,6802.787882202771,6594.536747661216,3
2025-05-21,54898.366195235285,54898.366195235285,57139.9576324018,2820.392147340794,578.8007101742867,0.0,34986.05411688077,2176.448069572618,0.0,37162.502186453385,2383.836222211313,6594.536747661216,6711.135061363958,3
2025-05-22,56898.40070393701,56898.40070393701,56297.734958343375,0.0,600.6657455936348,0.0,35851.55412323339,-281.7944288140993,0.0,35569.75969441929,1915.8028109846114,6711.135061363958,6874.950806121888,3
2025-05-23,28323.10587861972,28323.10587861972,29467.582300257578,1144.4764216378599,0.0,0.0,11880.812480750275,1111.067175522592,0.0,12991.879656272868,19205.455994714484,6874.950806121888,7455.666193117852,3
2025-05-24,28784.446871765558,28784.446871765558,28189.563600483045,0.0,594.883271282512,0.0,12665.599111528,-235.67915150376496,0.0,12429.919960024234,21282.557793242544,7455.666193117852,7253.992068747707,3
2025-05-25,59179.675872608204,59179.675872608204,56779.79919918963,307.608298133236,2707.484971551808,0.0,36403.056315118825,-229.8314114131319,0.0,36173.22490370569,5482.559510114247,7253.992068747707,6894.144114780033,3
2025-05-26,56808.05726087396,56808.05726087396,59865.551850235526,3305.5280221969147,248.03343283535588,0.0,35439.87544714911,2680.2703885262454,0.0,38120.14583567536,1637.6366862574318,6894.144114780033,6973.288960894627,3
2025-05-27,53877.26492270033,53877.26492270033,56042.97606949574,2285.3530117116647,119.64186491625696,0.0,34235.04067010217,1413.5342594203805,0.0,35648.574929522554,3390.0239824424525,6973.288960894627,6917.055080891885,3
2025-05-28,62467.890036685145,62467.890036685145,58678.22819278609,551.36912358081,4341.030967479865,0.0,38388.48832294253,-380.48331335765727,0.0,38008.00500958488,2620.6491566943782,6917.055080891885,7286.0113473670135,3
2025-05-29,59828.803072302384,59828.803072302384,60434.370930739606,2122.4679881809698,1516.9001297437412,17.817433333333497,37099.76070457517,1640.3193597162294,119.80442173333444,38859.88448602474,3239.370123835052,7286.0113473670135,6850.437388497829,3
2025-05-30,28898.422066444247,28898.422066444247,29018.275174990762,166.43016086740974,46.577052320893046,0.0,12724.973735326565,141.943254878922,0.0,12866.916990205487,18531.3378455743,6850.437388497829,7499.612628085182,3
2025-05-31,30534.09039553549,30534.09039553549,29121.207492526428,5.067807462683845,1417.950710471749,0.0,13005.446690333163,-404.96819053874697,0.0,12600.478499794415,17534.197360901526,7499.612628085182,7360.24271154956,3
2025-06-01,76062.15109530496,76062.15109530496,73585.07792346289,4967.245063370054,7444.318235212141,595.3863875294652,52318.15663273241,4436.57742923059,3843.67955660974,60598.41361857274,1762.2268075661236,7360.24271154956,4783.8387340557765,3
2025-06-02,80016.21983111512,80016.21983111512,73196.24302629856,2546.4276548793473,9366.404459695921,332.3032644462808,53539.14241303847,1354.5804910648378,1862.5399763820146,56756.26288048532,406.59052848538806,4783.8387340557765,5158.416649657857,3
2025-06-03,73318.64341768529,73318.64341768529,74756.84347205558,5384.861416404927,3946.6613620346334,374.6644534433147,48366.320623344785,6721.8352198960765,2309.823447052303,57397.979290293166,3107.415105715924,5158.416649657857,5321.499464533313,3
2025-06-04,83258.40162664402,83258.40162664402,74337.90964168828,1196.563729144691,10117.055714100428,347.52534744934275,56405.89890632011,-1359.7685005670053,2239.4866622844193,57285.61706803752,1235.6150660525689,5321.499464533313,5224.140928504246,3
2025-06-05,72070.73735878554,72070.73735878554,75271.48518280244,7329.891103020338,4129.14327900345,557.0742864405884,47914.86131399684,8833.991652423803,3351.4640615904736,60100.317028011115,989.5343721964648,5224.140928504246,5040.234146082621,3
2025-06-06,34029.35081275151,34029.35081275151,36184.940478447796,3040.457432007792,884.8677663115088,746.6075387454108,16867.028887048167,3927.982432105596,3573.7181022572013,24368.729421410964,2798.477247713638,5040.234146082621,5255.821612955644,3
