日期,时段起,时段止,电价_元每kWh,预测负载_kWh,预测光伏_kWh,净负荷预测_kWh,风险余量_kWh,风险净负荷_kWh,参考储电量_kWh,实际负载_kWh,实际光伏_kWh,计划购电_kWh,实际充电_kWh,实际放电_kWh,紧急购电_kWh,弃电_kWh,期初储电量_kWh,期末储电量_kWh,计划费_元,紧急费_元
2025-02-01,11:00,11:10,0.4662,727.175355,1034.965536,-307.790181,53.505737,-254.284444,3306.73455,657.69435,1046.177817,106.725625,495.209092,0.0,0.0,0.0,5391.205768,5836.893951,49.755486,0.0
2025-02-01,11:10,11:20,0.5007,705.76455,1040.355712,-334.591162,56.957768,-277.633394,3556.604605,656.101717,1051.341783,0.0,395.240067,0.0,0.0,0.0,5836.893951,6192.610011,0.0,0.0
2025-02-01,11:20,11:30,0.4827,687.48141,1045.294739,-357.813329,48.665147,-309.148182,3834.837968,654.535,1099.0625,0.0,444.5275,0.0,0.0,0.0,6192.610011,6592.684761,0.0,0.0
2025-02-01,11:30,11:40,0.4785,724.513073,1063.415495,-338.902422,63.16038,-275.742042,4083.005806,692.20855,1136.31565,0.0,444.1071,0.0,0.0,0.0,6592.684761,6992.381151,0.0,0.0
2025-02-01,11:40,11:50,0.4662,725.423151,1072.608087,-347.184936,57.119928,-290.065008,4833.005806,680.149483,1128.416817,543.268325,833.333333,0.0,0.0,158.202325,6992.381151,7742.381151,253.271693,0.0
2025-02-01,11:50,12:00,0.4432,681.597821,1064.314622,-382.716801,70.847865,-311.868936,5583.005806,640.033333,1100.65625,521.464397,833.333333,0.0,0.0,148.753981,7742.381151,8492.381151,231.113021,0.0
2025-02-01,12:00,12:10,0.4411,675.976962,1052.579348,-376.602386,90.684882,-285.917505,6333.005806,676.841383,1105.4832,547.415829,833.333333,0.0,0.0,142.724312,8492.381151,9242.381151,241.465122,0.0
2025-02-01,12:10,12:20,0.4551,681.801517,1050.64821,-368.846693,80.320209,-288.526484,7083.005806,663.0938,1089.481067,544.806849,833.333333,0.0,0.0,137.860783,9242.381151,9992.381151,247.941597,0.0
2025-02-01,12:20,12:30,0.4463,678.323462,1055.067485,-376.744024,89.839972,-286.904051,7833.005806,594.021667,1052.4125,546.429282,833.333333,0.0,0.0,171.486782,9992.381151,10742.381151,243.871388,0.0
2025-02-01,12:30,12:40,0.4113,677.277392,1049.457533,-372.180141,74.534742,-297.645399,8583.005806,601.114167,1052.097767,535.687935,64.020943,0.0,0.0,922.650591,10742.381151,10800.0,220.328448,0.0
2025-02-01,12:40,12:50,0.5682,681.283792,1031.301011,-350.017219,76.071649,-273.94557,8829.556819,633.335367,1058.98975,0.0,0.0,0.0,0.0,425.654383,10800.0,10800.0,0.0,0.0
2025-02-01,12:50,13:00,0.8279,689.053846,1014.467219,-325.413373,76.850219,-248.563154,9053.263658,638.681667,1052.225,0.0,0.0,0.0,0.0,413.543333,10800.0,10800.0,0.0,0.0
2025-02-01,13:00,13:10,0.8636,693.698959,1013.622872,-319.923913,75.435582,-244.488331,9273.303156,619.374233,1041.022917,0.0,0.0,0.0,0.0,421.648683,10800.0,10800.0,0.0,0.0
2025-02-01,13:10,13:20,0.8416,673.118068,997.617781,-324.499713,58.898727,-265.600986,9512.344044,606.5044,1029.228833,0.0,0.0,0.0,0.0,422.724433,10800.0,10800.0,0.0,0.0
2025-02-01,13:20,13:30,0.8618,651.254872,968.374282,-317.119411,43.049464,-274.069947,9759.006996,607.013333,1017.28125,0.0,0.0,0.0,0.0,410.267917,10800.0,10800.0,0.0,0.0
2025-02-01,13:30,13:40,0.8623,673.636036,957.527977,-283.891941,77.216418,-206.675523,9945.014967,606.318333,998.79405,0.0,0.0,0.0,0.0,392.475717,10800.0,10800.0,0.0,0.0
2025-02-01,13:40,13:50,0.9026,676.41116,938.355065,-261.943904,74.750601,-187.193304,10113.48894,624.927217,948.63435,0.0,0.0,0.0,0.0,323.707133,10800.0,10800.0,0.0,0.0
2025-02-01,13:50,14:00,0.9754,650.367692,902.142581,-251.774889,49.800555,-201.974334,10295.265841,641.645,875.1875,0.0,0.0,0.0,0.0,233.5425,10800.0,10800.0,0.0,0.0
2025-02-01,14:00,14:10,1.0002,646.951428,867.348153,-220.396724,49.923772,-170.472953,10448.691498,612.723383,815.623417,0.0,0.0,0.0,0.0,202.900033,10800.0,10800.0,0.0,0.0
2025-02-01,14:10,14:20,0.9978,632.685386,829.051626,-196.36624,52.759361,-143.606879,10577.937689,603.26775,769.536567,0.0,0.0,0.0,0.0,166.268817,10800.0,10800.0,0.0,0.0
2025-02-01,14:20,14:30,1.0271,610.256282,783.086076,-172.829794,34.641922,-138.187873,10702.306774,610.811667,727.4,0.0,0.0,0.0,0.0,116.588333,10800.0,10800.0,0.0,0.0
2025-02-01,14:30,14:40,1.0906,618.7759,733.331034,-114.555134,26.867262,-87.687872,10781.22586,571.623083,684.0674,0.0,0.0,0.0,0.0,112.444317,10800.0,10800.0,0.0,0.0
2025-02-01,14:40,14:50,0.9376,613.150053,687.64374,-74.493688,53.633532,-20.860156,10800.0,554.5942,648.361433,0.0,0.0,0.0,0.0,93.767233,10800.0,10800.0,0.0,0.0
2025-02-01,14:50,15:00,0.6694,601.645769,646.54839,-44.902621,45.462692,0.560071,10800.0,578.923333,614.725,0.560071,0.0,0.0,0.0,36.361738,10800.0,10800.0,0.374912,0.0
2025-02-01,15:00,15:10,0.66,634.994371,603.981114,31.013257,26.195732,57.208989,10800.0,593.822,565.39285,57.208989,0.0,0.0,0.0,28.779839,10800.0,10800.0,37.757932,0.0
2025-02-01,15:10,15:20,0.7217,638.017382,560.360077,77.657305,32.833188,110.490493,10800.0,603.370033,505.435967,110.490493,0.0,0.0,0.0,12.556427,10800.0,10800.0,79.740989,0.0
2025-02-01,15:20,15:30,0.7308,604.388846,513.958596,90.43025,33.34993,123.78018,10800.0,608.655,450.6375,123.78018,0.0,0.0,34.23732,0.0,10800.0,10800.0,90.458555,125.103168
2025-02-01,15:30,15:40,0.7534,604.277017,461.260382,143.016635,25.321799,168.338434,10800.0,596.78865,413.6283,168.338434,0.0,0.0,14.821916,0.0,10800.0,10800.0,126.826176,55.834159
2025-02-01,15:40,15:50,0.7823,610.440924,406.851619,203.589306,23.651582,227.240888,10800.0,570.11095,375.9729,227.240888,0.0,0.0,0.0,33.102838,10800.0,10800.0,177.770546,0.0
2025-02-01,15:50,16:00,0.8055,598.222179,353.676748,244.545432,29.831238,274.376669,10800.0,548.75,328.93125,274.376669,0.0,0.0,0.0,54.557919,10800.0,10800.0,221.010407,0.0
2025-02-01,16:00,16:10,0.8271,577.194099,301.163587,276.030512,10.850362,286.880874,10800.0,554.0824,281.17405,286.880874,0.0,0.0,0.0,13.972524,10800.0,10800.0,237.279171,0.0
2025-02-01,16:10,16:20,0.8519,579.803969,249.458472,330.345498,25.071528,355.417026,10800.0,559.036067,240.441517,355.417026,0.0,0.0,0.0,36.822476,10800.0,10800.0,302.779765,0.0
2025-02-01,16:20,16:30,0.8791,601.436538,197.696201,403.740338,27.390921,431.131259,10800.0,563.106667,202.3625,431.131259,0.0,0.0,0.0,70.387092,10800.0,10800.0,379.00749,0.0
2025-02-01,16:30,16:40,0.9024,597.103147,145.174265,451.928882,8.720115,460.648997,10800.0,580.2863,155.519033,460.648997,0.0,0.0,0.0,35.88173,10800.0,10800.0,415.689655,0.0
2025-02-01,16:40,16:50,0.9163,533.603708,96.526786,437.076922,7.196553,444.273475,10800.0,532.818017,106.711467,444.273475,0.0,0.0,0.0,18.166925,10800.0,10800.0,407.087785,0.0
2025-02-01,16:50,17:00,0.9264,458.288974,52.23327,406.055704,23.755497,429.811201,10800.0,446.78,59.70625,429.811201,0.0,0.0,0.0,42.737451,10800.0,10800.0,398.177096,0.0
2025-02-01,17:00,17:10,0.9462,456.764886,12.336495,444.428391,34.933182,479.361573,10800.0,433.543517,15.897433,479.361573,0.0,0.0,0.0,61.71549,10800.0,10800.0,453.57192,0.0
2025-02-01,17:10,17:20,0.9742,462.59371,0.0,462.59371,22.229895,484.823605,10800.0,439.7808,0.0,484.823605,0.0,0.0,0.0,45.042805,10800.0,10800.0,472.315156,0.0
2025-02-01,17:20,17:30,0.9862,449.727564,0.0,449.727564,22.004667,471.732231,10800.0,436.136667,0.0,471.732231,0.0,0.0,0.0,35.595564,10800.0,10800.0,465.222326,0.0
2025-02-01,17:30,17:40,0.976,455.940377,0.737611,455.202766,30.690068,485.892834,10800.0,445.995167,0.68945,485.892834,0.0,0.0,0.0,40.587117,10800.0,10800.0,474.231406,0.0
2025-02-01,17:40,17:50,1.0742,458.781285,0.0,458.781285,14.355547,473.136832,10800.0,439.892633,0.0,473.136832,0.0,0.0,0.0,33.244198,10800.0,10800.0,508.243585,0.0
2025-02-01,17:50,18:00,1.2313,453.583718,0.0,453.583718,28.029359,481.613077,10264.874359,428.47,0.0,0.0,0.0,428.47,0.0,0.0,10800.0,10323.922222,0.0,0.0
2025-02-01,18:00,18:10,1.2561,461.123245,0.052955,461.07029,14.494877,475.565167,9736.468618,454.18455,0.0495,0.0,0.0,454.13505,0.0,0.0,10323.922222,9819.327722,0.0,0.0
2025-02-01,18:10,18:20,1.2447,469.626145,0.0,469.626145,27.266052,496.892197,9184.366177,472.265317,0.0,0.0,0.0,472.265317,0.0,0.0,9819.327722,9294.588481,0.0,0.0
2025-02-01,18:20,18:30,1.2545,470.812564,0.0,470.812564,17.816974,488.629538,8641.444467,454.168333,0.0,0.0,0.0,454.168333,0.0,0.0,9294.588481,8789.957,0.0,0.0
2025-02-01,18:30,18:40,1.2522,471.216785,0.003802,471.212983,33.501808,504.714791,8080.650255,418.376183,0.00355,0.0,0.0,418.372633,0.0,0.0,8789.957,8325.098519,0.0,0.0
2025-02-01,18:40,18:50,1.2881,486.721424,0.0,486.721424,43.596696,530.31812,7491.4079,414.082233,0.0,0.0,0.0,414.082233,0.0,0.0,8325.098519,7865.007148,0.0,0.0
2025-02-01,18:50,19:00,1.3466,492.159359,0.0,492.159359,30.388026,522.547385,6910.799694,432.138333,0.0,0.0,0.0,432.138333,0.0,0.0,7865.007148,7384.853444,0.0,0.0
2025-02-01,19:00,19:10,1.3523,447.751501,0.000272,447.751229,31.854653,479.605882,6377.90427,424.014367,0.00025,0.0,0.0,424.014117,0.0,0.0,7384.853444,6913.726648,0.0,0.0
2025-02-01,19:10,19:20,1.3445,424.702738,0.0,424.702738,27.119197,451.821935,5875.879898,442.412467,0.0,0.0,0.0,442.412467,0.0,0.0,6913.726648,6422.157241,0.0,0.0
2025-02-01,19:20,19:30,1.3483,440.808462,0.0,440.808462,30.773282,471.581744,5351.900183,483.746667,0.0,0.0,0.0,483.746667,0.0,0.0,6422.157241,5884.660944,0.0,0.0
2025-02-01,19:30,19:40,1.349,448.428427,0.0,448.428427,34.986107,483.414534,4814.772922,481.184467,0.0,0.0,0.0,481.184467,0.0,0.0,5884.660944,5350.011537,0.0,0.0
2025-02-01,19:40,19:50,1.3473,463.227928,0.0,463.227928,28.044451,491.272379,4268.914723,444.765933,0.0,0.0,0.0,444.765933,0.0,0.0,5350.011537,4855.827167,0.0,0.0
2025-02-01,19:50,20:00,1.3482,484.037179,0.0,484.037179,30.170795,514.207974,3697.572529,418.095,0.0,0.0,0.0,418.095,0.0,0.0,4855.827167,4391.277167,0.0,0.0
2025-02-01,20:00,20:10,1.3513,485.065249,0.0,485.065249,25.406285,510.471534,3130.381936,436.740517,0.0,0.0,0.0,436.740517,0.0,0.0,4391.277167,3906.009926,0.0,0.0
2025-02-01,20:10,20:20,1.34,475.877574,0.0,475.877574,23.835413,499.712987,2575.145284,452.69785,0.0,0.0,0.0,452.69785,0.0,0.0,3906.009926,3403.012315,0.0,0.0
2025-02-01,20:20,20:30,1.3489,466.311026,0.0,466.311026,32.031872,498.342897,2021.430953,449.968333,0.0,0.0,0.0,449.968333,0.0,0.0,3403.012315,2903.0475,0.0,0.0
2025-02-01,20:30,20:40,1.3952,462.577627,0.0,462.577627,29.128263,491.70589,1475.091076,455.0667,0.0,0.0,0.0,455.0667,0.0,0.0,2903.0475,2397.417833,0.0,0.0
2025-02-01,20:40,20:50,1.2226,489.703853,0.0,489.703853,17.402241,507.106093,1200.0,454.012367,0.0,259.524125,0.0,194.488242,0.0,0.0,2397.417833,2181.319787,317.294195,0.0
2025-02-01,20:50,21:00,0.9332,522.189231,0.0,522.189231,23.980385,546.169615,1200.0,459.405,0.0,546.169615,86.764615,0.0,0.0,0.0,2181.319787,2259.407941,509.685485,0.0
2025-02-01,21:00,21:10,0.9068,503.193188,0.0,503.193188,26.857622,530.050811,1200.0,497.420767,0.0,530.050811,32.630044,0.0,0.0,0.0,2259.407941,2288.77498,480.650075,0.0
2025-02-01,21:10,21:20,0.9371,470.806455,0.0,470.806455,23.699623,494.506078,1200.0,503.283133,0.0,494.506078,0.0,8.777055,0.0,0.0,2288.77498,2279.022697,463.401646,0.0
2025-02-01,21:20,21:30,0.9371,464.168205,0.0,464.168205,37.863462,502.031667,1200.0,477.556667,0.0,502.031667,24.475,0.0,0.0,0.0,2279.022697,2301.050197,470.453875,0.0
2025-02-01,21:30,21:40,0.9871,483.315237,0.0,483.315237,26.071735,509.386973,1200.0,479.13595,0.0,509.386973,30.251023,0.0,0.0,0.0,2301.050197,2328.276117,502.815881,0.0
2025-02-01,21:40,21:50,0.7764,468.394262,0.0,468.394262,26.988336,495.382598,1200.0,450.2041,0.0,495.382598,45.178498,0.0,0.0,0.0,2328.276117,2368.936765,384.615049,0.0
2025-02-01,21:50,22:00,0.4209,421.045897,0.0,421.045897,37.112296,458.158194,1200.0,392.085,0.0,458.158194,66.073194,0.0,0.0,0.0,2368.936765,2428.40264,192.838784,0.0
2025-02-01,22:00,22:10,0.3859,404.408931,0.0,404.408931,27.017178,431.426108,1200.0,371.769817,0.0,431.426108,59.656292,0.0,0.0,0.0,2428.40264,2482.093302,166.487335,0.0
2025-02-01,22:10,22:20,0.4368,421.997165,0.0,421.997165,29.650092,451.647257,1200.0,363.578217,0.0,451.647257,88.069041,0.0,0.0,0.0,2482.093302,2561.355439,197.279522,0.0
