date,cost_plan,cost_emg,cost_total
2025-04-28,34593.6512680302,18149.20388839989,52742.85515643009
2025-04-29,34273.10346717041,576.4251483289481,34849.52861549936
2025-04-30,34172.6576759488,0.0,34172.6576759488
2025-05-01,35123.643491197785,10937.237320453332,46060.88081165112
2025-05-02,10958.233291730978,9724.958007248586,20683.191298979564
2025-05-03,10906.799430744197,5792.131800057423,16698.93123080162
2025-05-04,36305.76417020634,8236.677169308674,44542.44133951502
2025-05-05,36586.851502742866,8504.734087588755,45091.58559033162
2025-05-06,37298.44399350308,6689.183170639169,43987.62716414225
2025-05-07,37851.13285975163,8955.677280286702,46806.81014003833
2025-05-08,39760.82497634669,0.0,39760.82497634669
2025-05-09,12644.323135250932,0.0,12644.323135250932
2025-05-10,12933.45176923577,0.0,12933.45176923577
2025-05-11,40056.865612559544,272.24827716666715,40329.11388972621
2025-05-12,40531.922084037025,0.0,40531.922084037025
2025-05-13,39567.130982288974,0.0,39567.130982288974
2025-05-14,39105.94581085438,0.0,39105.94581085438
2025-05-15,39582.855552276524,0.0,39582.855552276524
2025-05-16,12252.746338448409,0.0,12252.746338448409
2025-05-17,12725.610535144388,0.0,12725.610535144388
2025-05-18,38978.691984626916,0.0,38978.691984626916
2025-05-19,38047.576572688085,27.859635102563942,38075.43620779065
2025-05-20,37920.83191599724,0.0,37920.83191599724
2025-05-21,38512.13685161961,0.0,38512.13685161961
2025-05-22,37991.2329743951,0.0,37991.2329743951
2025-05-23,12083.272662661044,0.0,12083.272662661044
2025-05-24,12662.546948212377,0.0,12662.546948212377
2025-05-25,37907.66143500575,0.0,37907.66143500575
2025-05-26,37221.71220717242,0.0,37221.71220717242
2025-05-27,37622.43098462324,0.0,37622.43098462324
2025-05-28,37854.84910579001,0.0,37854.84910579001
2025-05-29,37228.62840288049,119.80442173333444,37348.432824613825
2025-05-30,12332.264529500198,0.0,12332.264529500198
2025-05-31,11989.919394307824,0.0,11989.919394307824
2025-06-01,41751.2948272266,65909.47036269601,107660.76518992262
2025-06-02,43537.91625783594,43213.59371888821,86751.50997672415
2025-06-03,45755.565329410165,18973.31960189766,64728.884931307824
2025-06-04,47115.42119689159,16505.36570068779,63620.78689757938
2025-06-05,49799.648317666506,13898.452266167573,63698.10058383408
2025-06-06,15183.380350006973,22255.12292436262,37438.50327436959
2025-06-07,18372.08021269079,1302.8971730921746,19674.977385782964
2025-06-08,62889.86408380678,0.0,62889.86408380678
2025-06-09,61778.899240184226,11.905372456696758,61790.804612640924
2025-06-10,61853.74186364572,0.0,61853.74186364572
2025-06-11,62307.11209307512,642.6485682082224,62949.76066128334
2025-06-12,63108.284119781514,39.98415416037907,63148.268273941896
2025-06-13,21426.415908749106,0.0,21426.415908749106
2025-06-14,22961.851626280077,0.0,22961.851626280077
2025-06-15,65083.628977566885,0.0,65083.628977566885
2025-06-16,64749.16420321382,279.3669309379655,65028.53113415178
2025-06-17,63873.15663062105,1950.8454667281067,65824.00209734916
2025-06-18,65243.8683818626,0.0,65243.8683818626
2025-06-19,63471.36060696275,0.0,63471.36060696275
2025-06-20,22181.804907310787,0.0,22181.804907310787
2025-06-21,21798.146547420576,0.0,21798.146547420576
2025-06-22,61067.107092939754,0.0,61067.107092939754
2025-06-23,59537.35798595571,0.0,59537.35798595571
2025-06-24,60938.32301455442,8025.245459140702,68963.56847369512
2025-06-25,61166.35144511688,0.0,61166.35144511688
2025-06-26,61118.01645610144,0.0,61118.01645610144
2025-06-27,20657.36303344934,0.0,20657.36303344934
2025-06-28,20560.786753135733,0.0,20560.786753135733
2025-06-29,61556.29047055479,0.0,61556.29047055479
2025-06-30,58813.717644120734,565.0288866042293,59378.746530724966
2025-07-01,63682.89645405817,8667.043939274576,72349.94039333274
2025-07-02,63511.453299246066,11150.955568504025,74662.40886775008
2025-07-03,63096.750447106584,13007.590932012963,76104.34137911955
2025-07-04,22303.59307076176,9859.373837773808,32162.966908535567
2025-07-05,22321.198478959202,8485.731586455655,30806.930065414857
2025-07-06,59395.85967795174,24696.390836807215,84092.25051475895
2025-07-07,60087.66496422445,3853.98865927889,63941.65362350334
2025-07-08,69946.2815238911,250.85465712851035,70197.13618101961
2025-07-09,67850.58233052687,19.42161218141212,67870.00394270828
2025-07-10,68243.04587474422,87.5952623187949,68330.64113706301
2025-07-11,28717.40580854429,0.0,28717.40580854429
2025-07-12,28190.13480457752,145.6110228389858,28335.745827416504
2025-07-13,66585.20413185249,0.0,66585.20413185249
2025-07-14,66258.10238410086,64.4505006239086,66322.55288472476
2025-07-15,69260.33871722572,0.0,69260.33871722572
2025-07-16,68534.60525909477,602.8758379065994,69137.48109700136
2025-07-17,67769.72431413477,0.0,67769.72431413477
2025-07-18,28782.713643988034,0.0,28782.713643988034
2025-07-19,27091.538677971534,0.0,27091.538677971534
2025-07-20,65066.15861711395,0.0,65066.15861711395
2025-07-21,66888.26899345877,0.0,66888.26899345877
2025-07-22,65464.456651795226,0.0,65464.456651795226
2025-07-23,65842.9313316544,0.0,65842.9313316544
2025-07-24,65463.46573762891,0.0,65463.46573762891
2025-07-25,26938.107713759317,0.0,26938.107713759317
2025-07-26,27700.505916862283,0.0,27700.505916862283
2025-07-27,64820.149651205495,0.0,64820.149651205495
2025-07-28,65444.159593157325,0.0,65444.159593157325
2025-07-29,66804.47513206552,0.0,66804.47513206552
2025-07-30,67384.68381330701,0.0,67384.68381330701
2025-07-31,64706.880581894715,0.0,64706.880581894715
2025-08-01,25306.365201099434,0.0,25306.365201099434
2025-08-02,24596.215140892768,0.0,24596.215140892768
2025-08-03,58221.21363041439,537.7649819271157,58758.97861234151
2025-08-04,57126.39687985905,0.0,57126.39687985905
2025-08-05,55484.59816205297,0.0,55484.59816205297
2025-08-06,55264.29267247702,3615.9676936169894,58880.260366094015
2025-08-07,54991.63509813719,84.93123969194403,55076.56633782913
2025-08-08,22880.003255429292,0.0,22880.003255429292
2025-08-09,22817.8555071526,0.0,22817.8555071526
2025-08-10,54954.60319057615,45.01793353846177,54999.62112411461
2025-08-11,53247.853941257425,529.0423005602539,53776.89624181768
2025-08-12,53392.220688678244,7313.871441325352,60706.0921300036
2025-08-13,53807.33041663892,699.3159487661269,54506.646365405046
2025-08-14,53856.1682409285,825.2486041404363,54681.41684506893
2025-08-15,22575.47978435699,0.0,22575.47978435699
2025-08-16,22908.313525161815,0.0,22908.313525161815
2025-08-17,53300.41084459365,713.328639343548,54013.7394839372
2025-08-18,53207.16460124924,1300.1802070637982,54507.34480831304
2025-08-19,53205.658816805255,494.2140837595391,53699.87290056479
2025-08-20,53832.08243165207,12841.11868506249,66673.20111671455
2025-08-21,54599.27954807946,23.245824318681496,54622.525372398144
2025-08-22,22910.886770338715,136.19375563409088,23047.080525972808
2025-08-23,22891.944918026013,0.0,22891.944918026013
2025-08-24,55218.77979285024,0.0,55218.77979285024
2025-08-25,55333.44157537396,275.47767900712915,55608.919254381086
2025-08-26,55164.48576845874,15.685931283234204,55180.17169974197
2025-08-27,55020.29497831637,99.76838338461371,55120.06336170099
2025-08-28,55723.630916601454,485.92311675254865,56209.554033354005
2025-08-29,23569.52054362977,0.0,23569.52054362977
2025-08-30,23203.96778360532,244.4105909476283,23448.378374552947
2025-08-31,53730.19232517084,500.1199714514996,54230.312296622345
2025-09-01,48258.24046443017,0.0,48258.24046443017
2025-09-02,45820.33046880082,0.0,45820.33046880082
2025-09-03,46572.176787810364,0.0,46572.176787810364
2025-09-04,46313.14439269832,0.0,46313.14439269832
2025-09-05,18436.174419467112,0.0,18436.174419467112
2025-09-06,18891.691245869333,0.0,18891.691245869333
2025-09-07,45284.92890709426,0.0,45284.92890709426
2025-09-08,39048.51747671125,7220.4995943716995,46269.01707108295
2025-09-09,41302.76847736149,62.02298720000055,41364.79146456149
2025-09-10,41386.574905628324,14785.333028328365,56171.90793395669
2025-09-11,41718.36719765507,0.0,41718.36719765507
2025-09-12,14805.562570475091,0.0,14805.562570475091
2025-09-13,14953.977690094527,0.0,14953.977690094527
2025-09-14,41117.21276251496,3502.2238719129145,44619.436634427875
2025-09-15,40722.109398781766,2145.268692670133,42867.3780914519
2025-09-16,40609.287138393105,7392.363541298946,48001.65067969205
2025-09-17,40833.09212032735,6166.604048251712,46999.69616857906
2025-09-18,40535.98826990904,2633.1421361606494,43169.130406069686
2025-09-19,14169.501769982497,2127.4076449406984,16296.909414923195
2025-09-20,13670.517725522777,4102.522993911327,17773.040719434102
2025-09-21,43010.06629297923,2308.0164549902456,45318.08274796948
2025-09-22,42952.4603154717,4998.061504793005,47950.5218202647
2025-09-23,43135.033750509814,6577.133151497473,49712.16690200729
2025-09-24,42942.9068825992,3257.829074723264,46200.73595732247
2025-09-25,42983.237985459135,1494.5348034863728,44477.772788945505
2025-09-26,14348.680749393188,30.982754724190205,14379.663504117378
2025-09-27,14817.801617917337,3550.7790708727593,18368.580688790098
2025-09-28,44966.30993228078,649.7817955159004,45616.09172779668
2025-09-29,45163.20178387339,1433.3520014576454,46596.55378533103
2025-09-30,45872.27887005426,2903.738232249677,48776.01710230394
2025-10-01,43973.78194875813,0.0,43973.78194875813
2025-10-02,41322.68917712785,0.0,41322.68917712785
2025-10-03,12901.2874948122,0.0,12901.2874948122
2025-10-04,13926.98603604536,0.0,13926.98603604536
2025-10-05,40372.86975851022,0.0,40372.86975851022
2025-10-06,41245.929007437444,0.0,41245.929007437444
2025-10-07,41213.214473606604,56.98474218086762,41270.19921578747
2025-10-08,39288.28255108008,0.0,39288.28255108008
2025-10-09,40108.21517844569,0.0,40108.21517844569
2025-10-10,12506.81344710135,115.78786424789288,12622.601311349244
2025-10-11,13898.049754538297,0.0,13898.049754538297
2025-10-12,41389.97195849057,100.31406657206858,41490.28602506264
2025-10-13,42232.19888013131,0.0,42232.19888013131
2025-10-14,42013.23955647342,0.0,42013.23955647342
2025-10-15,42097.99874684414,0.0,42097.99874684414
2025-10-16,43367.45151872179,7279.450188236704,50646.901706958495
2025-10-17,13647.204588740511,0.0,13647.204588740511
2025-10-18,13623.497065685315,0.0,13623.497065685315
2025-10-19,45146.700960344606,2416.9870823707324,47563.68804271534
2025-10-20,45704.812111310675,2266.889193052334,47971.70130436301
2025-10-21,46742.85889445956,0.0,46742.85889445956
2025-10-22,46652.68759891426,3505.44239751707,50158.12999643133
2025-10-23,47210.88770587806,0.0,47210.88770587806
2025-10-24,13882.921909282097,702.4309166178173,14585.352825899914
2025-10-25,14105.706120590608,452.2737921714811,14557.97991276209
2025-10-26,48111.22872138467,0.0,48111.22872138467
2025-10-27,47076.39129273301,192.9264987856548,47269.31779151866
2025-10-28,47568.48308779286,0.0,47568.48308779286
2025-10-29,47994.70986746444,4945.239751567138,52939.94961903158
2025-10-30,49314.744181836264,18.13268816666676,49332.87687000293
2025-10-31,14638.55537932035,0.0,14638.55537932035
2025-11-01,14347.329209665038,0.0,14347.329209665038
2025-11-02,50690.35167381902,574.2024685116984,51264.55414233072
2025-11-03,52200.04995531176,0.0,52200.04995531176
2025-11-04,50973.257838213336,962.9247703054153,51936.18260851875
2025-11-05,52423.38052972791,0.0,52423.38052972791
2025-11-06,51932.99142933243,4332.192224988268,56265.1836543207
2025-11-07,14923.674505278726,0.0,14923.674505278726
2025-11-08,14939.068889455702,0.0,14939.068889455702
2025-11-09,53062.892082051476,0.0,53062.892082051476
2025-11-10,54596.99441992688,506.88699001049764,55103.88140993738
2025-11-11,54422.75038885865,0.0,54422.75038885865
2025-11-12,54551.713640170565,60.579686666667136,54612.29332683723
2025-11-13,55336.3914559372,0.0,55336.3914559372
2025-11-14,15478.069949744391,0.0,15478.069949744391
2025-11-15,15535.095312280324,0.0,15535.095312280324
2025-11-16,56452.11080608734,0.0,56452.11080608734
2025-11-17,56965.07810949517,0.0,56965.07810949517
2025-11-18,56909.97280901306,0.0,56909.97280901306
2025-11-19,57705.59227404442,0.0,57705.59227404442
2025-11-20,57197.41621426102,0.0,57197.41621426102
2025-11-21,16076.470915017055,0.0,16076.470915017055
2025-11-22,16065.2691037998,0.0,16065.2691037998
2025-11-23,58789.28019594998,0.0,58789.28019594998
2025-11-24,57972.904605375785,99.5299589999998,58072.434564375784
2025-11-25,58112.20436783107,0.0,58112.20436783107
2025-11-26,58926.72797042537,177.73418883333318,59104.4621592587
2025-11-27,59325.22135369193,0.0,59325.22135369193
2025-11-28,16010.537108910601,0.0,16010.537108910601
2025-11-29,16571.85040799932,0.0,16571.85040799932
2025-11-30,61098.58937072255,0.0,61098.58937072255
2025-12-01,65443.15261108383,25591.760768741893,91034.91337982572
2025-12-02,67023.2732113224,32509.665499042643,99532.93871036505
2025-12-03,68561.54835363023,12956.014220029294,81517.56257365952
2025-12-04,68648.71571795357,15500.613631030234,84149.32934898381
2025-12-05,20125.927527475476,5945.893828923188,26071.821356398665
2025-12-06,20848.82202569463,14839.329990381899,35688.15201607653
2025-12-07,70248.36296756251,2704.119344194289,72952.4823117568
2025-12-08,74747.8470372987,0.0,74747.8470372987
2025-12-09,73758.12801286265,73.99153943831041,73832.11955230097
2025-12-10,74588.43935726788,0.0,74588.43935726788
2025-12-11,73752.16836945651,0.0,73752.16836945651
2025-12-12,23915.80315571912,0.0,23915.80315571912
2025-12-13,24578.721733253085,0.0,24578.721733253085
2025-12-14,76062.11217712275,0.0,76062.11217712275
2025-12-15,77269.58168893459,0.0,77269.58168893459
2025-12-16,77338.85148767468,0.0,77338.85148767468
2025-12-17,77327.84010923852,0.0,77327.84010923852
2025-12-18,76136.88237614957,0.0,76136.88237614957
2025-12-19,25267.18469683022,0.0,25267.18469683022
2025-12-20,25546.736002732134,0.0,25546.736002732134
2025-12-21,76607.35369932154,0.0,76607.35369932154
2025-12-22,77018.54155715495,0.0,77018.54155715495
2025-12-23,76716.82512495352,0.0,76716.82512495352
2025-12-24,76072.24120562556,0.0,76072.24120562556
2025-12-25,76175.00394127442,0.0,76175.00394127442
2025-12-26,25317.560949492916,0.0,25317.560949492916
2025-12-27,24377.225491216974,0.0,24377.225491216974
2025-12-28,75595.69797766731,0.0,75595.69797766731
2025-12-29,75551.05352378506,0.0,75551.05352378506
2025-12-30,73880.26176609444,0.0,73880.26176609444
2025-12-31,73691.7399450689,0.0,73691.7399450689
