date,cost_plan,cost_emg,cost_total
2025-06-09,62038.51614919063,11.905372456696758,62050.42152164733
2025-06-10,61946.19975561014,0.0,61946.19975561014
2025-06-11,62462.06939997644,642.6485682082354,63104.717968184676
2025-06-12,63240.53859674117,39.98415416037907,63280.52275090155
2025-06-13,21408.46276627208,0.0,21408.46276627208
2025-06-14,22855.85748333801,0.0,22855.85748333801
2025-06-15,65128.78250747021,0.0,65128.78250747021
2025-06-16,64952.2796710153,279.3669309379655,65231.64660195326
2025-06-17,64074.47244759056,1950.8454667281067,66025.31791431867
2025-06-18,65389.21022671618,0.0,65389.21022671618
2025-06-19,63662.649240607716,0.0,63662.649240607716
2025-06-20,22102.20163573643,0.0,22102.20163573643
2025-06-21,21834.025096202262,0.0,21834.025096202262
2025-06-22,61099.00726097724,0.0,61099.00726097724
2025-06-23,59599.80998117896,0.0,59599.80998117896
2025-06-24,61113.693046546374,7768.099694590144,68881.79274113652
2025-06-25,61439.39509143053,0.0,61439.39509143053
2025-06-26,61416.063760553756,0.0,61416.063760553756
2025-06-27,20795.697518125977,0.0,20795.697518125977
2025-06-28,20755.297627286574,0.0,20755.297627286574
2025-06-29,61607.68464303147,0.0,61607.68464303147
2025-06-30,59079.005416960434,520.8955574371935,59599.90097439763
2025-07-01,63883.59381367907,8317.70088204751,72201.29469572658
2025-07-02,63165.36614612553,11425.277865942224,74590.64401206776
2025-07-03,63025.256915713915,13057.694566826955,76082.95148254087
2025-07-04,22473.047194978313,9948.639077450587,32421.686272428902
2025-07-05,22443.173897720637,8498.604842959237,30941.778740679874
2025-07-06,59200.66021234999,25912.67808767368,85113.33830002366
2025-07-07,59919.289508311704,4458.238181771754,64377.52769008346
2025-07-08,70362.51044269983,250.07580589638934,70612.58624859621
2025-07-09,68217.82735613087,19.42161218141212,68237.24896831228
2025-07-10,68277.23601589273,87.5952623187949,68364.83127821152
2025-07-11,28606.098738129753,0.0,28606.098738129753
2025-07-12,28080.768318196453,145.6110228389858,28226.379341035437
2025-07-13,66764.97651936834,87.50002777325705,66852.4765471416
2025-07-14,66607.87949593674,64.4505006239086,66672.32999656064
2025-07-15,69492.72602928462,0.0,69492.72602928462
2025-07-16,68871.99238755293,602.8758379065994,69474.86822545953
2025-07-17,67878.6456098464,0.0,67878.6456098464
2025-07-18,28841.40867959534,0.0,28841.40867959534
2025-07-19,27195.969984005158,0.0,27195.969984005158
2025-07-20,65467.512401111555,0.0,65467.512401111555
2025-07-21,67127.12173266291,0.0,67127.12173266291
2025-07-22,65897.05501324931,0.0,65897.05501324931
2025-07-23,65970.59749462517,0.0,65970.59749462517
2025-07-24,65746.7750784649,0.0,65746.7750784649
2025-07-25,26864.352088047228,0.0,26864.352088047228
2025-07-26,27600.30368200822,0.0,27600.30368200822
2025-07-27,64996.79846834183,0.0,64996.79846834183
2025-07-28,65761.2103146975,0.0,65761.2103146975
2025-07-29,67058.80693412639,0.0,67058.80693412639
2025-07-30,67585.16085684237,0.0,67585.16085684237
2025-07-31,65071.810998295754,0.0,65071.810998295754
2025-08-01,25349.042616217892,0.0,25349.042616217892
2025-08-02,24660.461284232322,0.0,24660.461284232322
2025-08-03,58091.93784812886,537.7649819271157,58629.702830055976
2025-08-04,57160.85075502294,65.87164776923026,57226.72240279217
2025-08-05,55633.21840926446,0.0,55633.21840926446
2025-08-06,55402.467909970015,3615.967693616986,59018.435603587
2025-08-07,55292.35730304782,84.93123969194403,55377.28854273976
2025-08-08,22930.668497583865,0.0,22930.668497583865
2025-08-09,22783.04866456302,0.0,22783.04866456302
2025-08-10,55235.56040676484,45.01793353846177,55280.5783403033
2025-08-11,53451.42525372144,1066.63546906433,54518.06072278577
2025-08-12,53249.73399221842,7312.762978330472,60562.49697054889
2025-08-13,54095.80508153269,964.2048892881996,55060.009970820895
2025-08-14,54195.675403153604,825.2486041404363,55020.92400729404
2025-08-15,22637.807409204463,0.0,22637.807409204463
2025-08-16,22732.06811107238,0.0,22732.06811107238
2025-08-17,53613.37669039125,713.328639343548,54326.705329734796
2025-08-18,53414.24015421436,1300.1802070637982,54714.420361278164
2025-08-19,53364.00608424934,942.7582186056923,54306.76430285503
2025-08-20,53888.564169666744,19000.290901945296,72888.85507161204
2025-08-21,54610.01792329448,66.61220189560547,54676.63012519009
2025-08-22,22919.419578136218,293.84503861795815,23213.264616754175
2025-08-23,22962.90868822197,0.0,22962.90868822197
2025-08-24,55293.43373097395,0.0,55293.43373097395
2025-08-25,55667.25818401571,275.4776790071253,55942.735863022834
2025-08-26,55131.5005625585,15.685931283234204,55147.186493841735
2025-08-27,55143.91266557257,99.76838338461371,55243.68104895719
2025-08-28,55738.46772704706,769.8801132012654,56508.34784024832
2025-08-29,23637.080202753095,0.0,23637.080202753095
2025-08-30,23056.79962102987,0.0,23056.79962102987
2025-08-31,53861.61583839504,410.589456945698,54272.20529534074
2025-09-01,48247.62764535659,0.0,48247.62764535659
2025-09-02,45950.40386635026,0.0,45950.40386635026
2025-09-03,46803.73848807743,0.0,46803.73848807743
2025-09-04,46165.675410534976,0.0,46165.675410534976
2025-09-05,18306.636556016158,0.0,18306.636556016158
2025-09-06,18539.640879688028,0.0,18539.640879688028
2025-09-07,44696.44848451874,0.0,44696.44848451874
2025-09-08,39065.26205887718,7220.4995943717,46285.76165324888
2025-09-09,41362.251074490705,0.0,41362.251074490705
2025-09-10,41299.06951500049,16344.756569035853,57643.826084036344
2025-09-11,41780.16259742429,0.0,41780.16259742429
2025-09-12,14747.023743047681,0.0,14747.023743047681
2025-09-13,14977.897763078276,0.0,14977.897763078276
2025-09-14,41097.4829029312,3502.2238719129155,44599.70677484412
2025-09-15,40651.256015043706,2244.15049610883,42895.406511152534
2025-09-16,40516.89592936084,7442.865185568955,47959.761114929795
2025-09-17,40892.525914031154,6635.8673596209655,47528.39327365212
2025-09-18,40328.97400974993,2742.2621440553057,43071.236153805236
2025-09-19,14243.16954324158,2346.761567885584,16589.931111127164
2025-09-20,13780.11536686081,4055.7803201783317,17835.89568703914
2025-09-21,43007.38436653359,2308.016454990242,45315.40082152383
2025-09-22,42928.603319156726,5105.922967891275,48034.526287048
2025-09-23,43144.53627121589,6553.234544593468,49697.77081580936
2025-09-24,42789.393397416905,3905.647781162428,46695.04117857933
2025-09-25,42993.29456788059,1630.4923223917694,44623.786890272364
2025-09-26,14311.432790259936,0.0,14311.432790259936
2025-09-27,14732.957966592447,4115.612106254309,18848.570072846756
2025-09-28,44956.799905712425,997.1590236612375,45953.958929373664
2025-09-29,45168.03819278623,1689.436336935715,46857.47452972195
2025-09-30,45532.70633967809,3504.943856984599,49037.65019666268
2025-10-01,43874.97185630689,0.0,43874.97185630689
2025-10-02,41531.457734816795,0.0,41531.457734816795
2025-10-03,12842.970931624186,0.0,12842.970931624186
2025-10-04,13916.136889488225,0.0,13916.136889488225
2025-10-05,40377.27136691616,0.0,40377.27136691616
2025-10-06,41055.47936262872,0.0,41055.47936262872
2025-10-07,41213.052787707784,56.98474218086762,41270.03752988865
2025-10-08,39206.922296296965,0.0,39206.922296296965
2025-10-09,40109.27965314103,0.0,40109.27965314103
2025-10-10,12433.502022751676,145.14407907525492,12578.646101826931
2025-10-11,13875.772261111631,0.0,13875.772261111631
2025-10-12,41167.5000956857,100.31406657206858,41267.81416225777
2025-10-13,42266.41506234354,0.0,42266.41506234354
2025-10-14,41801.56221161374,0.0,41801.56221161374
2025-10-15,42129.06778930164,0.0,42129.06778930164
2025-10-16,43347.26576399356,7319.9592495279885,50667.22501352154
2025-10-17,13435.99409531982,0.0,13435.99409531982
2025-10-18,13704.655030915557,0.0,13704.655030915557
2025-10-19,45130.675652491846,2405.510189196572,47536.18584168842
2025-10-20,45717.490066013226,2266.8891930523296,47984.37925906556
2025-10-21,46733.52667355226,0.0,46733.52667355226
2025-10-22,46529.150070494434,3419.3091673694003,49948.45923786383
2025-10-23,47001.742787392155,0.0,47001.742787392155
2025-10-24,13837.440470879392,702.4309166178173,14539.871387497209
2025-10-25,14252.527450499329,452.2737921714811,14704.80124267081
2025-10-26,48082.21744717315,0.0,48082.21744717315
2025-10-27,46867.796009931095,246.88654231643417,47114.68255224753
2025-10-28,47386.9211337201,0.0,47386.9211337201
2025-10-29,48076.54592421866,5012.233046181248,53088.77897039991
2025-10-30,49361.514853821725,18.13268816666676,49379.647541988394
2025-10-31,14638.940926511688,0.0,14638.940926511688
2025-11-01,14309.8813774505,0.0,14309.8813774505
2025-11-02,50574.88251019755,855.1494092853351,51430.031919482884
2025-11-03,51830.42269326412,0.0,51830.42269326412
2025-11-04,51086.41420594399,962.1446501071634,52048.55885605115
2025-11-05,52366.9289732841,0.0,52366.9289732841
2025-11-06,52027.59160204997,2138.2617233303286,54165.8533253803
2025-11-07,14901.331944860867,0.0,14901.331944860867
2025-11-08,14909.439419396622,0.0,14909.439419396622
2025-11-09,53024.792779822696,0.0,53024.792779822696
2025-11-10,54250.33076054002,530.6947306451289,54781.025491185144
2025-11-11,54137.49424038363,0.0,54137.49424038363
2025-11-12,54482.85609574668,0.0,54482.85609574668
2025-11-13,55348.739089992385,249.14083795781107,55597.8799279502
2025-11-14,15495.306149032052,0.0,15495.306149032052
2025-11-15,15579.165957522953,0.0,15579.165957522953
2025-11-16,56269.5292526138,0.0,56269.5292526138
2025-11-17,56938.428094178635,0.0,56938.428094178635
2025-11-18,56826.5146745989,0.0,56826.5146745989
2025-11-19,57776.99660390232,7.02818250000053,57784.02478640232
2025-11-20,57383.92775248067,0.0,57383.92775248067
2025-11-21,15956.252110525242,0.0,15956.252110525242
2025-11-22,16072.567049326128,0.0,16072.567049326128
2025-11-23,58611.32186023859,0.0,58611.32186023859
2025-11-24,57801.02122259073,99.5299589999998,57900.55118159073
2025-11-25,58126.7371082764,0.0,58126.7371082764
2025-11-26,58981.025311521924,177.73418883333318,59158.759500355256
2025-11-27,59289.07470353141,0.0,59289.07470353141
2025-11-28,15939.993120515775,0.0,15939.993120515775
2025-11-29,16584.71763205952,0.0,16584.71763205952
2025-11-30,61213.54619396645,32.518006583334305,61246.06420054979
2025-12-01,64672.25879198922,25678.02958689707,90350.2883788863
2025-12-02,65830.57883465968,32377.991901405956,98208.57073606564
2025-12-03,67436.49678949948,13397.23452527899,80833.73131477847
2025-12-04,67260.75286725853,20259.425151770083,87520.17801902862
2025-12-05,20086.298566960937,7158.315091971555,27244.613658932492
2025-12-06,20483.355986064238,16002.80705808827,36486.163044152505
2025-12-07,69325.97239375334,3516.6834778482666,72842.65587160162
2025-12-08,74826.08153814409,0.0,74826.08153814409
2025-12-09,73885.599438949,73.99153943831041,73959.5909783873
2025-12-10,74624.94536656658,0.0,74624.94536656658
2025-12-11,73908.73157858234,0.0,73908.73157858234
2025-12-12,23790.519860022632,0.0,23790.519860022632
2025-12-13,24640.550421246087,0.0,24640.550421246087
2025-12-14,75930.84720765427,0.0,75930.84720765427
2025-12-15,77272.73350841386,0.0,77272.73350841386
2025-12-16,77490.94016722163,0.0,77490.94016722163
2025-12-17,77189.44152977032,0.0,77189.44152977032
2025-12-18,76264.92779688581,0.0,76264.92779688581
2025-12-19,25449.12953734667,0.0,25449.12953734667
2025-12-20,25363.06113683138,0.0,25363.06113683138
2025-12-21,76485.55668236215,0.0,76485.55668236215
2025-12-22,76954.89806936472,0.0,76954.89806936472
2025-12-23,76804.9854869423,0.0,76804.9854869423
2025-12-24,75978.14657958868,0.0,75978.14657958868
2025-12-25,76333.77374323152,0.0,76333.77374323152
2025-12-26,25083.929054309163,0.0,25083.929054309163
2025-12-27,24455.885992334894,0.0,24455.885992334894
2025-12-28,75746.70597354788,0.0,75746.70597354788
2025-12-29,75642.24555398434,0.0,75642.24555398434
2025-12-30,74040.61208620318,0.0,74040.61208620318
2025-12-31,74017.5720205777,0.0,74017.5720205777
