日期,时段起,时段止,0点预测电价_元每kWh,实际电价_元每kWh,实际负载_kWh,实际光伏_kWh,预测负载_kWh,预测光伏_kWh,净负荷预测_kWh,价格加权风险余量_kWh,风险净负荷_kWh,参考储电量_kWh,初始计划购电_kWh,最终购电_kWh,上调量_kWh,下调量_kWh,实际充电_kWh,实际放电_kWh,紧急购电_kWh,弃电_kWh,储电量_kWh,计划费_元,紧急费_元,预估计划费_元
2025-02-01,1:40,1:50,0.36783,0.3041,448.02596666666665,0.0,503.3163307692307,0.0,503.3163307692307,8.8041858974359,512.1205166666666,9300.0,512.1205166666666,512.1205166666666,0.0,0.0,64.09454999999997,0.0,0.0,0.0,9666.49441269231,155.7358491183333,0.0,188.37328964549997
2025-02-01,1:50,2:00,0.33558000000000004,0.2537,397.4033333333333,0.0,497.2958974358974,0.0,497.2958974358974,22.512564102564056,519.8084615384614,10050.0,1353.1417948717947,1353.1417948717947,0.0,0.0,833.3333333333333,0.0,0.0,122.40512820512811,10416.49441269231,343.2920733589743,0.0,454.0873235230769
2025-02-01,2:00,2:10,0.33599,0.3346,434.0906333333333,0.0,498.3984551282051,0.0,498.3984551282051,11.797169230769214,510.1956243589743,10800.0,1343.5289576923076,1343.5289576923076,0.0,0.0,426.1173192307675,0.0,0.0,483.3210051282068,10800.0,449.54478924384614,0.0,451.41229449503845
2025-02-01,2:10,2:20,0.36402,0.3971,490.5609166666666,0.0,505.21251794871796,0.0,505.21251794871796,20.825184615384615,526.0377025641026,10800.0,526.0377025641026,526.0377025641026,0.0,0.0,0.0,0.0,0.0,35.476785897435946,10800.0,208.88957168820514,0.0,191.48824448738463
2025-02-01,2:20,2:30,0.38808000000000004,0.367,503.22,0.0,507.1983333333333,0.0,507.1983333333333,12.672564102564138,519.8708974358974,10800.0,519.8708974358974,519.8708974358974,0.0,0.0,0.0,0.0,0.0,16.650897435897377,10800.0,190.79261935897435,0.0,201.75149787692308
2025-02-01,2:30,2:40,0.38200999999999996,0.3185,474.07281666666665,0.0,499.6493538461539,0.0,499.6493538461539,-2.247316666666734,497.40203717948714,10800.0,497.40203717948714,497.40203717948714,0.0,0.0,0.0,0.0,0.0,23.329220512820484,10800.0,158.42254884166667,0.0,190.01255222293585
2025-02-01,2:40,2:50,0.38479,0.3285,461.38439999999997,0.0,501.3808961538462,0.0,501.3808961538462,15.168699999999944,516.5495961538461,10800.0,516.5495961538461,516.5495961538461,0.0,0.0,0.0,0.0,0.0,55.165196153846125,10800.0,169.68654233653845,0.0,198.76311910403845
2025-02-01,2:50,3:00,0.40437999999999996,0.3772,476.94166666666666,0.0,514.197564102564,0.0,514.197564102564,14.309999999999945,528.507564102564,10800.0,528.507564102564,528.507564102564,0.0,0.0,0.0,0.0,0.0,51.565897435897284,10800.0,199.35305317948712,0.0,213.71788877179478
2025-02-01,3:00,3:10,0.41055,0.3815,483.39955,0.0,520.2666871794871,0.0,520.2666871794871,3.303899999999885,523.570587179487,10800.0,523.570587179487,523.570587179487,0.0,0.0,0.0,0.0,0.0,40.17103717948703,10800.0,199.7421790089743,0.0,214.95190456653842
2025-02-01,3:10,3:20,0.40864,0.3822,486.6019166666666,0.0,515.0811576923077,0.0,515.0811576923077,-3.0901000000000067,511.99105769230766,10800.0,511.99105769230766,511.99105769230766,0.0,0.0,0.0,0.0,0.0,25.389141025641038,10800.0,195.68298224999998,0.0,209.22002581538462
2025-02-01,3:20,3:30,0.40925,0.3962,498.84833333333336,0.0,504.47961538461533,0.0,504.47961538461533,9.536666666666747,514.0162820512821,10800.0,514.0162820512821,514.0162820512821,0.0,0.0,0.0,0.0,0.0,15.167948717948775,10800.0,203.65325094871798,0.0,210.36116342948722
2025-02-01,3:30,3:40,0.41401999999999994,0.3879,518.3097333333333,0.0,501.34854487179484,0.0,501.34854487179484,7.3763474358975145,508.72489230769236,10800.0,508.72489230769236,508.72489230769236,0.0,0.0,0.0,9.584841025640912,0.0,0.0,10789.350176638176,197.33438572615387,0.0,210.62227991323076
2025-02-01,3:40,3:50,0.40524000000000004,0.3405,509.13346666666666,0.0,518.373267948718,0.0,518.373267948718,0.931850000000054,519.305117948718,10800.0,519.305117948718,519.305117948718,0.0,0.0,10.171651282051357,0.0,0.0,0.0,10798.504662792022,176.8233926615385,0.0,210.4432059975385
2025-02-01,3:50,4:00,0.39230999999999994,0.3164,483.6166666666666,0.0,537.5974358974358,0.0,537.5974358974358,15.858454162016756,553.4558900594526,10800.0,553.4558900594526,553.4558900594526,0.0,0.0,1.6614857866423134,0.0,0.0,68.17773760614367,10800.0,175.11344361481082,0.0,217.12628022922382
2025-02-01,4:00,4:10,0.40284,0.3916,491.1868,0.0,527.1528179487179,0.0,527.1528179487179,18.116429487179516,545.2692474358975,10800.0,545.2692474358975,545.2692474358975,0.0,0.0,0.0,0.0,0.0,54.08244743589745,10800.0,213.52743729589744,0.0,219.6562636370769
2025-02-01,4:10,4:20,0.41154,0.4109,504.64528333333334,0.0,520.1289615384615,0.0,520.1289615384615,13.63450769230758,533.763469230769,10800.0,533.763469230769,533.763469230769,0.0,0.0,0.0,0.0,0.0,29.118185897435694,10800.0,219.32340950692299,0.0,219.6650181272307
2025-02-01,4:20,4:30,0.40076999999999996,0.361,505.57833333333326,0.0,532.8980769230769,0.0,532.8980769230769,25.38064102564107,558.2787179487179,10800.0,558.2787179487179,558.2787179487179,0.0,0.0,0.0,0.0,0.0,52.70038461538468,10800.0,201.53861717948718,0.0,223.74136179230766
2025-02-01,4:30,4:40,0.38396,0.3799,503.23096666666663,0.0,549.3624307692307,0.0,549.3624307692307,14.560300000000097,563.9227307692308,10800.0,563.9227307692308,563.9227307692308,0.0,0.0,0.0,0.0,0.0,60.69176410256421,10800.0,214.2342454192308,0.0,216.5237717061539
2025-02-01,4:40,4:50,0.40996,0.4094,502.84698333333336,0.00023333333333333333,557.0499243589743,0.0,557.0499243589743,15.709883333333323,572.7598076923076,10800.0,572.7598076923076,572.7598076923076,0.0,0.0,0.0,0.0,0.0,69.91305769230758,10800.0,234.48786526923072,0.0,234.80861076153843
2025-02-01,4:50,5:00,0.44709,0.4052,499.64166666666665,0.0,552.4296153846153,0.0,552.4296153846153,4.833974358974274,557.2635897435896,10800.0,557.2635897435896,557.2635897435896,0.0,0.0,0.0,0.0,0.0,57.62192307692294,10800.0,225.8032065641025,0.0,249.14697833846145
2025-02-01,5:00,5:10,0.41852,0.3896,488.78358333333335,0.0,542.0459628205127,0.0,542.0459628205127,10.124648717948503,552.1706115384612,10800.0,552.1706115384612,552.1706115384612,0.0,0.0,0.0,0.0,0.0,63.387028205127876,10800.0,215.1256702553845,0.0,231.0944443410768
2025-02-01,5:10,5:20,0.41746999999999995,0.3908,498.51875,0.0033166666666666665,541.4884858974358,0.0,541.4884858974358,25.710674358974302,567.1991602564101,10800.0,567.1991602564101,567.1991602564101,0.0,0.0,0.0,0.0,0.0,68.68372692307679,10800.0,221.66143182820505,0.0,236.7886334322435
2025-02-01,5:20,5:30,0.43339,0.3821,529.2233333333334,0.0,555.3061538461538,0.0,555.3061538461538,22.56910256410265,577.8752564102565,10800.0,577.8752564102565,577.8752564102565,0.0,0.0,0.0,0.0,0.0,48.65192307692314,10800.0,220.806135474359,0.0,250.44535737564107
2025-02-01,5:30,5:40,0.39482,0.3475,547.4103166666666,0.0,571.0744692307692,0.0,571.0744692307692,12.726401282051256,583.8008705128204,10800.0,583.8008705128204,583.8008705128204,0.0,0.0,0.0,0.0,0.0,36.39055384615381,10800.0,202.87080250320508,0.0,230.49625969587177
2025-02-01,5:40,5:50,0.55738,0.5182,531.2274,0.04623333333333333,563.2206923076922,0.0,563.2206923076922,14.691698717948725,577.9123910256409,10157.875121082621,0.0,0.0,0.0,0.0,0.0,531.1811666666666,0.0,0.0,10209.798703703704,0.0,0.0,0.0
2025-02-01,5:50,6:00,0.8413499999999999,0.8102,510.98333333333335,0.0,545.6885897435897,0.0,545.6885897435897,17.139999999999873,562.8285897435895,9532.510021367521,0.0,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,9642.039444444445,0.0,0.0,0.0
2025-02-01,6:00,6:10,0.88189,0.8756,535.1871833333332,0.0,555.8407320512821,4.886369444444444,550.9543626068377,13.111915277777825,564.0662778846155,8716.11351851852,0.0,0.0,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9047.387018518519,0.0,0.0,0.0
2025-02-01,6:10,6:20,0.83949,0.818,533.9993499999999,0.6440166666666667,556.3863371794871,14.65910833333333,541.7272288461538,13.319731089743527,555.0469599358973,7790.187592592592,0.0,0.0,0.0,0.0,0.0,533.3553333333333,0.0,0.0,8454.769981481482,0.0,0.0,0.0
2025-02-01,6:20,6:30,0.83392,0.7708,504.52,0.0,543.3369230769231,24.43184722222222,518.9050758547008,21.29939529914543,540.2044711538463,6864.261666666666,0.0,0.0,0.0,0.0,0.0,504.52,0.0,0.0,7894.192203703705,0.0,0.0,0.0
2025-02-01,6:30,6:40,0.82624,0.7715,519.5536833333333,0.0,557.3258474358975,34.204586111111105,523.1212613247864,20.797773611111097,543.9190349358975,5938.33574074074,0.0,0.0,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7316.910333333334,0.0,0.0,0.0
2025-02-01,6:40,6:50,0.8443499999999999,0.8181,566.415,14.934916666666666,605.9735256410256,43.97732499999999,561.9962006410257,21.086750641025674,583.0829512820513,5054.65046779278,0.0,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,6704.154685185186,0.0,0.0,0.0
2025-02-01,6:50,7:00,0.86942,0.8678,608.7916666666666,56.75,647.9638461538461,53.75006388888889,594.2137822649572,19.1993253205128,613.41310758547,4433.651873569451,0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6090.775055555557,0.0,0.0,0.0
2025-02-01,7:00,7:10,0.8469499999999999,0.864,617.2140499999999,102.656,633.5018192307691,82.29300972222222,551.2088095085469,-9.02256709401729,542.1862424145296,3877.4246566496186,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,5519.04388888889,0.0,0.0,0.0
2025-02-01,7:10,7:20,0.83737,0.8237,595.3964666666666,147.48791666666665,635.2197128205128,129.60616249999998,505.6135503205128,-8.771375000000035,496.84217532051275,3375.4675435101735,0.0,0.0,0.0,0.0,0.0,447.90854999999993,0.0,0.0,5021.367722222224,0.0,0.0,0.0
2025-02-01,7:20,7:30,0.83121,0.7654,579.5366666666666,190.11249999999998,663.853076923077,176.91931527777777,486.9337616452992,1.7840965811966498,488.7178582264959,2887.97806457193,0.0,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,4588.674203703706,0.0,0.0,0.0
2025-02-01,7:30,7:40,0.7839400000000001,0.7258,609.0003666666667,231.34661666666665,657.672723076923,224.23246805555553,433.44025502136753,-0.6404027777778083,432.7998522435897,2456.091608770946,0.0,0.0,0.0,0.0,0.0,377.65375,0.0,0.0,4169.058925925928,0.0,0.0,0.0
2025-02-01,7:40,7:50,0.89244,0.8697,640.2366833333333,279.07533333333333,636.185641025641,271.5456208333333,364.64002019230765,-13.60389262820513,351.0361275641025,2114.271397888171,0.0,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,3767.768537037039,0.0,0.0,0.0
2025-02-01,7:50,8:00,1.08637,1.0783,633.9416666666666,334.01874999999995,624.7205128205128,318.8587736111111,305.8617392094017,-14.720427777777672,291.14131143162405,1836.6308391945129,0.0,0.0,0.0,0.0,0.0,299.92291666666665,0.0,0.0,3434.520851851854,0.0,0.0,0.0
2025-02-01,8:00,8:10,1.07714,1.0448,590.91065,388.6844166666666,629.2615679487179,367.31777083333327,261.94379711538465,-24.50801848290598,237.43577863247867,1628.8683307965819,0.0,0.0,0.0,0.0,0.0,202.22623333333343,0.0,0.0,3209.825037037039,0.0,0.0,0.0
2025-02-01,8:10,8:20,1.00973,0.9667,568.5581666666667,438.7655666666667,640.4989807692307,416.9226125,223.57636826923067,-26.16101538461521,197.41535288461546,1462.6400868209569,0.0,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,3065.611037037039,0.0,0.0,0.0
2025-02-01,8:20,8:30,0.98925,0.9429,574.2283333333332,487.94374999999997,646.5766666666666,466.5274541666666,180.0492125,-19.02016944444432,161.0290430555557,1340.6515008309752,0.0,0.0,0.0,0.0,0.0,86.28458333333327,0.0,0.0,2969.7392777777795,0.0,0.0,0.0
2025-02-01,8:30,8:40,0.9778100000000001,0.893,577.8523166666666,541.8831666666666,645.449532051282,516.1322958333333,129.31723621794868,-21.35698888888885,107.96024732905983,1281.6310140151888,0.0,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,2929.7735555555573,0.0,0.0,0.0
2025-02-01,8:40,8:50,0.9736600000000001,0.9266,649.0800333333333,586.6261,668.1358179487179,565.7371375,102.39868044871787,-6.829730769230764,95.5689496794871,1248.5613035522651,0.0,0.0,0.0,0.0,0.0,62.45393333333334,0.0,0.0,2860.380296296298,0.0,0.0,0.0
2025-02-01,8:50,9:00,0.98548,0.9995,737.1266666666667,621.9499999999999,714.0273076923077,615.3419791666666,98.68532852564101,-8.46548055555536,90.21984797008565,1208.9269881869855,0.0,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,2732.406222222224,0.0,0.0,0.0
2025-02-01,9:00,9:10,1.00725,0.9415,711.2534166666666,665.4293,745.3764807692307,667.6022916666666,77.77418910256415,-10.629946688034124,67.14424241453003,1200.0,0.0,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,2681.4905370370393,0.0,0.0,0.0
2025-02-01,9:10,9:20,0.97964,0.8825,698.3616999999999,729.7221999999999,737.5205256410256,722.518075,15.002450641025689,-19.79098878205116,-4.7885381410254695,1200.0,0.0,0.0,0.0,0.0,31.360500000000002,0.0,0.0,0.0,2709.7149870370395,0.0,0.0,0.0
2025-02-01,9:20,9:30,0.91029,0.8929,736.3866666666665,798.0874999999999,717.7751282051281,777.4338583333334,-59.65873012820532,-17.894002670940267,-77.55273279914559,1200.0,0.0,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,2765.2457370370394,0.0,0.0,0.0
2025-02-01,9:30,9:40,0.88523,0.9059,733.2125666666667,838.3206833333334,736.8618987179489,832.3496416666667,-95.48774294871782,2.53669700854698,-92.95104594017084,1200.0,0.0,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,2859.843042037039,0.0,0.0,0.0
2025-02-01,9:40,9:50,0.977,0.8581,697.1223666666666,867.3196166666667,748.2219858974358,887.265425,-139.0434391025642,-11.278191666666771,-150.32163076923098,1200.0,0.0,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,3013.020567037039,0.0,0.0,0.0
2025-02-01,9:50,10:00,1.1048,0.8084,678.5883333333334,894.01875,729.8705128205129,942.1812083333334,-212.31069551282053,-1.4276276709403533,-213.73832318376088,1200.0,0.0,0.0,0.0,0.0,215.4304166666666,0.0,0.0,0.0,3206.907942037039,0.0,0.0,0.0
2025-02-01,10:00,10:10,1.10235,0.8605,711.4322,911.8498333333333,710.755741025641,986.70535,-275.94960897435897,-25.550632264957073,-301.50024123931604,1200.0,0.0,0.0,0.0,0.0,200.41763333333336,0.0,0.0,0.0,3387.283812037039,0.0,0.0,0.0
2025-02-01,10:10,10:20,1.0552800000000002,0.8292,706.70705,933.6272333333333,723.4438576923077,1020.83785,-297.3939923076923,-40.814075641025624,-338.20806794871794,1200.0,0.0,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,3591.511977037039,0.0,0.0,0.0
2025-02-01,10:20,10:30,1.06543,0.7446,666.9933333333333,959.21875,745.8783333333332,1054.97035,-309.09201666666684,-29.8911757478632,-338.98319241453004,1200.0,0.0,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,3854.514852037039,0.0,0.0,0.0
2025-02-01,10:30,10:40,1.10505,0.7982,678.7204333333333,979.8081666666667,726.078096153846,1089.10285,-363.024753846154,-16.500124252136857,-379.52487809829086,1200.0,0.0,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,4125.493812037039,0.0,0.0,0.0
2025-02-01,10:40,10:50,0.8462099999999999,0.6917,678.1305,1021.3479,710.1274153846153,1123.23535,-413.1079346153846,-30.894107051282163,-444.00204166666674,1200.0,0.0,0.0,0.0,0.0,343.2174,0.0,0.0,0.0,4434.389472037039,0.0,0.0,0.0
2025-02-01,10:50,11:00,0.43918,0.438,652.925,1060.2749999999999,719.8016666666667,1157.3678499999999,-437.56618333333313,12.161341666666715,-425.4048416666664,1200.0,0.0,0.0,0.0,0.0,407.3499999999999,0.0,0.0,0.0,4801.004472037039,0.0,0.0,0.0
2025-02-01,11:00,11:10,0.39391,0.3671,657.69435,1046.1778166666666,727.1753551282051,1170.0351402777778,-442.85978514957276,11.485830555555765,-431.373954594017,1200.0,401.95937873931626,401.95937873931626,0.0,0.0,790.4428454059828,0.0,0.0,0.0,5512.403032902424,147.559287935203,0.0,158.33581887920406
2025-02-01,11:10,11:20,0.46081,0.3419,656.1017166666666,1051.3417833333333,705.7645499999999,1161.2372208333331,-455.47267083333327,4.354984294871883,-451.1176865384614,1200.0,0.0,0.0,0.0,0.0,395.24006666666673,0.0,0.0,0.0,5868.119092902423,0.0,0.0,0.0
2025-02-01,11:20,11:30,0.45734,0.308,654.535,1099.0625,687.4814102564102,1152.439301388889,-464.9578911324787,36.19412510683742,-428.7637660256413,1200.0,0.0,0.0,0.0,0.0,444.52750000000003,0.0,0.0,0.0,6268.193842902423,0.0,0.0,0.0
2025-02-01,11:30,11:40,0.44880000000000003,0.3563,692.20855,1136.31565,724.513073076923,1143.6413819444444,-419.12830886752147,7.066536111111105,-412.0617727564104,1200.0,0.0,0.0,0.0,0.0,444.10710000000006,0.0,0.0,0.0,6667.890232902423,0.0,0.0,0.0
2025-02-01,11:40,11:50,0.43922,0.3499,680.1494833333334,1128.4168166666666,725.4231512820512,1134.8434625,-409.4203112179488,11.864007371794628,-397.55630384615415,1200.0,0.0,0.0,0.0,0.0,448.2673333333332,0.0,0.0,0.0,7071.330832902423,0.0,0.0,0.0
2025-02-01,11:50,12:00,0.42954000000000003,0.2979,640.0333333333333,1100.65625,681.5978205128205,1126.0455430555553,-444.4477225427348,16.67197051282028,-427.77575202991454,1632.4448643741705,0.0,0.0,0.0,0.0,460.6229166666667,0.0,0.0,0.0,7485.891457902423,0.0,0.0,0.0
2025-02-01,12:00,12:10,0.4284,0.3528,676.8413833333333,1105.4832,675.9769615384615,1112.0894208333332,-436.11245929487166,36.895942414529756,-399.2165168803419,7485.891457902423,0.0,0.0,0.0,0.0,428.6418166666666,0.0,0.0,0.0,7871.6690929024235,0.0,0.0,0.0
2025-02-01,12:10,12:20,0.41661000000000004,0.4214,663.0938,1089.4810666666667,681.8015166666667,1092.9750958333334,-411.17357916666674,44.27423012820503,-366.8993490384617,7237.907765332635,130.11547144138052,130.11547144138052,0.0,0.0,556.5027381080473,0.0,0.0,0.0,8372.521557199667,54.830659665397754,0.0,54.20740655719354
2025-02-01,12:20,12:30,0.38878,0.4077,594.0216666666666,1052.4125,678.3234615384615,1073.8607708333332,-395.53730929487165,65.3964002136751,-330.1409090811966,7237.907765332635,503.1924242521367,503.1924242521367,0.0,0.0,833.3333333333333,0.0,0.0,128.2499242521368,9122.521557199667,205.1515513675961,0.0,195.6311507007457
2025-02-01,12:30,12:40,0.38287,0.3359,601.1141666666666,1052.0977666666665,677.2773923076923,1054.7464458333334,-377.46905352564113,48.87091987179489,-328.5981336538462,7237.907765332635,504.73519967948704,504.73519967948704,0.0,0.0,833.3333333333333,0.0,0.0,122.38546634615375,9872.521557199667,169.5405535723397,0.0,193.2479659012852
2025-02-01,12:40,12:50,0.51586,0.4541,633.3353666666667,1058.98975,681.2837923076922,1035.6321208333331,-354.3483285256409,49.584426282051176,-304.7639022435897,7237.907765332635,0.0,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,10255.610502199666,0.0,0.0,0.0
2025-02-01,12:50,13:00,0.7140500000000001,0.6884,638.6816666666666,1052.225,689.053846153846,1016.5177958333334,-327.4639496794873,73.50240651709379,-253.96154316239353,7237.907765332635,0.0,0.0,0.0,0.0,413.5433333333333,0.0,0.0,0.0,10627.799502199667,0.0,0.0,0.0
2025-02-01,13:00,13:10,0.7644000000000001,0.7168,619.3742333333332,1041.0229166666666,693.6989589743589,992.7791930555555,-299.08023408119664,86.82515128205159,-212.25508279914504,7237.907765332635,0.0,0.0,0.0,0.0,191.3338864448148,0.0,0.0,230.31479688851854,10800.0,0.0,0.0,0.0
2025-02-01,13:10,13:20,0.73432,0.7194,606.5044,1029.2288333333331,673.1180679487179,964.4163125,-291.2982445512821,65.7967403846153,-225.5015041666668,7237.907765332635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,0.0,0.0,0.0
2025-02-01,13:20,13:30,0.71987,0.7375,607.0133333333333,1017.28125,651.2548717948719,936.0534319444444,-284.7985601495725,61.94205555555567,-222.85650459401683,7547.791058486573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,0.0,0.0,0.0
2025-02-01,13:30,13:40,0.763,0.6413,606.3183333333333,998.79405,673.6360358974358,907.6905513888888,-234.054515491453,89.0004432692308,-145.0540722222222,7802.672258344553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,0.0,0.0,0.0
2025-02-01,13:40,13:50,0.8634999999999999,0.6761,624.9272166666666,948.6343499999999,676.4111602564102,879.3276708333333,-202.9165105769231,101.45533557692309,-101.461175,8037.26627194731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,0.0,0.0,0.0
2025-02-01,13:50,14:00,0.9829700000000001,0.8225,641.645,875.1875,650.3676923076923,850.9647902777779,-200.59709797008554,89.82550587606863,-110.77159209401691,8263.698457766905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,0.0,0.0,0.0
2025-02-01,14:00,14:10,1.0630199999999999,0.8111,612.7233833333332,815.6234166666666,646.9514282051282,812.5010902777777,-165.54966207264954,100.55584027777775,-64.99382179487179,8455.262999958042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,0.0,0.0,0.0
2025-02-01,14:10,14:20,1.0824,0.8061,603.26775,769.5365666666667,632.6853858974358,763.9365708333332,-131.2511849358974,71.63959487179494,-59.61159006410247,8617.700786079764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,0.0,0.0,0.0
2025-02-01,14:20,14:30,1.10826,0.8727,610.8116666666666,727.3999999999999,610.2562820512821,715.3720513888888,-105.11576933760671,86.86474358974351,-18.251025747863196,8753.409236645442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,0.0,0.0,0.0
2025-02-01,14:30,14:40,1.18137,0.8717,571.6230833333333,684.0674,618.7758999999999,666.8075319444443,-48.031631944444484,73.9306878205129,25.899055876068417,8753.409236645442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,0.0,0.0,0.0
2025-02-01,14:40,14:50,0.9492799999999999,0.7054,554.5942,648.3614333333333,613.1500525641026,618.2430124999998,-5.092959935897284,53.60346858974367,48.51050865384639,8753.409236645442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,0.0,0.0,0.0
2025-02-01,14:50,15:00,0.55486,0.5147,578.9233333333333,614.7249999999999,601.6457692307692,569.6784930555555,31.967276175213783,71.80017329059815,103.76744946581194,8868.188153664516,103.76744946581194,103.76744946581194,0.0,0.0,0.0,0.0,0.0,139.5691161324786,10800.0,53.40910624005341,0.0,57.57640701060041
2025-02-01,15:00,15:10,0.53433,0.5575,593.8219999999999,565.39285,634.9943705128205,518.1391472222222,116.85522329059836,67.84160277777767,184.69682606837603,9081.892981018489,276.56048598185185,276.56048598185185,0.0,0.0,0.0,0.0,0.0,248.13133598185186,10800.0,154.18247093488242,0.0,147.7745644746829
2025-02-01,15:10,15:20,0.63178,0.6606,603.3700333333334,505.4359666666667,638.017382051282,463.624975,174.39240705128196,65.12610897435889,239.51851602564085,9208.276412415793,239.51851602564085,239.51851602564085,0.0,0.0,0.0,0.0,0.0,141.5844493589741,10800.0,158.22593168653833,0.0,151.32300805467938
