date,cost_plan_adj,cost_emg,cost_total
2025-05-30,12249.280805230768,0.0,12249.280805230768
2025-05-31,11863.84754589215,0.0,11863.84754589215
2025-06-01,57196.77848380228,4743.491070267188,61940.26955406947
2025-06-02,54866.06274088404,3281.9295619610584,58147.992302845094
2025-06-03,54232.087973894304,3764.2543631095086,57996.342337003814
2025-06-04,53609.668718884874,4210.902506782838,57820.571225667714
2025-06-05,55173.08959007562,4391.910193345623,59564.99978342125
2025-06-06,20682.7153696285,6718.8888927305525,27401.60426235905
2025-06-07,19438.3149832014,3437.614478069907,22875.929461271306
2025-06-08,50451.448797438505,0.0,50451.448797438505
2025-06-09,55411.96014043794,770.2145326793335,56182.174673117275
2025-06-10,55716.51617197625,868.3780727246681,56584.89424470092
2025-06-11,57724.5201944592,5180.178134055978,62904.69832851517
2025-06-12,55289.4865036989,107.28023698332625,55396.76674068223
2025-06-13,18701.806482268228,0.0,18701.806482268228
2025-06-14,19195.245265691858,0.0,19195.245265691858
2025-06-15,54778.41806263855,1428.182144521159,56206.60020715971
2025-06-16,54753.639565755104,2415.0384140975043,57168.67797985261
2025-06-17,56753.12465309024,657.0689823013358,57410.19363539158
2025-06-18,54758.279934251,500.47626304283295,55258.75619729383
2025-06-19,54885.9385564162,1767.488869119492,56653.427425535694
2025-06-20,18372.1423103042,0.0,18372.1423103042
2025-06-21,18218.445509636098,0.0,18218.445509636098
2025-06-22,51430.41603618687,407.21119717906834,51837.627233365936
2025-06-23,49772.0201250618,22.34261845500024,49794.362743516795
2025-06-24,59768.900120764454,43.79892485799966,59812.69904562245
2025-06-25,53163.8667633444,75.47429598000195,53239.3410593244
2025-06-26,50178.636086720944,481.1941860755023,50659.83027279645
2025-06-27,17024.64975219399,0.0,17024.64975219399
2025-06-28,17189.37501772205,0.0,17189.37501772205
2025-06-29,53796.25080557115,0.0,53796.25080557115
2025-06-30,51334.947707151434,659.6273599381673,51994.5750670896
2025-07-01,70738.47407068143,1213.9138260591674,71952.3878967406
2025-07-02,64757.68242954735,914.3496499349993,65672.03207948235
2025-07-03,72983.50895130364,770.9441540866668,73754.4531053903
2025-07-04,26395.7995659708,7894.01411859873,34289.813684569526
2025-07-05,26682.181455195023,7072.527120992584,33754.70857618761
2025-07-06,72500.53096412646,2269.730314308631,74770.2612784351
2025-07-07,63965.0351235264,1625.355899750003,65590.3910232764
2025-07-08,63718.8715529061,950.6428927600002,64669.5144456661
2025-07-09,62531.0003343816,530.6855924283336,63061.685926809936
2025-07-10,60239.462828502496,724.7907125900001,60964.2535410925
2025-07-11,26229.76355537895,0.0,26229.76355537895
2025-07-12,26167.782976809696,0.0,26167.782976809696
2025-07-13,60547.02737982549,479.01105442500017,61026.03843425049
2025-07-14,59819.469745616,669.5120740190769,60488.981819635075
2025-07-15,61646.48923910685,0.0,61646.48923910685
2025-07-16,60250.2561116525,644.3391111083323,60894.595222760836
2025-07-17,59791.8914300815,292.1710317633348,60084.062461844835
2025-07-18,25787.736700280613,0.0,25787.736700280613
2025-07-19,25766.128770989853,0.0,25766.128770989853
2025-07-20,60293.214189199505,77.02900673000187,60370.243195929506
2025-07-21,62989.86169452329,613.2202121066689,63603.08190662996
2025-07-22,61382.99375093205,942.2205196766661,62325.21427060872
2025-07-23,63841.45407574515,1672.7748033263288,65514.228879071474
2025-07-24,64375.01823569865,123.51525133333388,64498.53348703198
2025-07-25,23811.893531778165,39.11695189622801,23851.010483674392
2025-07-26,24644.887623668863,0.0,24644.887623668863
2025-07-27,60543.00393266795,448.54384695550215,60991.54777962345
2025-07-28,62792.1537700444,922.7178313183102,63714.87160136271
2025-07-29,62185.69070196949,1464.131319910669,63649.82202188016
2025-07-30,63342.346741460395,0.0,63342.346741460395
2025-07-31,59562.4124392205,2773.35399438226,62335.76643360276
2025-08-01,24072.543559408,0.0,24072.543559408
2025-08-02,23327.389244765298,408.23798218220145,23735.6272269475
2025-08-03,49728.7575117296,2376.313310211374,52105.07082194097
2025-08-04,54883.904096332524,565.4668099745003,55449.37090630703
2025-08-05,51914.67954887366,434.8319553766673,52349.51150425033
2025-08-06,56638.414698607696,124.26952748748656,56762.68422609518
2025-08-07,55639.360171191205,234.3074106605019,55873.66758185171
2025-08-08,22366.2530555461,0.0,22366.2530555461
2025-08-09,22645.4209065979,0.0,22645.4209065979
2025-08-10,53628.1067080542,411.8574633750001,54039.9641714292
2025-08-11,52453.19539064825,3100.2880505730927,55553.483441221346
2025-08-12,55704.409572320044,1568.295838152594,57272.70541047264
2025-08-13,53638.488313458445,1602.6574288731674,55241.14574233161
2025-08-14,53991.84441476536,1633.8349143606144,55625.679329125975
2025-08-15,22955.303362358412,0.0,22955.303362358412
2025-08-16,23857.6702307422,937.7214984990073,24795.391729241204
2025-08-17,52231.8461008213,1759.1495573966663,53990.995658217966
2025-08-18,52923.21357605564,1540.3101013111695,54463.52367736681
2025-08-19,51651.178231072,1557.8440464801683,53209.02227755217
2025-08-20,58443.335509113705,1954.219667688335,60397.55517680204
2025-08-21,52904.307172766996,408.624808375002,53312.931981142
2025-08-22,23637.87412475,762.5777936635624,24400.451918413564
2025-08-23,22976.3079846447,0.0,22976.3079846447
2025-08-24,53219.4206860641,137.35020649000012,53356.7708925541
2025-08-25,60899.4275527921,930.8779378533344,61830.305490645434
2025-08-26,52952.6201959367,283.2076054513336,53235.82780138803
2025-08-27,56209.3939967939,395.5678780616671,56604.961874855566
2025-08-28,58096.99033372585,1958.3957786256633,60055.386112351516
2025-08-29,23535.98779467415,0.0,23535.98779467415
2025-08-30,23296.059613218797,0.0,23296.059613218797
2025-08-31,53819.2655904038,724.7328879106674,54543.99847831446
2025-09-01,45884.62450963325,0.0,45884.62450963325
2025-09-02,42086.19501452988,194.93898371000068,42281.133998239886
2025-09-03,45869.3317302316,0.0,45869.3317302316
2025-09-04,44357.66433253929,255.4520876059899,44613.11642014528
2025-09-05,17589.7905453107,0.0,17589.7905453107
2025-09-06,17845.779811455548,0.0,17845.779811455548
2025-09-07,42338.435594760595,0.0,42338.435594760595
2025-09-08,42907.08240525491,0.0,42907.08240525491
2025-09-09,40346.96344772989,15.661369150000068,40362.62481687989
2025-09-10,45483.02667931847,358.3241393800223,45841.35081869849
2025-09-11,40067.23587185651,0.0,40067.23587185651
2025-09-12,15799.827410465561,0.0,15799.827410465561
2025-09-13,14998.853146609294,0.0,14998.853146609294
2025-09-14,44212.3614719822,213.0513779059028,44425.412849888104
2025-09-15,40594.82238748815,2561.455231154586,43156.277618642736
2025-09-16,45187.1104786766,55.52179820000045,45242.632276876604
2025-09-17,42997.9430989253,38.19542291666694,43036.13852184197
2025-09-18,43538.61193614319,1122.2201118478044,44660.832047990996
2025-09-19,15696.257669919949,0.0,15696.257669919949
2025-09-20,15435.43269145098,37.79849000389843,15473.23118145488
2025-09-21,43240.268618257745,1331.1156213977224,44571.38423965547
2025-09-22,45719.65176526687,100.3810549390341,45820.0328202059
2025-09-23,44790.339741857686,1635.2247804903927,46425.56452234808
2025-09-24,44573.4412448411,0.0,44573.4412448411
2025-09-25,45846.16199991295,206.33330995475885,46052.49530986771
2025-09-26,14258.346954501747,109.74315810479024,14368.090112606536
2025-09-27,16130.46148942412,1420.5445662684133,17551.006055692535
2025-09-28,47768.5696221677,40.07191416666671,47808.64153633436
2025-09-29,45569.64801015585,2671.7251898843792,48241.37320004023
2025-09-30,48754.4967949452,209.13543670000087,48963.6322316452
2025-10-01,38920.397285316445,0.0,38920.397285316445
2025-10-02,40630.16056742762,0.0,40630.16056742762
2025-10-03,12640.5880339006,0.0,12640.5880339006
2025-10-04,14048.889629197402,0.0,14048.889629197402
2025-10-05,40953.88332255162,0.0,40953.88332255162
2025-10-06,41033.867609273715,0.0,41033.867609273715
2025-10-07,41474.5162483475,0.0,41474.5162483475
2025-10-08,37244.0189557163,3178.0679106862617,40422.08686640256
2025-10-09,40435.771881886736,4061.2357511576074,44497.00763304434
2025-10-10,12901.32325437685,201.660645744188,13102.983900121038
2025-10-11,13001.4676045755,1259.297832119154,14260.765436694655
2025-10-12,40038.177472455354,1785.2122521767935,41823.38972463215
2025-10-13,41972.5275828925,413.90426562194773,42386.43184851445
2025-10-14,42405.6432093841,2020.11205544311,44425.75526482721
2025-10-15,43076.74039370605,503.437326130649,43580.1777198367
2025-10-16,44174.133057404164,324.89991150154606,44499.03296890571
2025-10-17,13107.119826987831,1355.5298593833786,14462.64968637121
2025-10-18,13603.47031098605,0.0,13603.47031098605
2025-10-19,45271.82200197962,618.4301306000623,45890.252132579684
2025-10-20,45461.151936912094,677.2667043456672,46138.41864125776
2025-10-21,47110.11702788,0.0,47110.11702788
2025-10-22,45928.6228098347,1829.667733990864,47758.29054382556
2025-10-23,47752.986660532246,731.959527176241,48484.94618770848
2025-10-24,13698.2543442483,1279.1555080956987,14977.409852343999
2025-10-25,13391.1600561739,1597.7672566972276,14988.927312871127
2025-10-26,47524.6673592012,0.0,47524.6673592012
2025-10-27,46638.16408599712,103.66090000000031,46741.824985997126
2025-10-28,47427.80385460952,870.1445610419592,48297.94841565148
2025-10-29,49600.497934855164,392.5581046186652,49993.05603947383
2025-10-30,46984.32891709218,869.1680878551581,47853.497004947334
2025-10-31,14485.54267847695,0.0,14485.54267847695
2025-11-01,14132.875370701151,0.0,14132.875370701151
2025-11-02,50015.15081468172,1819.6430120508312,51834.79382673255
2025-11-03,50689.28743783218,0.0,50689.28743783218
2025-11-04,48210.8809834049,1741.342823024281,49952.22380642918
2025-11-05,52208.54835357642,755.2669467591506,52963.81530033557
2025-11-06,53758.509011312126,0.0,53758.509011312126
2025-11-07,14609.98582516055,0.0,14609.98582516055
2025-11-08,14298.9549735847,0.0,14298.9549735847
2025-11-09,51794.99723083315,0.0,51794.99723083315
2025-11-10,55355.78983306855,1108.1495090721742,56463.93934214072
2025-11-11,53018.14623713899,0.0,53018.14623713899
2025-11-12,52603.35863822906,829.7322670738355,53433.090905302895
2025-11-13,54515.83831199824,333.93956430981075,54849.77787630805
2025-11-14,14507.9485370581,99.92439558173432,14607.872932639835
2025-11-15,15496.078296756641,0.0,15496.078296756641
2025-11-16,56168.51329700525,0.0,56168.51329700525
2025-11-17,55386.863849744346,0.0,55386.863849744346
2025-11-18,55304.36240735454,0.0,55304.36240735454
2025-11-19,59328.763908964596,7.02818250000053,59335.792091464595
2025-11-20,55787.93553076351,0.0,55787.93553076351
2025-11-21,16034.47753304925,0.0,16034.47753304925
2025-11-22,16505.02142682522,0.0,16505.02142682522
2025-11-23,56684.995767458124,730.8161777288625,57415.811945186986
2025-11-24,54043.845421415346,942.4237896555875,54986.26921107093
2025-11-25,59123.89209201283,280.82763695360313,59404.71972896643
2025-11-26,58270.135672384546,177.73418883333318,58447.86986121788
2025-11-27,57217.1835201693,218.86103799999103,57436.04455816929
2025-11-28,15311.976567115398,1150.8618466585299,16462.838413773927
2025-11-29,17984.344564168103,0.0,17984.344564168103
2025-11-30,61416.030012835996,570.8679495318293,61986.897962367824
2025-12-01,74783.1643248014,8962.527197877716,83745.69152267912
2025-12-02,77440.92108898623,7729.8125340907845,85170.73362307702
2025-12-03,80242.5441687841,385.95979921287534,80628.50396799696
2025-12-04,75778.99576333928,6502.776398366525,82281.7721617058
2025-12-05,24343.967688728797,2517.8848946924795,26861.852583421278
2025-12-06,26558.58368950355,0.0,26558.58368950355
2025-12-07,75172.34642196585,3795.4864060422133,78967.83282800806
2025-12-08,72494.6788832927,1820.051247922826,74314.73013121552
2025-12-09,71539.908992838,1989.482278859079,73529.39127169708
2025-12-10,71202.5939543601,1698.377334200573,72900.97128856067
2025-12-11,70559.05809496404,1717.4425502628044,72276.50064522684
2025-12-12,22518.0379526064,904.8419035159557,23422.879856122356
2025-12-13,23200.65807468965,692.2601946570245,23892.918269346676
2025-12-14,71736.87125313509,3702.1822696614095,75439.0535227965
2025-12-15,73367.30380843101,266.2510772086285,73633.55488563963
2025-12-16,73012.12898477355,0.0,73012.12898477355
2025-12-17,72430.83522446294,561.4369729347336,72992.27219739767
2025-12-18,69655.03098723474,0.0,69655.03098723474
2025-12-19,22436.00296979896,1046.765685219056,23482.768655018015
2025-12-20,22450.89701047961,169.20294342130464,22620.099953900914
2025-12-21,73238.84409512556,1320.7850522319868,74559.62914735755
2025-12-22,71469.1456942864,2034.3676117420002,73503.5133060284
2025-12-23,72249.27268740255,220.00277628744672,72469.27546369
2025-12-24,71306.12329203851,2134.483366800348,73440.60665883885
2025-12-25,70522.93777830155,3725.2053678369803,74248.14314613854
2025-12-26,22569.8445510058,0.0,22569.8445510058
2025-12-27,21808.3834326248,0.0,21808.3834326248
2025-12-28,69924.36919589413,426.1003533630463,70350.46954925718
2025-12-29,69860.0571422824,479.5279688788542,70339.58511116126
2025-12-30,69005.23428419963,1630.654444725443,70635.88872892507
2025-12-31,71530.92740451651,994.3984921329322,72525.32589664945
