date,cost_plan_adj,cost_emg,cost_total
2025-03-09,44752.79707307895,0.0,44752.79707307895
2025-03-10,49709.514330963444,0.0,49709.514330963444
2025-03-11,46412.023335307145,231.5555843151809,46643.57891962233
2025-03-12,44004.72029267545,0.0,44004.72029267545
2025-03-13,48680.93066727791,88.10336599622478,48769.03403327414
2025-03-14,13133.55982766029,0.0,13133.55982766029
2025-03-15,12926.633119343449,134.7446280319966,13061.377747375445
2025-03-16,45518.8137784225,8.081100000000493,45526.8948784225
2025-03-17,40894.12082266383,275.67518893665624,41169.79601160048
2025-03-18,43218.25096401815,0.0,43218.25096401815
2025-03-19,42216.2601622085,0.0,42216.2601622085
2025-03-20,42919.5902088839,1351.6194914019006,44271.2097002858
2025-03-21,12455.421888423123,0.0,12455.421888423123
2025-03-22,12816.352347258751,0.0,12816.352347258751
2025-03-23,41044.863367253594,239.9548204818084,41284.8181877354
2025-03-24,40676.6444066888,340.10546419616276,41016.74987088496
2025-03-25,42845.5088201067,0.0,42845.5088201067
2025-03-26,38921.5581654381,0.0,38921.5581654381
2025-03-27,39597.56336295,473.9083504416337,40071.471713391635
2025-03-28,11802.669725936199,0.0,11802.669725936199
2025-03-29,11792.534396116565,0.0,11792.534396116565
2025-03-30,37791.7826953796,0.0,37791.7826953796
2025-03-31,38967.470968375,0.0,38967.470968375
2025-04-01,42322.043997471046,0.0,42322.043997471046
2025-04-02,41206.6950955838,196.90997603305973,41403.605071616854
2025-04-03,39562.8233163648,220.71808070665801,39783.54139707146
2025-04-04,10755.5145274936,0.0,10755.5145274936
2025-04-05,11622.48123848005,0.0,11622.48123848005
2025-04-06,37303.63071744915,1259.598418732056,38563.22913618121
2025-04-07,35688.01867425897,1.9862795838623195,35690.004953842836
2025-04-08,37509.121266291,1323.9555664749726,38833.07683276597
2025-04-09,39500.6749673241,203.3365303221522,39704.01149764625
2025-04-10,37627.7602264056,989.3101665553531,38617.07039296095
2025-04-11,11049.36114581674,0.0,11049.36114581674
2025-04-12,10920.80925383825,0.0,10920.80925383825
2025-04-13,36379.93140535707,0.0,36379.93140535707
2025-04-14,36427.6784595423,766.0652700537111,37193.74372959601
2025-04-15,33826.7686325605,261.8384676563313,34088.60710021683
2025-04-16,37680.83757753702,0.0,37680.83757753702
2025-04-17,35427.3687467801,248.10371288001977,35675.472459660115
2025-04-18,10398.3573375583,0.0,10398.3573375583
2025-04-19,10537.61899182075,0.0,10537.61899182075
2025-04-20,35143.7367722284,631.0552646488488,35774.792036877254
2025-04-21,33474.070786993085,0.0,33474.070786993085
2025-04-22,35175.667312190446,0.0,35175.667312190446
2025-04-23,35367.07184873773,0.0,35367.07184873773
2025-04-24,32327.04310057329,0.0,32327.04310057329
2025-04-25,9703.325218730339,370.3547540487603,10073.679972779099
2025-04-26,10204.92591994415,393.2631992968926,10598.189119241042
2025-04-27,33564.1766049426,1100.6503972800604,34664.827002222664
2025-04-28,38745.132297381504,79.59246103033468,38824.72475841184
2025-04-29,32335.729583479002,951.1192083583874,33286.84879183739
2025-04-30,30859.2009320841,2646.2017092886185,33505.40264137272
2025-05-01,35177.46109354958,8451.354399317308,43628.81549286689
2025-05-02,12132.769777342055,5014.340715467268,17147.110492809323
2025-05-03,11226.077785192,6571.631044806665,17797.708829998664
2025-05-04,35769.26637645801,7283.400251264113,43052.66662772212
2025-05-05,37374.425034105894,6397.696039123274,43772.121073229166
2025-05-06,37481.806641364004,5800.748938523318,43282.555579887325
2025-05-07,38452.373157244554,5936.818359093406,44389.19151633796
2025-05-08,39247.052461666084,0.0,39247.052461666084
2025-05-09,12333.91179571865,0.0,12333.91179571865
2025-05-10,12675.49105980121,0.0,12675.49105980121
2025-05-11,37935.44879083575,530.5786003729365,38466.027391208685
2025-05-12,37749.34940633811,0.0,37749.34940633811
2025-05-13,37946.68574184057,0.0,37946.68574184057
2025-05-14,36937.577907261235,0.0,36937.577907261235
2025-05-15,37475.8302459181,0.0,37475.8302459181
2025-05-16,11649.565739937849,0.0,11649.565739937849
2025-05-17,12611.081011351831,0.0,12611.081011351831
2025-05-18,38157.932783787495,0.0,38157.932783787495
2025-05-19,34894.67846102359,83.24669916666653,34977.92516019026
2025-05-20,36341.76006248901,0.0,36341.76006248901
2025-05-21,36868.98777947255,0.0,36868.98777947255
2025-05-22,34786.9667637444,0.0,34786.9667637444
2025-05-23,12467.569211209495,0.0,12467.569211209495
2025-05-24,12032.737181788241,0.0,12032.737181788241
2025-05-25,35194.15200984807,0.0,35194.15200984807
2025-05-26,38425.12992058685,0.0,38425.12992058685
2025-05-27,35321.18647093641,1819.0377466674709,37140.22421760388
2025-05-28,36853.3118201996,0.0,36853.3118201996
2025-05-29,38428.52765766169,119.80442173333444,38548.332079395026
2025-05-30,12102.61290541285,0.0,12102.61290541285
2025-05-31,11964.460490710651,0.0,11964.460490710651
2025-06-01,57241.87725359695,4724.069892687684,61965.947146284634
2025-06-02,54833.558840981,3353.4428908249324,58187.00173180593
2025-06-03,54219.16835626286,3749.985443794341,57969.1538000572
2025-06-04,53473.803242685375,4211.094183832836,57684.89742651821
2025-06-05,55452.96538467215,4362.3953260556655,59815.360710727815
2025-06-06,20638.04212062955,6502.855334807071,27140.89745543662
2025-06-07,19964.021943856642,3780.752550965557,23744.7744948222
2025-06-08,50502.741943806286,0.0,50502.741943806286
2025-06-09,55400.21263354755,636.4445833308339,56036.65721687838
2025-06-10,55380.195536871455,569.7996676516668,55949.99520452312
2025-06-11,57086.71768784579,4944.597020393476,62031.31470823927
2025-06-12,55225.7284572026,0.0,55225.7284572026
2025-06-13,18651.35339560033,0.0,18651.35339560033
2025-06-14,19194.171975905556,0.0,19194.171975905556
2025-06-15,54933.52735604645,576.7996364284847,55510.32699247493
2025-06-16,54829.29808388832,1664.6425777291674,56493.94066161749
2025-06-17,56481.35128196975,208.60659827233482,56689.95788024209
2025-06-18,55254.01883487355,389.5788697838349,55643.59770465738
2025-06-19,55341.295280508,756.0344016544934,56097.32968216249
2025-06-20,18295.234216164397,0.0,18295.234216164397
2025-06-21,18058.75373944825,0.0,18058.75373944825
2025-06-22,51195.13919230266,92.53577483399988,51287.67496713666
2025-06-23,49759.24373337005,22.34261845500024,49781.58635182505
2025-06-24,59263.03580911855,43.79892485799966,59306.834733976546
2025-06-25,53072.9123934917,232.6447709506682,53305.55716444237
2025-06-26,49942.896553196115,481.1941860755023,50424.09073927162
2025-06-27,17071.752615371493,0.0,17071.752615371493
2025-06-28,16921.55309702305,0.0,16921.55309702305
2025-06-29,53750.81901283265,0.0,53750.81901283265
2025-06-30,51167.91625429728,213.16410251166624,51381.08035680895
2025-07-01,71102.8698436768,200.19936525166696,71303.06920892847
2025-07-02,64548.64135911134,1770.476405128585,66319.11776423993
2025-07-03,72851.76438328496,2769.7935351558244,75621.55791844078
2025-07-04,26009.8217526847,8119.227443012915,34129.04919569762
2025-07-05,26742.099235930807,6977.960768390124,33720.060004320934
2025-07-06,72602.80381958574,2179.033220136272,74781.83703972201
2025-07-07,64094.35919026629,1456.8205932616643,65551.17978352796
2025-07-08,63602.646921044,950.6428927600002,64553.289813804
2025-07-09,62130.46208039405,172.85835718666624,62303.32043758072
2025-07-10,59984.33555358551,733.4784536499991,60717.81400723551
2025-07-11,26369.265081090045,0.0,26369.265081090045
2025-07-12,25971.2514341024,0.0,25971.2514341024
2025-07-13,60420.08508987099,479.01105442500017,60899.09614429599
2025-07-14,59558.507067414,688.8473815338225,60247.35444894782
2025-07-15,61537.283924155505,0.0,61537.283924155505
2025-07-16,60075.86231004901,1162.166116751667,61238.02842680067
2025-07-17,59662.3355076968,292.1710317633348,59954.50653946013
2025-07-18,25523.082264681514,0.0,25523.082264681514
2025-07-19,25565.64914499735,0.0,25565.64914499735
2025-07-20,59787.620637827094,202.50400278166836,59990.12464060876
2025-07-21,62866.2881230978,613.2202121066689,63479.50833520447
2025-07-22,61033.35004505365,942.2205196766661,61975.57056473032
2025-07-23,63667.149403985,690.9347736033355,64358.08417758834
2025-07-24,63935.79448852015,123.51525133333388,64059.30973985348
2025-07-25,23851.085940105168,37.04571531340675,23888.131655418576
2025-07-26,24825.542350817515,0.0,24825.542350817515
2025-07-27,60620.26224941195,448.54384695550215,61068.80609636745
2025-07-28,62498.844947080644,137.2510561016678,62636.09600318231
2025-07-29,62166.9131916636,1420.2014621623362,63587.11465382594
2025-07-30,63296.798825345046,0.0,63296.798825345046
2025-07-31,59690.24007750645,2769.963315474832,62460.20339298128
2025-08-01,24008.8309121055,0.0,24008.8309121055
2025-08-02,23087.9856556018,373.0393788661305,23461.02503446793
2025-08-03,49569.307122760605,2372.1887337379976,51941.4958564986
2025-08-04,55371.645612852,142.68552957500012,55514.331142427
2025-08-05,51762.27110673266,430.63184847666884,52192.90295520933
2025-08-06,56305.9664443005,193.094575186329,56499.06101948683
2025-08-07,55215.3551607724,234.3074106605019,55449.662571432906
2025-08-08,22216.9642142681,0.0,22216.9642142681
2025-08-09,22322.6588331194,49.52815298009983,22372.1869860995
2025-08-10,53310.4326423462,411.8574633750001,53722.2901057212
2025-08-11,52136.08716130124,3071.235238193087,55207.322399494326
2025-08-12,55601.984704790804,1435.8892275791875,57037.87393236999
2025-08-13,53662.15015940035,1251.0367270798336,54913.18688648018
2025-08-14,53554.948138883155,1571.1077506085626,55126.05588949172
2025-08-15,22886.284173990163,286.5457401327922,23172.829914122955
2025-08-16,23721.87422127115,573.255707193129,24295.12992846428
2025-08-17,52277.82667186779,1759.1495573966663,54036.97622926446
2025-08-18,52650.6991711462,1476.082646661669,54126.781817807874
2025-08-19,51441.547027304645,1315.4719753640034,52757.01900266865
2025-08-20,58207.8541319237,1563.1618848116682,59771.01601673537
2025-08-21,52883.479965551,406.16444455000317,53289.644410101006
2025-08-22,23520.9284474228,577.8878264569296,24098.81627387973
2025-08-23,22728.0893987007,0.0,22728.0893987007
2025-08-24,53294.231869014824,137.35020649000012,53431.582075504826
2025-08-25,60647.286185931596,967.1435980433341,61614.42978397493
2025-08-26,53053.3607110307,283.2076054513336,53336.56831648203
2025-08-27,56315.8015354565,270.9236703139995,56586.7252057705
2025-08-28,57810.1110668622,1240.6981731381825,59050.80924000038
2025-08-29,23643.85990923615,0.0,23643.85990923615
2025-08-30,23455.127019410793,0.0,23455.127019410793
2025-08-31,53738.352746025696,829.641710469735,54567.99445649543
2025-09-01,45781.73090015976,0.0,45781.73090015976
2025-09-02,42091.33850536238,1278.5423144958368,43369.88081985821
2025-09-03,45430.78949271455,0.0,45430.78949271455
2025-09-04,44431.130444584065,250.68876719999008,44681.81921178405
2025-09-05,17595.437060769098,0.0,17595.437060769098
2025-09-06,18043.66219915975,0.0,18043.66219915975
2025-09-07,42398.03278528565,0.0,42398.03278528565
2025-09-08,42908.60833138641,0.0,42908.60833138641
2025-09-09,40397.78765273304,48.40012487854262,40446.18777761158
2025-09-10,45316.73647685162,382.2830659124028,45699.01954276402
2025-09-11,39990.79888646251,0.0,39990.79888646251
2025-09-12,15872.813044870609,0.0,15872.813044870609
2025-09-13,15140.213171642394,0.0,15140.213171642394
2025-09-14,44087.7049270513,221.31672535553471,44309.02165240684
2025-09-15,40724.952303798054,1603.5259730491314,42328.478276847185
2025-09-16,45242.58959126412,55.52179820000045,45298.111389464124
2025-09-17,42853.5922575588,38.19542291666694,42891.78768047546
2025-09-18,43700.781958600695,1036.0448135813888,44736.82677218208
2025-09-19,15543.75230524381,0.0,15543.75230524381
2025-09-20,15556.854181598279,40.65783284759953,15597.512014445878
2025-09-21,42984.32848923856,521.4557828336686,43505.78427207223
2025-09-22,45665.12136229643,100.3810549390341,45765.50241723546
2025-09-23,44751.51671693109,1641.0839814356914,46392.600698366776
2025-09-24,44716.40959174495,0.0,44716.40959174495
2025-09-25,45813.04446173725,217.35929008333375,46030.40375182058
2025-09-26,14391.729492838149,100.13045682859047,14491.85994966674
2025-09-27,16202.071195524,1377.0984312119379,17579.169626735937
2025-09-28,47714.21471693528,0.0,47714.21471693528
2025-09-29,45601.3934641604,2628.1879008378137,48229.581364998216
2025-09-30,48866.61920574295,0.0,48866.61920574295
2025-10-01,39105.19552625416,0.0,39105.19552625416
2025-10-02,40626.32268064797,0.0,40626.32268064797
2025-10-03,12513.7087918383,0.0,12513.7087918383
2025-10-04,14009.786952515,0.0,14009.786952515
2025-10-05,41131.07628963267,0.0,41131.07628963267
2025-10-06,41241.72756554122,0.0,41241.72756554122
2025-10-07,41487.5555861909,0.0,41487.5555861909
2025-10-08,37221.9853129508,3186.396932085919,40408.382245036715
2025-10-09,40412.45130274674,4069.1116962433894,44481.56299899013
2025-10-10,13096.301328369751,147.62380542545492,13243.925133795206
2025-10-11,13082.383144060299,1259.297832119154,14341.680976179454
2025-10-12,40330.8103496996,1832.2374895451346,42163.04783924473
2025-10-13,41813.1704057773,390.23234547485333,42203.40275125216
2025-10-14,42827.180112501606,2148.146605868323,44975.32671836993
2025-10-15,43028.876279438504,493.6426469262728,43522.51892636478
2025-10-16,44164.58443341317,339.6742924255187,44504.258725838685
2025-10-17,13196.47596665183,1358.1773562842852,14554.653322936114
2025-10-18,13472.61542219725,0.0,13472.61542219725
2025-10-19,45142.56200967143,616.6855218511694,45759.2475315226
2025-10-20,45440.5236869829,666.6007226084148,46107.12440959131
2025-10-21,47155.15255026386,0.0,47155.15255026386
2025-10-22,45920.15559275055,1880.2579617751774,47800.41355452572
2025-10-23,47838.43714823103,731.9595302707377,48570.39667850177
2025-10-24,13803.6460031343,1289.3915104380822,15093.03751357238
2025-10-25,13489.09295905099,1597.7672566972276,15086.860215748216
2025-10-26,47661.07174766849,0.0,47661.07174766849
2025-10-27,46840.02132325087,103.66090000000031,46943.68222325087
2025-10-28,47421.29409503216,869.9856873262053,48291.27978235836
2025-10-29,49527.670382484364,265.8968536476614,49793.567236132025
2025-10-30,46716.021557297005,672.8177229642032,47388.83928026121
2025-10-31,14509.91324533345,0.0,14509.91324533345
2025-11-01,14107.78911993815,0.0,14107.78911993815
2025-11-02,50071.54116789195,1819.2288798333225,51890.77004772527
2025-11-03,50942.4678384687,0.0,50942.4678384687
2025-11-04,48420.5215814591,1748.0760896632885,50168.597671122385
2025-11-05,52189.55282449042,785.5503633191527,52975.103187809575
2025-11-06,53461.97217102141,971.1269412095556,54433.099112230964
2025-11-07,14699.513872841551,0.0,14699.513872841551
2025-11-08,14384.563187562198,0.0,14384.563187562198
2025-11-09,52035.1206466222,0.0,52035.1206466222
2025-11-10,55720.617120731695,1119.940467806976,56840.55758853867
2025-11-11,53188.06585736155,510.83821920015725,53698.90407656171
2025-11-12,52334.51307423321,790.664009651008,53125.17708388422
2025-11-13,54537.0448491363,174.9645705779502,54712.009419714246
2025-11-14,14524.563981066098,99.92439558173432,14624.488376647832
2025-11-15,15415.51438171964,0.0,15415.51438171964
2025-11-16,56364.1793341285,0.0,56364.1793341285
2025-11-17,55402.992584991254,0.0,55402.992584991254
2025-11-18,55352.29665828074,0.0,55352.29665828074
2025-11-19,59308.98564360275,0.0,59308.98564360275
2025-11-20,55477.023285456125,0.0,55477.023285456125
2025-11-21,16360.34210324915,0.0,16360.34210324915
2025-11-22,16138.69255417672,0.0,16138.69255417672
2025-11-23,57120.77535779512,740.744833797388,57861.52019159251
2025-11-24,54209.36557048913,932.1445820720821,55141.51015256121
2025-11-25,59030.92589517192,271.7396958797244,59302.66559105164
2025-11-26,58339.61816430756,177.73418883333318,58517.352353140894
2025-11-27,57185.27117606715,0.0,57185.27117606715
2025-11-28,15393.0282100469,1150.8618466585299,16543.89005670543
2025-11-29,17928.916986487202,0.0,17928.916986487202
2025-11-30,61427.79679530101,32.518006583334305,61460.31480188434
2025-12-01,76098.668836706,7312.506142973113,83411.17497967911
2025-12-02,78532.26091650043,7538.051852687511,86070.31276918793
2025-12-03,81636.56209378187,314.34512774421006,81950.90722152608
2025-12-04,76717.93841621272,5989.489290308769,82707.4277065215
2025-12-05,24411.28022645005,2517.8849309844804,26929.16515743453
2025-12-06,26974.02462948725,0.0,26974.02462948725
2025-12-07,76392.82022509945,3102.7905976312795,79495.61082273073
2025-12-08,72496.0202816867,1835.4315107812033,74331.4517924679
2025-12-09,71501.7634371287,1989.4823282903003,73491.245765419
2025-12-10,71359.89704960957,1835.5170300955701,73195.41407970514
2025-12-11,70401.11988299475,1744.5519977661272,72145.67188076088
2025-12-12,22669.05995356105,904.8419789164595,23573.901932477507
2025-12-13,23035.4781619233,692.2601946570245,23727.738356580325
2025-12-14,72130.7994932416,2822.6509281627436,74953.45042140434
2025-12-15,73313.1237951575,77.72743382480101,73390.8512289823
2025-12-16,73046.9830221177,0.0,73046.9830221177
2025-12-17,72466.2996488916,566.4536406370876,73032.75328952869
2025-12-18,69521.59848941394,0.0,69521.59848941394
2025-12-19,22623.283405662398,926.0477681946661,23549.331173857063
2025-12-20,22640.6786990515,212.67465361126136,22853.35335266276
2025-12-21,73321.31036978775,1259.9702692769897,74581.28063906475
2025-12-22,71513.2246511319,2034.3676117420002,73547.59226287389
2025-12-23,72339.92333142254,226.8981589951356,72566.82149041767
2025-12-24,71361.24935399645,1788.7244469266393,73149.9738009231
2025-12-25,70373.20848198346,3552.417427315794,73925.62590929925
2025-12-26,22590.545011512702,0.0,22590.545011512702
2025-12-27,21638.7463744673,0.0,21638.7463744673
2025-12-28,69780.2934434955,426.1003533630383,70206.39379685854
2025-12-29,69700.36365758048,508.89556096885406,70209.25921854934
2025-12-30,68914.26443572312,1917.1170949768093,70831.38153069993
2025-12-31,71312.49550011875,1093.4958433011955,72405.99134341994
