date,plan_kwh,emg_kwh,total_kwh,cost_plan,cost_emg,cost_total,charge_kwh,dischg_kwh,dump_kwh,E0,E144,E_min,E_max,emg_segments,emg_events,load_kwh,pv_kwh,params,rule
2025-02-12,84116.360924,0.0,84116.360924,52543.437712,0.0,52543.437712,22476.052497,18204.12028,4577.692574,1539.13562,1540.782556,1324.927797,10800.0,0,0,121363.852883,46097.11675,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-13,83577.858564,0.0,83577.858564,52298.55809,0.0,52298.55809,19953.664021,16091.158129,8385.873655,1540.782556,1620.015588,1290.261263,10800.0,0,0,121310.283717,49980.8047,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-14,36596.363355,0.0,36596.363355,19095.408677,0.0,19095.408677,18468.890952,15015.157533,3340.828119,1620.015588,1558.509075,1296.517897,10800.0,0,0,75872.63795,46070.836133,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-15,35859.149102,42.881239,35902.030341,18677.04089,131.048688,18808.089577,18085.59075,14942.803533,3479.152024,1558.509075,1232.425714,1200.0,10800.0,5,3,76054.55225,46774.46115,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-16,80665.256156,280.433866,80945.690023,49987.93574,1385.06584,51373.001579,23504.158749,18959.654851,1023.807025,1232.425714,1319.88542,1200.0,10800.0,6,4,121276.977283,45899.598183,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-17,80564.177003,17.363678,80581.540681,49827.019023,121.12902,49948.148044,20860.984987,16855.742373,5392.434901,1319.88542,1366.169271,1200.0,10800.0,1,1,120960.372817,49776.50965,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-18,79614.089699,26.662533,79640.752232,49201.086901,121.301194,49322.388095,22276.345761,17816.537442,3089.55613,1366.169271,1618.727743,1309.517865,10800.0,1,1,121331.271233,49239.88345,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-19,78874.911194,233.343966,79108.255159,48754.976353,795.102381,49550.078735,23277.982942,19232.021151,2182.965985,1618.727743,1200.0,1200.0,10800.0,14,7,121866.794117,48987.466733,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-20,78944.662924,27.093561,78971.756485,48676.769452,126.906241,48803.675693,22579.155091,18032.317518,3431.785178,1200.0,1485.331229,1200.0,10800.0,1,1,121105.257033,50112.1233,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-21,35009.195249,0.0,35009.195249,18201.654212,0.0,18201.654212,17955.199986,14524.073775,6017.807004,1485.331229,1507.151467,1485.331229,10800.0,0,0,75802.002033,50241.74,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-22,34639.357295,0.0,34639.357295,18001.825064,0.0,18001.825064,17887.776458,14565.450956,3472.268911,1507.151467,1422.315883,1252.958357,10800.0,0,0,75682.242267,47837.479383,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-23,77562.836218,11.259382,77574.0956,47810.620746,52.738946,47863.359692,22865.577489,18610.949594,1787.614022,1422.315883,1322.502741,1243.331168,10800.0,1,1,121142.140933,49610.28725,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-24,77063.573681,151.59456,77215.168241,47340.852914,854.737554,48195.590468,21304.858658,17184.251719,4891.527686,1322.502741,1403.262511,1200.0,10800.0,5,2,120628.98855,52425.954933,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-25,76489.958873,45.802463,76535.761336,47041.589175,203.516585,47245.105761,20546.515348,16750.261778,6918.184533,1403.262511,1283.724348,1267.189555,10800.0,2,2,121093.332883,55272.00965,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-26,75374.108881,88.839185,75462.948066,46262.182623,612.781533,46874.964156,22339.282151,17831.95937,2140.777252,1283.724348,1575.790095,1200.0,10800.0,2,1,121060.734117,52245.886083,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-27,74277.865961,569.811673,74847.677634,45530.626674,2832.487906,48363.11458,22932.456769,18600.533675,3559.170341,1575.790095,1547.741548,1249.099906,10800.0,9,2,120599.488933,53642.904733,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-02-28,33701.003036,0.0,33701.003036,17422.691183,0.0,17422.691183,17399.199442,14102.177181,7111.387226,1547.741548,1537.935289,1370.490294,10800.0,0,0,75385.10795,52092.5144,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-01,33562.109132,0.0,33562.109132,17413.15633,0.0,17413.15633,16480.738814,13415.707163,6838.311548,1537.935289,1464.258929,1281.115367,10800.0,0,0,72244.16015,48585.394217,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-02,74301.414863,3130.262025,77431.676887,45560.36825,16224.916951,61785.285201,20871.071632,17012.595045,1214.893234,1464.258929,1345.340014,1200.0,10800.0,40,7,117860.417083,45502.110017,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-03,75711.098297,1681.677935,77392.776232,46428.834805,8858.961992,55287.796797,23396.05861,18962.207551,941.77854,1345.340014,1332.673262,1200.0,10800.0,29,3,117958.7456,45941.598967,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-04,77489.581326,0.0,77489.581326,47726.058746,0.0,47726.058746,21924.186425,17701.712829,4067.649797,1332.673262,1395.871234,1332.673262,10800.0,0,0,118139.024983,48939.56705,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-05,78011.545465,0.0,78011.545465,48016.073754,0.0,48016.073754,20213.145025,16279.350855,7947.279278,1395.871234,1499.534141,1249.946898,10800.0,0,0,118073.443833,51942.971817,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-06,76883.043778,0.0,76883.043778,47433.113623,0.0,47433.113623,20136.442801,16362.549165,7168.496009,1499.534141,1441.722478,1408.911512,10800.0,0,0,117673.59855,51732.944417,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-07,33348.23302,0.0,33348.23302,17284.566347,0.0,17284.566347,15868.67502,12594.926759,9152.199226,1441.722478,1729.16693,1441.722478,10800.0,0,0,71680.36145,50758.075917,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-08,31713.793645,0.0,31713.793645,16632.19716,0.0,16632.19716,15802.79755,12775.707251,9623.563829,1729.16693,1756.454447,1560.703055,10800.0,0,0,72344.711583,53281.572067,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-09,73437.544035,0.0,73437.544035,45023.637255,0.0,45023.637255,21025.361612,17201.471191,6280.128564,1756.454447,1566.53413,1313.36683,10800.0,0,0,117692.9865,54359.46145,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-10,72126.795435,151.044876,72277.840311,44115.581691,1028.843714,45144.425404,21811.852644,17761.399779,185.315996,1566.53413,1462.312867,1200.0,10800.0,5,1,117943.064367,49900.992917,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-11,72789.185457,56.394906,72845.580363,44285.216354,385.69571,44670.912064,20691.725428,16605.643619,4820.579754,1462.312867,1634.15062,1200.0,10800.0,3,1,117499.55295,53560.63415,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-12,72006.192144,0.0,72006.192144,43904.651827,0.0,43904.651827,20141.184171,16556.364949,5985.838239,1634.15062,1365.25532,1228.986867,10800.0,0,0,118112.236833,55676.70215,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-13,71110.945429,1130.517205,72241.462634,43216.800601,6188.363669,49405.16427,21531.190953,17389.434223,554.087888,1365.25532,1421.733596,1200.0,10800.0,19,4,118237.27705,50691.659033,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-14,30922.756764,0.0,30922.756764,16087.529116,0.0,16087.529116,15893.412584,12526.748135,11526.666331,1421.733596,1807.195883,1318.74075,10800.0,0,0,72108.86895,56079.442967,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-15,30375.836078,21.72186,30397.557939,15855.292995,87.374161,15942.667157,15186.369292,12788.040708,7075.104205,1807.195883,1265.994125,1200.0,10800.0,2,1,72724.981783,51800.856633,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-16,70887.71861,317.134225,71204.852836,42974.58267,1713.646452,44688.229122,21311.899778,16787.605772,3329.511896,1265.994125,1793.808624,1265.994125,10800.0,7,2,117983.215983,54632.16905,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-17,70107.361151,0.0,70107.361151,42495.068668,0.0,42495.068668,19492.92792,15639.280325,8395.582123,1793.808624,1960.465613,1393.804673,10800.0,0,0,117693.6218,59835.490367,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-18,67929.675868,652.66576,68582.341628,41076.896805,3321.497308,44398.394113,21343.917284,17544.452052,3656.918029,1960.465613,1676.155555,1308.312658,10800.0,9,1,117253.423583,56127.465217,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-19,68377.842729,18.397267,68396.239996,41372.407186,88.650815,41461.058001,21752.923479,17344.132284,4521.978351,1676.155555,1982.528593,1350.181025,10800.0,2,1,117281.558,57816.08755,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-20,67400.976947,14.558226,67415.535173,40983.192611,101.558182,41084.750793,21319.362776,17590.779821,1477.990401,1982.528593,1624.64418,1200.0,10800.0,1,1,117648.381733,55439.419917,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-21,29640.836317,77.573619,29718.409935,15381.492021,315.82316,15697.315181,15100.11892,12349.066808,14933.893307,1624.64418,1493.565865,1272.333692,10800.0,4,1,72593.532217,60560.0677,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-22,30224.517895,0.0,30224.517895,15720.769489,0.0,15720.769489,15155.095493,11705.674847,10893.897515,1493.565865,2126.846423,1493.565865,10800.0,0,0,71936.929533,56055.7298,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-23,65591.877264,34.122019,65625.999283,39715.538406,238.035204,39953.573611,20715.026443,17288.289879,3429.542603,2126.846423,1561.159245,1200.0,10800.0,1,1,117739.977267,58970.25715,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-24,65470.231239,0.0,65470.231239,39565.992776,0.0,39565.992776,21467.941419,17365.675613,3369.46835,1561.159245,1587.111396,1449.768356,10800.0,0,0,117425.170617,59426.673533,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-25,64957.300853,207.453946,65164.754799,39177.480631,1060.052337,40237.532968,21749.447664,17831.727545,296.909963,1587.111396,1348.583689,1200.0,10800.0,7,3,118053.167817,57103.0431,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-26,65721.500335,0.0,65721.500335,39562.602057,0.0,39562.602057,20751.069733,16641.538398,6019.414133,1348.583689,1533.948229,1276.129893,10800.0,0,0,117704.6278,62112.072933,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-27,64776.096244,0.0,64776.096244,39157.65135,0.0,39157.65135,21067.311853,17049.112851,2040.907843,1533.948229,1551.070172,1432.648924,10800.0,0,0,117952.598367,59235.608967,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-28,29154.230285,0.0,29154.230285,14963.444227,0.0,14963.444227,14984.489712,11857.112737,15204.972544,1551.070172,1862.541205,1255.652296,10800.0,0,0,71891.767267,61069.8865,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-29,28765.192368,0.0,28765.192368,14724.593425,0.0,14724.593425,14168.276583,11626.503587,18516.210189,1862.541205,1695.652811,1332.5725,10800.0,0,0,72118.277467,64411.068283,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-30,62356.019422,0.0,62356.019422,37676.223492,0.0,37676.223492,20956.506362,16905.329,2959.22236,1695.652811,1772.809647,1449.331058,10800.0,0,0,117994.70585,62649.08615,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-03-31,61199.598652,272.069043,61471.667695,36912.991575,1837.381273,38750.372847,19723.885864,16113.876713,910.269061,1772.809647,1619.999466,1200.0,10800.0,5,1,117075.665617,60124.276133,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-01,61804.391919,1948.202877,63752.594796,37198.680693,12297.184245,49495.864938,18419.395581,14940.601229,64.948928,1619.999466,1596.787456,1200.0,10572.352895,24,7,117967.1463,57758.294783,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-02,62422.946241,2052.029218,64474.975459,37429.054056,10551.78562,47980.839677,20994.376451,17072.36329,117.626899,1596.787456,1522.433717,1200.0,10683.85103,18,2,117986.62945,57551.29405,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-03,64202.803753,393.739338,64596.543091,38301.985184,2126.718855,40428.704039,21424.973717,17221.06095,4529.100057,1522.433717,1670.397895,1369.58353,10800.0,9,1,117884.4561,62020.925833,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-04,28246.234328,0.0,28246.234328,14358.156962,0.0,14358.156962,14220.191737,11360.914425,18956.154767,1670.397895,1845.332208,1528.314089,10800.0,0,0,71735.751817,65304.949567,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-05,28216.082043,0.0,28216.082043,14333.148533,0.0,14333.148533,13527.221764,11248.808919,13893.554215,1845.332208,1521.155219,1328.840941,10800.0,0,0,72602.742567,60558.627583,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-06,63411.743534,0.0,63411.743534,37761.049016,0.0,37761.049016,20722.931451,16778.826947,5057.562763,1521.155219,1528.652473,1241.177374,10800.0,0,0,117205.430583,62795.354317,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-07,62490.818771,0.0,62490.818771,37200.716078,0.0,37200.716078,20029.004028,16197.51406,5416.609519,1528.652473,1557.518254,1461.802462,10800.0,0,0,117015.142033,63772.42275,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-08,62405.257653,495.255573,62900.513226,37251.269694,2623.136606,39874.4063,20762.649621,17082.113702,4866.783691,1557.518254,1263.776578,1200.0,10800.0,11,3,117713.290267,63360.09665,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-09,62211.862089,1468.162111,63680.0242,37121.134816,8442.209798,45563.344614,19875.990248,16070.05901,739.781946,1263.776578,1296.546678,1200.0,10800.0,27,6,117677.522533,58543.211517,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-10,63132.490142,55.104749,63187.59489,37586.908865,336.721724,37923.630589,21393.642635,17127.854572,4461.168927,1296.546678,1519.875526,1200.0,10800.0,4,3,117668.700683,63208.062783,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-11,27878.99454,0.0,27878.99454,14002.328988,0.0,14002.328988,13843.367071,11176.715267,19895.69257,1519.875526,1560.33337,1459.108204,10800.0,0,0,72091.99675,66775.346583,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-12,28131.951441,0.0,28131.951441,14175.372817,0.0,14175.372817,13234.627655,10460.034606,16332.197842,1560.33337,1849.237586,1537.199727,10800.0,0,0,71957.175767,62932.015217,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-13,60323.708846,0.0,60323.708846,36029.582067,0.0,36029.582067,20197.991347,16681.467064,2530.82608,1849.237586,1492.466395,1206.626823,10800.0,0,0,117283.0622,63006.703717,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-14,60363.416509,53.331757,60416.748266,35843.376735,357.34059,36200.717325,20191.387361,16325.28033,4022.609436,1492.466395,1525.514652,1200.0,10800.0,2,1,117901.372683,65373.340883,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-15,60757.317428,0.0,60757.317428,36260.490677,0.0,36260.490677,19186.387552,15289.60663,6721.107673,1525.514652,1804.811638,1392.119868,10800.0,0,0,117056.905167,66917.476333,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-16,59595.345552,0.0,59595.345552,35655.731924,0.0,35655.731924,19478.402438,16149.499676,486.85084,1804.811638,1391.485303,1238.094112,10800.0,0,0,117924.885067,62145.293117,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-17,60514.041163,0.0,60514.041163,36073.622072,0.0,36073.622072,20134.36133,15961.356577,3472.694059,1391.485303,1777.569859,1321.470624,10800.0,0,0,117487.042633,64618.700283,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-18,27258.754642,0.0,27258.754642,13614.484855,0.0,13614.484855,13416.8824,10560.080574,18047.835632,1777.569859,2119.341159,1609.059148,10800.0,0,0,71490.16935,65136.052167,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-19,26459.201591,0.0,26459.201591,13247.631428,0.0,13247.631428,12737.00858,10473.537938,17411.051699,2119.341159,1945.384506,1679.639268,10800.0,0,0,71905.41535,65120.7361,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-20,59159.087691,0.0,59159.087691,35266.39076,0.0,35266.39076,19994.457264,16255.42176,3462.307303,1945.384506,1878.81631,1569.119083,10800.0,0,0,117197.81635,65240.071467,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-21,59308.56847,0.0,59308.56847,35283.478438,0.0,35283.478438,18238.455766,15112.614087,7665.816408,1878.81631,1501.633069,1355.675285,10800.0,0,0,118481.637883,69964.7275,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-22,58123.835095,0.0,58123.835095,34800.637081,0.0,34800.637081,19527.157,15694.595538,2138.344316,1501.633069,1637.634882,1501.633069,10800.0,0,0,117811.001017,65658.0717,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-23,58650.976734,0.0,58650.976734,34895.319488,0.0,34895.319488,18924.583232,15081.317166,3407.793952,1637.634882,1912.740717,1516.799117,10800.0,0,0,118030.514767,66630.59805,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-24,57799.345988,0.0,57799.345988,34518.857541,0.0,34518.857541,17993.535856,14813.880872,7529.584303,1912.740717,1647.055353,1430.048012,10800.0,0,0,117497.779667,70407.672967,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-25,25998.017117,0.0,25998.017117,12744.58326,0.0,12744.58326,12504.681897,10216.889675,21709.867245,1647.055353,1549.169421,1491.551668,10800.0,0,0,71763.3212,69762.96355,"α=0.75, ρ=0.9, λ=0.00",greedy
2025-04-26,26351.485986,0.0,26351.485986,12936.153398,0.0,12936.153398,12678.131509,10312.155895,23915.316738,1549.169421,1501.536785,1377.58196,10800.0,0,0,72100.924367,72030.730733,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-04-27,56078.388638,578.85314,56657.241778,33221.49553,3983.405828,37204.901358,20108.525778,16284.840641,4260.085458,1501.536785,1504.942606,1200.0,10800.0,2,1,117032.522533,68459.05135,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-04-28,57078.627693,3580.260055,60658.887748,34016.254043,24132.918451,58149.172494,16462.383098,13240.663653,815.200986,1504.942606,1609.238891,1200.0,10800.0,13,1,117537.3008,60915.333483,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-04-29,58522.49269,131.715366,58654.208057,34811.0188,918.846396,35729.865196,17749.139017,14176.701393,7648.556717,1609.238891,1831.573569,1200.0,10800.0,1,1,117252.758717,69819.545,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-04-30,57639.5649,0.0,57639.5649,34388.555005,0.0,34388.555005,18171.169347,14934.233385,6145.774505,1831.573569,1592.033331,1289.089466,10800.0,0,0,117682.880717,69426.026283,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-01,56872.101081,2215.93719,59088.038271,34086.978653,11540.665457,45627.64411,19613.540951,16238.624765,4701.743285,1592.033331,1201.303782,1200.0,10800.0,21,2,120364.583917,69353.205117,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-02,26697.622583,2146.535489,28844.158072,13271.205651,11822.221533,25093.427184,13298.350842,10772.837586,12028.324732,1201.303782,1200.0,1200.0,10800.0,21,3,74761.026733,60470.70665,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-03,27212.155892,1342.896377,28555.052269,13566.788791,7462.052414,21028.841205,13078.152862,10591.696801,17201.424558,1200.0,1201.785575,1200.0,10800.0,16,2,74894.849283,66027.677633,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-04,60074.993186,1576.770764,61651.76395,35719.574136,8392.126918,44111.701054,17311.361419,13986.992247,6592.727444,1201.785575,1240.908356,1200.0,10800.0,20,2,120670.084233,68935.4169,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-05,60324.259203,1500.646983,61824.906186,35836.064778,8591.539971,44427.60475,20287.811768,16456.684974,2917.772592,1240.908356,1214.733421,1200.0,10800.0,19,4,120612.163867,65536.157067,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-06,60272.666319,1433.042074,61705.708392,35899.20133,7009.559677,42908.761007,20106.452226,16299.486382,5028.660181,1214.733421,1200.0,1200.0,10800.0,19,3,121017.1901,68147.107733,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-07,61011.000715,1716.875974,62727.876689,36277.063561,10147.243706,46424.307267,19475.050739,15700.915324,3885.895323,1200.0,1282.084195,1200.0,10800.0,17,2,121160.215017,66092.369067,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-08,63220.048439,35.99925,63256.047689,38697.690039,243.228933,38940.918971,19600.109253,15398.289867,3227.715903,1282.084195,1812.971559,1282.084195,10800.0,1,1,120445.477383,64618.964983,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-09,29153.714589,0.0,29153.714589,15628.502594,0.0,15628.502594,13425.208954,10221.000475,17450.120259,1812.971559,2538.992423,1755.408451,10800.0,0,0,74253.82545,65754.4396,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-10,28412.379608,0.0,28412.379608,15379.625936,0.0,15379.625936,11812.734593,9973.234705,14451.834437,2538.992423,2089.081663,1787.703105,10800.0,0,0,74647.98705,62526.941767,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-11,64093.843184,41.180717,64135.0239,38991.499332,277.361039,39268.860372,18378.621477,15043.048646,5315.371985,2089.081663,1915.342497,1337.823208,10800.0,2,1,120743.090417,65259.011333,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-12,64946.528113,0.0,64946.528113,39313.073661,0.0,39313.073661,16706.851936,13192.61853,9501.099473,1915.342497,2293.044206,1558.960899,10800.0,0,0,120448.603617,68517.408383,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-13,63854.900587,0.0,63854.900587,38799.407648,0.0,38799.407648,18200.812048,14761.083607,7285.95938,2293.044206,2272.571041,1392.872183,10800.0,0,0,120269.6316,67140.418833,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-14,64004.500607,0.0,64004.500607,38968.872363,0.0,38968.872363,17693.704444,14291.11056,7587.75794,2272.571041,2317.893307,1755.513515,10800.0,0,0,120592.005267,67577.856483,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-15,63384.327084,0.0,63384.327084,38913.279831,0.0,38913.279831,18572.021896,14411.603041,6458.849946,2317.893307,3019.820745,2202.364957,10800.0,0,0,119598.309817,66833.251533,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-16,27594.102333,0.0,27594.102333,15240.5596,0.0,15240.5596,10615.799487,9211.790126,23474.586438,3019.820745,2338.717922,2098.131255,10800.0,0,0,74681.34475,71965.838217,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-17,28589.505817,0.0,28589.505817,15626.212964,0.0,15626.212964,12029.976227,9591.037642,15701.768149,2338.717922,2508.988035,1711.540412,10800.0,0,0,75274.530433,64825.73135,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-18,62148.584439,0.0,62148.584439,38443.280199,0.0,38443.280199,18134.27469,14428.644803,4766.786453,2508.988035,2798.007696,2048.431333,10800.0,0,0,120687.037,67010.8689,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-19,61853.92801,67.003333,61920.931343,37960.173024,451.903982,38412.077006,16481.585074,13771.601501,11695.73122,2798.007696,2329.654817,1616.467454,10800.0,1,1,120072.387983,72557.171433,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-20,61279.148925,0.0,61279.148925,37690.213158,0.0,37690.213158,17381.771135,14099.206185,3469.18916,2329.654817,2307.464188,1696.549701,10800.0,0,0,120437.577717,65910.1829,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-21,62171.680714,0.0,62171.680714,38169.719891,0.0,38169.719891,16625.394222,13309.407125,7493.078335,2307.464188,2482.088848,1869.976863,10800.0,0,0,120283.051283,68920.436,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-22,61123.990774,0.0,61123.990774,37694.959723,0.0,37694.959723,17469.646586,13684.074712,6521.788084,2482.088848,3000.243317,1812.53567,10800.0,0,0,119729.680017,68913.0492,"α=0.80, ρ=0.5, λ=0.00",greedy
2025-05-23,27430.381872,0.0,27430.381872,15183.696555,0.0,15183.696555,11843.19318,9396.50508,18562.744889,3000.243317,3218.555979,1771.568558,10800.0,0,0,74983.384383,68562.4355,"α=0.80, ρ=0.5, λ=0.00",greedy
