日期,时段起,时段止,预测电价_元每kWh,实际电价_元每kWh,实际负载_kWh,实际光伏_kWh,预测负载_kWh,预测光伏_kWh,净负荷预测_kWh,价格加权风险余量_kWh,风险净负荷_kWh,参考储电量_kWh,计划购电_kWh,实际充电_kWh,实际放电_kWh,紧急购电_kWh,弃电_kWh,储电量_kWh,计划费_元,紧急费_元,预估计划费_元
2025-02-01,4:10,4:20,0.41154,0.4109,504.64528333333334,0.0,520.8226675017643,0.0,520.8226675017643,28.879433333333395,549.7021008350977,10800.0,549.7021008350977,0.0,0.0,0.0,45.05681750176433,10800.0,225.87259323314163,0.0,226.2244025776761
2025-02-01,4:20,4:30,0.40076999999999996,0.361,505.57833333333326,0.0,532.5466302046577,0.0,532.5466302046577,34.004069630675076,566.5506998353328,10800.0,566.5506998353328,0.0,0.0,0.0,60.972366501999545,10800.0,204.52480264055512,0.0,227.0565239730063
2025-02-01,4:30,4:40,0.38396,0.3799,503.23096666666663,0.0,547.5108275935073,0.0,547.5108275935073,32.1915922062351,579.7024197997424,10800.0,579.7024197997424,0.0,0.0,0.0,76.47145313307578,10800.0,220.22894928192216,0.0,222.58254110630912
2025-02-01,4:40,4:50,0.40996,0.4094,502.84698333333336,0.00023333333333333333,555.3794131027993,0.00024503744294951065,555.3791680653563,31.63953390620111,587.0187019715574,10800.0,587.0187019715574,0.0,0.0,0.0,84.1719519715574,10800.0,240.3254565871556,0.0,240.6541870602597
2025-02-01,4:50,5:00,0.44709,0.4052,499.64166666666665,0.0,552.1335850388143,0.0,552.1335850388143,22.73517054810634,574.8687555869207,10800.0,574.8687555869207,0.0,0.0,0.0,75.227088920254,10800.0,232.93681976382024,0.0,257.0180719353564
2025-02-01,5:00,5:10,0.41852,0.3896,488.78358333333335,0.0,542.0366288402729,0.0,542.0366288402729,19.330009660557153,561.36663850083,10800.0,561.36663850083,0.0,0.0,0.0,72.5830551674967,10800.0,218.7084423599234,0.0,234.9431655453674
2025-02-01,5:10,5:20,0.41746999999999995,0.3908,498.51875,0.0033166666666666665,542.5556260174076,0.0034591077149294055,542.5521669096927,40.858185897435874,583.4103528071286,10800.0,583.4103528071286,0.0,0.0,0.0,84.89491947379526,10800.0,227.99676587702584,0.0,243.55631998639194
2025-02-01,5:20,5:30,0.43339,0.3821,529.2233333333334,0.0,557.4036132674664,0.0,557.4036132674664,33.901025641025626,591.304638908492,10800.0,591.304638908492,0.0,0.0,0.0,62.081305575158694,10800.0,225.93750252693482,0.0,256.2655174565514
2025-02-01,5:30,5:40,0.39482,0.3475,547.4103166666666,0.0,571.2082893436838,0.0,571.2082893436838,28.28600671462823,599.494296058312,10800.0,599.494296058312,0.0,0.0,0.0,52.08397939164536,10800.0,208.3242678802634,0.0,236.69233796974274
2025-02-01,5:40,5:50,0.55738,0.5182,531.2274,0.04623333333333333,561.9789523994353,0.04814053784806359,561.9308118615872,25.578894239509964,587.5097061010972,10189.23160506902,37.81815066321576,0.0,493.36301600345087,0.0,0.0,10251.818871107276,19.597365673678407,0.0,21.0790808166632
2025-02-01,5:50,6:00,0.8413499999999999,0.8102,510.98333333333335,0.0,545.236779581275,0.0,545.236779581275,29.676666666666733,574.9134462479417,9550.438887015753,0.0,0.0,510.98333333333335,0.0,0.0,9684.059611848017,0.0,0.0,0.0
2025-02-01,6:00,6:10,0.88189,0.8756,535.1871833333332,0.0,556.4693759115502,0.0,556.4693759115502,14.165976795908705,570.6353527074589,8916.399606229686,0.0,0.0,535.1871833333332,0.0,0.0,9089.407185922091,0.0,0.0,0.0
2025-02-01,6:10,6:20,0.83949,0.818,533.9993499999999,0.6440166666666667,557.4542163961421,0.6705343839408009,556.7836820122013,19.696916666666652,576.480598678868,8275.865607697611,0.0,0.0,533.3553333333333,0.0,0.0,8496.790148885055,0.0,0.0,0.0
2025-02-01,6:20,6:30,0.83392,0.7708,504.52,0.0,544.4116196189132,0.0,544.4116196189132,27.152565947242124,571.5641855661553,7640.794290401884,0.0,0.0,504.52,0.0,0.0,7936.212371107277,0.0,0.0,0.0
2025-02-01,6:30,6:40,0.82624,0.7715,519.5536833333333,0.0,558.4195066454952,0.0,558.4195066454952,17.371171653728652,575.7906782992238,7001.026870069412,0.0,0.0,519.5536833333333,0.0,0.0,7358.930500736907,0.0,0.0,0.0
2025-02-01,6:40,6:50,0.8443499999999999,0.8181,566.415,14.934916666666666,605.2349536932486,11.23538017800131,593.9995735152473,21.3238641944522,615.3234377096995,6317.3341615030795,0.0,0.0,551.4800833333333,0.0,0.0,6746.174852588759,0.0,0.0,0.0
2025-02-01,6:50,7:00,0.86942,0.8678,608.7916666666666,56.75,645.7861256175017,48.34930393195112,597.4368216855506,21.88866586489246,619.3254875504431,5629.194730891476,0.0,0.0,552.0416666666666,0.0,0.0,6132.795222959129,0.0,0.0,0.0
2025-02-01,7:00,7:10,0.8469499999999999,0.864,617.2140499999999,102.656,634.2827435779816,90.87956033342279,543.4031832445588,22.588542767806416,565.9917260123652,5000.315035322181,0.0,0.0,514.5580499999999,0.0,0.0,5561.064056292463,0.0,0.0,0.0
2025-02-01,7:10,7:20,0.83737,0.8237,595.3964666666666,147.48791666666665,636.0660244648318,135.69344648082543,500.3725779840064,13.964843836681666,514.3374218206881,4428.829011076972,0.0,0.0,447.90854999999993,0.0,0.0,5063.387889625797,0.0,0.0,0.0
2025-02-01,7:20,7:30,0.83121,0.7654,579.5366666666666,190.11249999999998,661.6888320395201,182.57287630309884,479.11595573642126,37.1098564055236,516.2258121419449,3855.2447753637,0.0,0.0,389.4241666666667,0.0,0.0,4630.694371107278,0.0,0.0,0.0
2025-02-01,7:30,7:40,0.7839400000000001,0.7258,609.0003666666667,231.34661666666665,656.6232141496118,230.54576042114576,426.0774537284661,25.20184678792475,451.27930051639083,3353.8233303454876,0.0,0.0,377.65375,0.0,0.0,4211.0790933295,0.0,0.0,0.0
2025-02-01,7:40,7:50,0.89244,0.8697,640.2366833333333,279.07533333333333,637.3116042225358,278.73580728301835,358.5757969395175,10.921336781623495,369.497133721141,2943.2709595442197,0.0,0.0,361.16134999999997,0.0,0.0,3809.7887044406116,0.0,0.0,0.0
2025-02-01,7:50,8:00,1.08637,1.0783,633.9416666666666,334.01874999999995,626.3911232651141,327.994575513877,298.39654775123705,24.178771235835313,322.57531898707236,2584.8539384474725,0.0,0.0,299.92291666666665,0.0,0.0,3476.5410192554264,0.0,0.0,0.0
2025-02-01,8:00,8:10,1.07714,1.0448,590.91065,388.6844166666666,630.317403234533,379.31279449386136,251.00460874067164,26.976409188175126,277.98101792884677,2275.9861407487538,0.0,0.0,202.22623333333343,0.0,0.0,3251.8452044406113,0.0,0.0,0.0
2025-02-01,8:10,8:20,1.00973,0.9667,568.5581666666667,438.7655666666667,640.6833237826393,427.8396487968749,212.84367498576438,22.192225241192887,235.03590022695727,2014.835140496579,0.0,0.0,129.7926,0.0,0.0,3107.6312044406113,0.0,0.0,0.0
2025-02-01,8:20,8:30,0.98925,0.9429,574.2283333333332,487.94374999999997,646.0651952481768,475.99033339021736,170.07486185795943,28.45377650917237,198.5286383671318,1794.2477645330991,0.0,0.0,86.28458333333327,0.0,0.0,3011.759445181352,0.0,0.0,0.0
2025-02-01,8:30,8:40,0.9778100000000001,0.893,577.8523166666666,541.8831666666666,644.493928628558,530.4782292245902,114.0156994039678,29.507038156057888,143.5227375600257,1634.7780561330705,0.0,0.0,35.96915000000001,0.0,0.0,2971.79372295913,0.0,0.0,0.0
2025-02-01,8:40,8:50,0.9736600000000001,0.9266,649.0800333333333,586.6261,667.7499270171724,580.7342364688809,87.01569054829145,31.285314015968993,118.30100456426044,1503.3324955061146,0.0,0.0,62.45393333333334,0.0,0.0,2902.4004636998707,0.0,0.0,0.0
2025-02-01,8:50,9:00,0.98548,0.9995,737.1266666666667,621.9499999999999,714.6451340860974,623.2576095865468,91.38752449955064,37.6370541559094,129.02457865546003,1359.9718525556034,0.0,0.0,115.17666666666673,0.0,0.0,2774.4263896257967,0.0,0.0,0.0
2025-02-01,9:00,9:10,1.00725,0.9415,711.2534166666666,665.4293,746.0506433309808,665.840223902884,80.21041942809688,14.241934050788132,94.45235347888502,1255.02479313462,0.0,0.0,45.824116666666555,0.0,0.0,2723.510704440612,0.0,0.0,0.0
2025-02-01,9:10,9:20,0.97964,0.8825,698.3616999999999,729.7221999999999,738.6925238061632,714.9013138762323,23.791209929930915,25.73110389122712,49.522313821158036,1200.0,0.0,31.360500000000002,0.0,0.0,0.0,2751.735154440612,0.0,0.0,0.0
2025-02-01,9:20,9:30,0.91029,0.8929,736.3866666666665,798.0874999999999,719.6704210773935,762.6713918165983,-43.00097073920483,22.115725997767598,-20.885244741437234,1218.7967202672935,0.0,61.70083333333332,0.0,0.0,0.0,2807.265904440612,0.0,0.0,0.0
2025-02-01,9:30,9:40,0.88523,0.9059,733.2125666666667,838.3206833333334,738.0206063749706,795.6920720714648,-57.67146569649424,45.91372562527283,-11.757740071221406,1229.3786863313928,0.0,105.10811666666666,0.0,0.0,0.0,2901.8632094406116,0.0,0.0,0.0
2025-02-01,9:40,9:50,0.977,0.8581,697.1223666666666,867.3196166666667,748.8037720653963,831.709420071194,-82.90564800579773,39.95318577476924,-42.95246223102849,1268.0359023393187,0.0,170.19725000000005,0.0,0.0,0.0,3055.0407344406117,0.0,0.0,0.0
2025-02-01,9:50,10:00,1.1048,0.8084,678.5883333333334,894.01875,730.8072982827571,875.5539770734322,-144.7466787906751,34.972006899606924,-109.77467189106818,1366.83310704128,0.0,215.4304166666666,0.0,0.0,0.0,3248.9281094406115,0.0,0.0,0.0
2025-02-01,10:00,10:10,1.10235,0.8605,711.4322,911.8498333333333,711.8411727828745,914.7725953905783,-202.93142260770378,37.65756760100555,-165.27385500669823,1515.5795765473085,0.0,200.41763333333336,0.0,0.0,0.0,3429.3039794406113,0.0,0.0,0.0
2025-02-01,10:10,10:20,1.0552800000000002,0.8292,706.70705,933.6272333333333,722.6577815808046,950.7464709334596,-228.08868935265502,46.396961473826934,-181.6917278788281,1679.1021316382537,0.0,226.92018333333328,0.0,0.0,0.0,3633.5321444406113,0.0,0.0,0.0
2025-02-01,10:20,10:30,1.06543,0.7446,666.9933333333333,959.21875,743.1231392613502,977.1560041260416,-234.03286486469142,61.464619810534145,-172.56824505415727,1834.413552186995,0.0,292.22541666666666,0.0,0.0,0.0,3896.5350194406114,0.0,0.0,0.0
2025-02-01,10:30,10:40,1.10505,0.7982,678.7204333333333,979.8081666666667,725.0900828863796,984.3873107443567,-259.2972278579771,26.938490440861074,-232.358737417116,2043.5364158623995,0.0,301.0877333333334,0.0,0.0,0.0,4167.513979440611,0.0,0.0,0.0
2025-02-01,10:40,10:50,0.8462099999999999,0.6917,678.1305,1021.3479,710.7598631263232,994.2875110017376,-283.52764787541435,29.718396534310358,-253.809251341104,2271.964742069393,0.0,343.2174,0.0,0.0,0.0,4476.4096394406115,0.0,0.0,0.0
2025-02-01,10:50,11:00,0.43918,0.438,652.925,1060.2749999999999,720.2351634909434,1015.8426206159085,-295.6074571249651,31.20501222653735,-264.40244489842775,2980.318111425674,522.6568543863286,833.3333333333333,0.0,0.0,96.67352105299528,5226.4096394406115,228.92370222121195,0.0,229.5404373093878
2025-02-01,11:00,11:10,0.39391,0.3671,657.69435,1046.1778166666666,727.6706101387908,1036.088472292557,-308.41786215376624,36.81432945991975,-271.6035326938465,3730.318111425674,561.7298006394867,833.3333333333333,0.0,0.0,116.87993397282003,5976.4096394406115,206.21100981475556,0.0,221.2709857699002
2025-02-01,11:10,11:20,0.46081,0.3419,656.1017166666666,1051.3417833333333,706.902078228652,1038.949597892957,-332.0475196643049,42.68239839634981,-289.3651212679551,3990.7467205668336,0.0,395.24006666666673,0.0,0.0,0.0,6332.125699440611,0.0,0.0,0.0
2025-02-01,11:20,11:30,0.45734,0.308,654.535,1099.0625,688.7087955775112,1036.9962274009931,-348.28743182348194,52.366654746701215,-295.9207770767807,4257.075419935936,0.0,444.52750000000003,0.0,0.0,0.0,6732.200449440611,0.0,0.0,0.0
2025-02-01,11:30,11:40,0.44880000000000003,0.3563,692.20855,1136.31565,724.310451129146,1057.2966972595682,-332.98624613042216,60.13798259249111,-272.8482635379311,4502.638857120074,0.0,444.10710000000006,0.0,0.0,0.0,7131.896839440611,0.0,0.0,0.0
2025-02-01,11:40,11:50,0.43922,0.3499,680.1494833333334,1128.4168166666666,725.6132567513525,1069.5166442387222,-343.9033874873696,56.81577473704206,-287.0876127503276,4761.017708595369,0.0,448.2673333333332,0.0,0.0,0.0,7535.337439440611,0.0,0.0,0.0
2025-02-01,11:50,12:00,0.42954000000000003,0.2979,640.0333333333333,1100.65625,683.4586462008939,1060.1027605377653,-376.64411433687144,60.62018643816555,-316.0239278987059,5511.017708595369,517.3094054346274,833.3333333333333,0.0,0.0,144.59898876796092,8285.337439440611,154.1064718789755,0.0,222.20508201038984
2025-02-01,12:00,12:10,0.4284,0.3528,676.8413833333333,1105.4832,677.0446369795342,1046.2341746339607,-369.18953765442654,100.66473333483987,-268.5248043195867,6261.017708595369,564.8085290137466,833.3333333333333,0.0,0.0,160.11701234708005,9035.337439440611,199.2644490360498,0.0,241.96397382948905
2025-02-01,12:10,12:20,0.41661000000000004,0.4214,663.0938,1089.4810666666667,682.8033024111974,1041.5994510120627,-358.7961486008653,96.23342157575917,-262.56272702510614,7011.017708595369,570.7706063082271,833.3333333333333,0.0,0.0,163.8245396415606,9785.337439440611,240.5227334982869,0.0,237.78874229407052
2025-02-01,12:20,12:30,0.38878,0.4077,594.0216666666666,1052.4125,680.8607268877911,1044.7881033761632,-363.92737648837215,97.76319346017024,-266.16418302820193,7761.017708595369,567.1691503051313,833.3333333333333,0.0,0.0,192.22665030513122,10535.337439440611,231.23486257940203,0.0,220.50402225562897
2025-02-01,12:30,12:40,0.38287,0.3359,601.1141666666666,1052.0977666666665,680.1336249823571,1042.2528982198291,-362.11927323747204,65.92082923470463,-296.1984440027674,8511.01770859537,537.1348893305658,294.06951173265446,0.0,0.0,694.0489775979113,10800.0,180.42360932613704,0.0,205.65283507799373
2025-02-01,12:40,12:50,0.51586,0.4541,633.3353666666667,1058.98975,682.1640894848271,1028.0683831796468,-345.9042936948198,66.73694957982369,-279.1673441149961,8762.268318298868,0.0,0.0,0.0,0.0,425.65438333333327,10800.0,0.0,0.0,0.0
2025-02-01,12:50,13:00,0.7140500000000001,0.6884,638.6816666666666,1052.225,687.0595236414962,1013.0560197100854,-325.9964960685892,69.4154781902028,-256.5810178783864,8993.191234389415,0.0,0.0,0.0,0.0,413.5433333333333,10800.0,0.0,0.0,0.0
2025-02-01,13:00,13:10,0.7644000000000001,0.7168,619.3742333333332,1041.0229166666666,690.9546897083038,1011.9187773052478,-320.96408759694395,57.81473286625089,-263.14935473069306,9230.025653647039,0.0,0.0,0.0,0.0,421.64868333333334,10800.0,0.0,0.0,0.0
2025-02-01,13:10,13:20,0.73432,0.7194,606.5044,1029.2288333333331,673.1050673841448,997.8132777007906,-324.7082103166458,41.28144718562865,-283.4267631310172,9485.109740464954,0.0,0.0,0.0,0.0,422.7244333333331,10800.0,0.0,0.0,0.0
2025-02-01,13:20,13:30,0.71987,0.7375,607.0133333333333,1017.28125,653.8944271936016,971.6451669322693,-317.7507397386677,36.70519908949143,-281.04554064917625,9738.050727049213,0.0,0.0,0.0,0.0,410.2679166666667,10800.0,0.0,0.0,0.0
2025-02-01,13:30,13:40,0.763,0.6413,606.3183333333333,998.79405,673.853389496589,959.4258592232425,-285.5724697266535,75.00465069073658,-210.5678190359169,9927.561764181537,0.0,0.0,0.0,0.0,392.4757166666667,10800.0,0.0,0.0,0.0
2025-02-01,13:40,13:50,0.8634999999999999,0.6761,624.9272166666666,948.6343499999999,675.9216807221829,935.8946291619374,-259.9729484397544,71.04555319330757,-188.92739524644685,10097.596419903339,0.0,0.0,0.0,0.0,323.70713333333333,10800.0,0.0,0.0,0.0
2025-02-01,13:50,14:00,0.9829700000000001,0.8225,641.645,875.1875,652.0101764290755,896.5134134744078,-244.5032370453323,44.39128521909504,-200.11195182623726,10277.697176546953,0.0,0.0,0.0,0.0,233.54250000000002,10800.0,0.0,0.0,0.0
2025-02-01,14:00,14:10,1.0630199999999999,0.8111,612.7233833333332,815.6234166666666,648.0617825099976,862.6241371945096,-214.562354684512,40.183809611382046,-174.37854507312994,10434.63786711277,0.0,0.0,0.0,0.0,202.90003333333334,10800.0,0.0,0.0,0.0
2025-02-01,14:10,14:20,1.0824,0.8061,603.26775,769.5365666666667,633.0980370618677,823.8995459346049,-190.80150887273726,45.56784881080284,-145.23366006193442,10565.34816116851,0.0,0.0,0.0,0.0,166.26881666666668,10800.0,0.0,0.0,0.0
2025-02-01,14:20,14:30,1.10826,0.8727,610.8116666666666,727.3999999999999,611.1440766878382,776.6703414306187,-165.52626474278054,25.762854254378738,-139.7634104884018,10691.135230608072,0.0,0.0,0.0,0.0,116.58833333333325,10800.0,0.0,0.0,0.0
2025-02-01,14:30,14:40,1.18137,0.8717,571.6230833333333,684.0674,620.0298839096683,729.7780424827299,-109.74815857306157,28.111112048689733,-81.63704652437184,10764.608572480007,0.0,0.0,0.0,0.0,112.44431666666674,10800.0,0.0,0.0,0.0
2025-02-01,14:40,14:50,0.9492799999999999,0.7054,554.5942,648.3614333333333,615.7539784638908,682.556063998302,-66.80208553441116,28.22385055989639,-38.57823497451477,10799.32898395707,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,0.0,0.0,0.0
2025-02-01,14:50,15:00,0.55486,0.5147,578.9233333333333,614.7249999999999,604.5024700070571,637.3159078020944,-32.813437795037316,32.06786441400371,-0.7455733810336085,10800.0,0.0,0.0,0.0,0.0,35.80166666666662,10800.0,0.0,0.0,0.0
2025-02-01,15:00,15:10,0.53433,0.5575,593.8219999999999,565.39285,634.1311935544577,598.1701749178071,35.96101863665058,20.145493037134543,56.10651167378512,10800.0,56.10651167378512,0.0,0.0,0.0,27.677361673785185,10800.0,31.279380258135205,0.0,29.979392382653604
2025-02-01,15:10,15:20,0.63178,0.6606,603.3700333333334,505.4359666666667,638.0615848388614,554.8616656651056,83.1999191737558,27.880645957790676,111.08056513154648,10800.0,111.08056513154648,0.0,0.0,0.0,13.146498464879755,10800.0,73.3798213258996,0.0,70.17847943880844
2025-02-01,15:20,15:30,0.6568,0.688,608.655,450.63749999999993,608.7729745942131,504.9319575708192,103.84101702339393,23.516106953706526,127.35712397710046,10800.0,127.35712397710046,0.0,30.660376022899527,0.0,0.0,10765.932915530111,87.6217012962451,0.0,83.64815902815958
2025-02-01,15:30,15:40,0.67215,0.6617,596.78865,413.62829999999997,606.6846650788049,454.9986952056429,151.68596987316198,22.452370383180778,174.13834025634276,10800.0,174.13834025634276,0.0,9.022009743657236,0.0,0.0,10755.908460259381,115.227339747622,0.0,117.04708540330078
2025-02-01,15:40,15:50,0.67566,0.6465,570.11095,375.9729,611.0531279228417,402.42795373705803,208.62517418578364,16.249704543978964,224.8748787297626,10800.0,224.8748787297626,30.73682872976258,0.0,0.0,0.0,10783.571606116167,145.3816090987915,0.0,151.93896056255142
2025-02-01,15:50,16:00,0.68351,0.6667,548.75,328.93125,599.7809197835803,347.876168427639,251.9047513559413,23.972864969216516,275.8776163251578,10800.0,275.8776163251578,18.253770982036155,0.0,0.0,37.80509534312169,10800.0,183.9276068039827,0.0,188.5651095344086
2025-02-01,16:00,16:10,0.73035,0.6956,554.0824,281.17404999999997,578.2328716890144,296.12432839683186,282.1085432921825,4.523243375344919,286.6317866675274,10800.0,286.6317866675274,0.0,0.0,0.0,13.72343666752738,10800.0,199.38107080593207,0.0,209.34152539262868
2025-02-01,16:10,16:20,0.7753300000000001,0.7032,559.0360666666666,240.44151666666667,580.0534217713479,245.59367389543542,334.45974787591246,16.028352144449286,350.48810002036174,10800.0,350.48810002036174,0.0,0.0,0.0,31.893550020361886,10800.0,246.4632319343184,0.0,271.7439385887871
2025-02-01,16:20,16:30,0.7937099999999999,0.7041,563.1066666666666,202.36249999999998,601.7302505292872,194.3765224152527,407.35372811403454,22.588874965300533,429.9426030793351,10800.0,429.9426030793351,0.0,0.0,0.0,69.19843641266846,10800.0,302.7225868281598,0.0,341.249743490099
2025-02-01,16:30,16:40,0.79686,0.7357,580.2863,155.5190333333333,597.8049330745707,142.7954553698025,455.0094777047682,5.569556315861178,460.57903402062936,10800.0,460.57903402062936,0.0,0.0,0.0,35.81176735396275,10800.0,338.84799532897705,0.0,367.01700904967873
