day,total,plan_adj,emg,gP,gA,up,dn,r,w,charge,discharge,E0,E144,Emin,Emax,nsub
48,50574.57248336904,50371.6798500357,202.89263333333383,74759.15629099999,77133.812744,3515.459293000001,1140.8028399999998,45.000000000000114,638.2159771070017,21494.050168559665,17044.841184999997,6108.057100296297,6513.989824222228,1436.625160222226,10800.0,55
49,50081.219240567334,49616.92954869234,464.2896918750003,74665.651332,77654.62178069999,3029.2817887,40.31133999999997,104.96625000000006,879.0765655843722,23083.868586748966,19082.684504966666,6513.989824222228,6086.488768999999,1334.2005227777754,10800.0,68
50,48895.892296329206,48670.11367398121,225.7786223479999,78263.6793411,76533.982815,1136.3952579000004,2866.0917839999997,48.20209699999998,1120.417502921812,22656.83569041152,18188.202014666662,6086.488768999999,6268.527540740745,1416.382482962966,10800.0,67
51,18784.00618389125,18784.00618389125,0.0,33810.867136,35081.439872999996,1270.572737,0.0,0.0,6023.517823868317,17871.453959465016,14373.793943666666,6268.527540740745,6381.95394462963,1551.556383148149,10800.0,33
52,19044.835659501397,19044.835659501397,0.0,33760.00403,34956.986353,1345.6482150000002,148.66589199999999,0.0,3699.8951250864216,17476.917073580244,14064.588728999997,6381.95394462963,6483.858500851848,1496.1549802222241,10800.0,38
53,48737.40408274312,48693.138771372454,44.265311370666794,77121.06764000001,75857.273601,1615.833092,2879.627131,9.450322666666693,405.1150702427916,22171.378426090545,18241.623256,6483.858500851848,6169.628799888889,1317.087191407408,10800.0,70
54,47155.731826978095,46863.131806432095,292.60002054599994,73905.690018,73506.5187471,1144.5334690999998,1543.7047400000004,64.17359399999998,1080.0602396296372,21459.011560370363,17171.413075566663,6169.628799888889,6403.391342481485,1449.5425195925948,10800.0,47
55,46485.43787416422,46224.36516764756,261.07270651666676,76627.55790700001,71193.266108,791.0348630000002,6225.3266619999995,58.990266666666685,1690.6913989300392,21455.540347736627,17715.29860533333,6403.391342481485,6029.71253840741,1302.8496405555566,10800.0,66
56,47496.745831504704,47399.2861651916,97.45966631310004,70507.6015106,74767.4934881,4259.8919774999995,0.0,22.254828233333342,1094.792637983548,22991.397132016453,18111.289487,6029.71253840741,6598.314971666671,1489.3406936666693,10800.0,63
57,45684.6959979756,45584.3140970791,100.38190089650007,70518.07041700001,71735.158673,1833.5728760000004,616.48462,22.90174033333335,883.9943450617347,22538.388154938268,18620.906286666665,6598.314971666671,6192.968437037038,1218.6975204444452,10800.0,60
58,17632.26954702425,17632.26954702425,0.0,32700.332703,33578.373495,878.0407920000005,0.0,0.0,7068.726698205767,17248.669759794233,14031.616513,6192.968437037038,6126.086206407409,1228.7645724444474,10800.0,24
59,21733.009120129886,18107.65760599029,3625.3515141395933,35986.6809701,34751.556346,203.15576,1438.2803840999998,597.4846105000015,8887.244530576141,16262.283789423862,13459.253296833329,6126.086206407409,5807.41573151852,1200.0,10800.0,32
60,52749.635791889166,49944.391937569046,2805.24385432012,80787.6522105,77556.17739930001,999.6835558,4231.158367000001,470.8742050633295,1404.2611418107015,22557.292031855963,18292.808635970003,5807.41573151852,5783.6356313333345,1200.0,10800.0,56
61,53674.51626686215,51167.67474973691,2506.8415171252423,82857.28684300001,77077.978987,1438.1323399999999,7217.440196000001,429.5753777666631,1156.6309545102893,22545.510227489714,18211.733450566666,5783.6356313333345,5839.335446555557,1200.0,10800.0,59
62,49485.842980059206,47794.573464736204,1691.2695153229997,74006.73953719999,73583.391069,1966.2944918,2389.64296,280.69829397333706,828.6046929218132,20714.762389744854,16878.735653026662,5839.335446555557,5728.470871740741,1200.0,10800.0,46
63,50945.4420500893,48295.8525189441,2649.5895311452045,77951.40419599999,71195.909801,1736.1916,8491.685995,406.69541346666733,1488.9772707407424,20709.929399259257,16726.773472199995,5728.470871740741,5782.103473074074,1200.0,10800.0,68
64,45847.77288868468,45060.58974863689,787.1831400477927,72722.509648,70532.46678799999,1089.84694,3279.8898,141.5926552999989,764.5956886008287,21644.62134139917,17675.811720033333,5782.103473074074,5622.471880296296,1200.0,10800.0,48
65,19485.630751012824,17542.214478299502,1943.4162727133235,34031.739818,32807.747187,385.52987,1609.522501,329.3718170000008,9035.193123497946,16104.466043168719,12924.825695999998,5622.471880296296,5755.573879148148,1200.0,10800.0,31
66,17602.56855760295,17602.56855760295,0.0,30890.460423999997,32362.47495,1472.0145260000008,0.0,0.0,9374.963245493827,16419.74530617284,12495.373118333333,5755.573879148148,6649.596745444445,1584.3725407037048,10800.0,35
67,43931.75513638165,43931.75513638165,0.0,73238.92420400001,67963.14902000001,783.0532630000002,6058.828447,0.0,756.6642494238669,21296.955470576133,17423.995750000002,6649.596745444445,6456.861391185187,1421.1617481481499,10800.0,61
68,46169.28016231308,46169.28016231308,0.0,70450.07421329999,73215.59456833001,3007.7665950299997,242.24624,0.0,987.8430018279424,21945.75802650206,17760.07791,6456.861391185187,6474.623715037041,1359.2851422592614,10800.0,52
69,44710.74136183085,44710.74136183085,0.0,61965.401863,69413.15796000001,7447.756097000001,0.0,0.0,1352.2501503703743,21366.89082296296,17244.90181333333,6474.623715037041,6543.82344088889,1450.153464000001,10800.0,59
70,42929.34693681209,42929.34693681209,0.0,71552.7939967,66645.4620737,721.1357457000005,5628.4676687,0.0,419.2330156954789,20866.97146897119,17076.2770943,6543.82344088889,6350.4565470740745,1422.1944598888888,10800.0,62
71,45824.858192122505,45824.858192122505,0.0,71596.17423,73412.10027,2315.4257,499.49965999999984,0.0,1876.3776588888936,21467.93915111111,17477.83455666667,6350.4565470740745,6251.785609000001,1206.3747617037052,10800.0,55
72,16976.8778062206,16976.8778062206,0.0,29499.294604,31102.700676,1603.4060720000002,0.0,0.0,11560.284820855966,16440.776058477364,12927.786186666664,6251.785609000001,6684.277187555555,1477.6543555555563,10800.0,32
73,16294.511666936733,16246.22682860495,48.28483833178356,29449.418400000002,30553.032533799997,1103.6141338,0.0,9.783170566666712,7273.236184832922,16009.068479300411,13643.614109766666,6684.277187555555,5932.867585851853,1200.0,10800.0,31
74,44241.77842180339,44234.317241803394,7.461180000000455,69201.48207000001,70128.241498,2385.040348,1458.2809200000002,1.6400000000001,1947.3943914814902,21531.880031851848,16700.439858666665,5932.867585851853,6755.515327111116,1769.4546861851882,10800.0,58
75,40963.212781723,40963.212781723,0.0,64350.320678000004,62714.072682,3368.322782,5004.570777999999,0.0,1007.5325222222251,20785.251899777777,16936.84317333333,6755.515327111116,6643.527399874077,1532.4560018740758,10800.0,57
76,42936.940781747,42936.940781747,0.0,72639.39471600001,65853.81592,600.5475199999998,7386.126316,0.0,1155.2710707654405,20638.05308923456,17065.466606666665,6643.527399874077,6256.145617222228,1398.972620481485,10800.0,60
77,41785.9665888786,41785.9665888786,0.0,59929.58670700001,65608.70316,5679.116453,0.0,0.0,1773.7222240329288,21189.811745967072,16820.30126,6256.145617222228,6637.752566370378,1648.6412195926005,10800.0,51
78,43039.7076536746,43039.7076536746,0.0,68107.79385,66649.143392,1784.7597520000004,3243.41021,0.0,599.6760533333342,20999.02349,17158.517968,6637.752566370378,6471.853742925937,1478.715020037048,10660.587385962974,57
79,15882.251171346825,15882.251171346825,0.0,28578.5512523,29598.920884,1133.534959,113.1653273,0.0,14680.620863049398,16153.154930617267,13268.319426333332,6471.853742925937,6267.116040111112,1422.996200888902,10800.0,24
80,16125.230846563549,16125.230846563549,0.0,30414.244599999998,30698.901038,390.23322299999995,105.57678499999997,0.0,11245.216315613168,15971.28657238683,12398.801583333332,6267.116040111112,6864.827751555556,1804.5557975555553,10800.0,20
81,41340.94553652945,41075.07820571249,265.86733081695735,69039.3007706,63981.0907436,632.6080100000001,5690.818037000001,38.16574993333677,2089.8592587201715,19682.59297761316,16522.915859466662,6864.827751555556,6220.366032,1200.0,10800.0,52
82,40432.97154291571,40432.97154291571,0.0,65395.241775999995,63554.12106,1649.9259940000006,3491.0467099999996,0.0,1432.4065509053519,21380.952895761315,17257.73547,6220.366032,6287.962004851857,1570.4995340000044,10800.0,58
83,42738.221681372495,42738.221681372495,0.0,72396.68208900001,65390.55417,1025.25603,8031.383948999999,0.0,466.8836179835444,20933.542252016454,16959.996416666665,6287.962004851857,6283.70956870371,1346.6424552222277,10800.0,61
84,38717.45607357,38717.45607357,0.0,61868.7128,60205.45728,2040.33551,3703.59103,0.0,741.5818948559842,20542.002278477354,16670.68176,6283.70956870371,6248.531886,1284.2377629629627,10800.0,52
85,40305.123820758,40305.123820758,0.0,66183.8278,63569.9049,995.4410299999998,3609.3639299999995,0.0,607.8259725102906,21131.668454156377,16886.578926666665,6248.531886,6504.168020666671,1638.7558850000028,10800.0,59
86,15321.579433974852,15321.579433974852,0.0,29089.220478,29608.198754999998,518.9782769999999,0.0,0.0,15929.951556872433,15511.366143127569,12654.999711666664,6504.168020666671,6403.286758740739,1642.841274074072,10800.0,12
87,15501.67171657625,15501.67171657625,0.0,27796.69962,29231.92912,1435.2294999999997,0.0,0.0,18593.342687493827,15964.74343617284,13033.366187,6403.286758740739,6290.037865740745,1272.4159137777815,10800.0,31
88,39150.8684016831,39150.8684016831,0.0,65426.20755199999,59622.07269,1212.0617700000005,7016.196632,0.0,224.10834333333435,20457.76147,16405.416823333333,6290.037865740745,6473.78227392593,1492.097020592596,10678.587830555558,57
89,39276.0343329821,39276.0343329821,0.0,56231.72990200001,61055.207519999996,5673.308848000001,849.83123,0.0,356.0642308230539,20166.531495843614,16418.777689999995,6473.78227392593,6380.574297962968,1324.5437181111151,10800.0,49
90,41286.7716231353,41286.7716231353,0.0,69864.04099200001,64836.093497,1009.4832900000006,6037.4307850000005,0.0,1028.64751744857,19176.982072551433,15578.387609666665,6380.574297962968,6330.538596962961,1328.6650169629604,10800.0,57
91,41032.415636723475,40809.338862257355,223.07677446612084,65988.26619329999,65527.207729,1694.9957357,2156.0542,31.977748633331544,1484.989140209881,20109.614923456786,16470.753986033335,6330.538596962961,6128.354265814814,1200.0,10800.0,58
92,39566.372466349465,39242.64504049346,323.7274258560073,67566.5062906,61167.820219999994,243.11669000000012,6641.8027606,46.405881000001045,1426.3168753497919,20693.274994650208,16768.896035666665,6128.354265814814,6120.195054703704,1200.0,10800.0,58
93,14057.539568648466,14006.402580531802,51.136988116664554,27754.71258,28055.109239999998,300.39666000000017,0.0,10.959491666666214,18568.40029758436,16217.250136748971,13150.383952666665,6120.195054703704,6104.182452592595,1226.4164358888888,10800.0,26
94,15001.157598057835,15001.157598057835,0.0,27634.6178253,28653.507449,1018.8896236999997,0.0,0.0,13529.625176123463,16115.900976543204,13036.133687,6104.182452592595,6123.900345925927,1272.9586325925918,10800.0,32
95,38626.098900611025,37036.9400901473,1589.158810463724,64251.71876300001,58834.030770000005,752.1040899999999,6169.792082999999,262.73371436666525,831.2918922386843,20643.760612427985,16788.364286966666,6123.900345925927,6049.546800481481,1200.0,10800.0,57
96,35555.40426566071,35219.75384312205,335.65042253865954,55843.053123000005,57548.24991,2058.8698579999996,353.673071,48.11502616666564,595.6133275308694,20541.363765802467,16783.3314405,6049.546800481481,5888.6281447037045,1200.0,10800.0,45
97,39379.39754073846,38089.09506659721,1290.3024741412437,65518.080584999996,59100.7351736,531.3000199999999,6948.645431399999,202.71208336666334,975.8457639917731,21036.219456008228,17061.8115797,5888.6281447037045,5863.657233222223,1200.0,10800.0,55
98,39073.01021841782,38666.2467600065,406.76345841131666,63778.31692,64296.32675,936.9572299999998,418.9473999999999,64.75115383333093,1156.3018108642023,21139.16670246913,17068.70162616667,5863.657233222223,5923.683236370371,1200.0,10800.0,42
99,38000.69270675822,37643.2539905759,357.43871618232686,61885.862163,59853.962379000004,1298.2005400000003,3330.100324,65.93426059999888,1266.3423510699554,20961.724152263378,16768.807763733334,5923.683236370371,6157.226347037038,1200.0,10800.0,48
100,14523.592313347164,14357.76627806853,165.82603527863475,26297.4850154,27552.352041899998,1254.8670265,0.0,27.1267847666669,19288.954336625517,16365.91829004115,13392.043966666666,6157.226347037038,6006.503956222223,1200.0,10800.0,31
101,14105.73660609142,14105.73660609142,0.0,28096.2168619,27831.434116900004,218.16166,482.9444050000007,0.0,15668.31290090535,15777.404585761315,12639.443919766667,6006.503956222223,6162.34150588889,1281.2258775925943,10800.0,26
102,36258.139777576,36258.139777576,0.0,58373.600928,58691.24227,1259.3562479999998,941.714906,0.0,435.44703633745485,20575.388950995883,16595.952200666663,6162.34150588889,6240.244672155555,1256.7377942666662,10800.0,42
103,38512.995447132234,37489.353386246046,1023.6420608861858,61638.64967,56397.821018999995,1687.0826000000002,6927.9112509999995,148.69758599333704,288.57939000000135,19659.735520000002,15929.828105006662,6240.244672155555,6234.197634592593,1200.0,10690.47433422963,54
104,35165.48207596964,34599.90773520665,565.5743407629834,53670.718645999994,55354.327177,2249.9049109999996,566.29638,84.83322809000143,1546.2828346913655,19884.305436308634,16130.856699243332,6234.197634592593,6206.898417000002,1200.0,10800.0,47
105,36768.6011758279,36768.6011758279,0.0,60366.8105047,60318.872957,1648.2189923,1696.15654,0.0,869.1498200041278,20125.99809032921,16455.866903333328,6206.898417000002,6036.000139037038,1242.2297674074077,10800.0,53
106,36462.75259108037,35604.6146476521,858.1379434282674,54157.499394,57363.100597,3461.7591829999997,256.15798000000007,123.01289326666677,678.7732433251083,20178.789212674892,16239.791315733331,6036.000139037038,6152.697857407407,1200.0,10800.0,39
107,13407.459594425172,13277.455061305369,130.0045331198028,26866.238704400002,27131.593677,267.7608166,2.4058439999999983,33.48906056666739,17729.435995032924,16086.460772633744,13004.93121343333,6152.697857407407,6180.588982296297,1205.4796999999999,10800.0,10
108,13567.992857678022,13432.8958166407,135.09704103732247,26001.760071999997,26851.804983,850.0449110000002,0.0,27.372513633334506,17130.500336382713,16142.614820617284,13178.616910366665,6180.588982296297,6066.0346426666665,1200.0,10800.0,28
109,34906.1822654664,34906.1822654664,0.0,55461.690087,57129.774331,2003.5339279999994,335.44968400000005,0.0,927.7979918230484,21281.631462510286,17037.400006666667,6066.0346426666665,6289.058507074078,1334.9666396296325,10800.0,50
110,34173.154149063295,34173.154149063295,0.0,59399.597385,54631.029495,395.27768000000026,5163.8455699999995,0.0,2715.6195799382795,18874.47220172839,15475.972669999997,6289.058507074078,6080.558299740743,1214.041254666668,10800.0,47
111,34728.029454749696,34728.029454749696,0.0,53156.1795222,56323.629982,3167.4504597999994,0.0,0.0,333.5733522633874,19881.202741069945,16044.075427999998,6080.558299740743,6146.890291148149,1394.3640814814812,10800.0,47
112,34723.715778812046,34723.715778812046,0.0,51506.53593499999,56057.711224,4551.175289000001,0.0,0.0,746.5072272428058,19496.25742609053,15584.970145999996,6146.890291148149,6376.888479074075,1299.8744441111114,10800.0,52
113,33117.95392975674,32754.61171970175,363.34221005499114,52443.5066735,53652.98459,1216.5076265,7.02971000000025,62.432900933331986,3339.178318353911,19040.59346164609,15754.460989066665,6376.888479074075,6008.465940037037,1200.0,10800.0,42
114,13386.34389940856,12589.4320428719,796.9118565366612,26088.704214999998,25825.004165,147.71056,411.41060999999974,161.46527333333222,21012.96026855967,16139.481484773663,13166.329965,6008.465940037037,5904.743759666668,1200.0,10800.0,22
115,13814.968595337725,12971.58941463595,843.3791807017744,26211.617445000003,26419.514440000003,334.31525500000004,126.41826000000009,174.7772938999982,23427.38673516462,15976.100969835385,12879.389604433332,5904.743759666668,5972.801738703703,1200.0,10800.0,26
116,35859.25055675062,34237.32178838405,1621.928768366577,51527.965591,54177.511196,2712.205675,62.66007000000036,235.92656853333241,2105.2990104115206,19343.09496625515,15608.427395466666,5972.801738703703,6038.890102259261,1200.0,10800.0,45
117,38309.708945488965,37749.4729040455,560.2360414434631,63548.85417,62340.191640000005,1933.1685599999998,3141.83109,97.8209892999995,1893.9423638683174,20139.307362798354,16217.204414033335,6038.890102259261,6145.150713185185,1200.0,10800.0,55
118,34750.67158449305,33137.688165109605,1612.9834193834502,52694.965459,53563.81348700001,1517.1359380000001,648.2879100000001,231.2189534666643,2597.5066836625633,18456.142346337438,14691.830306200001,6145.150713185185,6431.422929111111,1200.0,10800.0,45
119,32748.57428310346,31150.779503398004,1597.7947797054555,50027.864574,51166.76293,1212.7120259999997,73.81367,258.8033015066593,92.1920833333337,18096.263462666666,15019.743747826673,6431.422929111111,6029.4558812592595,1200.0,10452.623927955561,24
120,44204.45433085394,34882.0756664497,9322.378664404245,52643.748398,55027.4847471,2383.7363491,0.0,1446.7824835333302,2569.897685839513,18418.771617160488,15525.780872366666,6029.4558812592595,5355.482700740741,1200.0,10800.0,46
121,21362.5060401813,15039.226049115401,6323.279991065898,28368.259437,29056.272098,688.0126609999998,0.0,1039.2981955999996,12573.105623362138,15571.614842304525,12339.470255399998,5355.482700740741,5659.413552814815,1200.0,10800.0,27
122,22572.741136812365,14190.5353332622,8382.205803550163,27327.986611,28132.555211,804.5686000000001,0.0,1401.275928226666,17517.148307860083,15466.438312806582,12316.927131439998,5659.413552814815,5893.733443851853,1200.0,10800.0,27
123,42957.952450534554,35207.51824451625,7750.434206018307,56694.265534,54966.91261099999,1612.7382499999999,3340.091173,1240.8005556666626,1135.9865800000066,18173.332243333327,14836.272990000003,5893.733443851853,5764.984696185187,1200.0,10800.0,49
124,44021.016595099514,37025.42279941974,6995.593795679771,58565.308083,58373.728218000004,1563.0253389999998,1754.605204,1069.0367692999978,667.5011835144119,19760.595177818923,16061.338174033332,5764.984696185187,5703.5890517407415,1200.0,10800.0,40
125,43841.98885573446,37173.00491056985,6668.983945164609,51124.15021,56805.915026999995,5681.764816999999,0.0,1076.0570228000013,1612.1476162592617,18681.87843074074,15282.136363866663,5703.5890517407415,5537.128124000003,1200.0,10800.0,54
126,44449.81457164551,37607.700100757305,6842.114470888203,54703.468370999995,59233.22234,4529.753969000001,0.0,1048.0639487999956,1227.3803534979447,19719.74450983539,15733.684524533333,5537.128124000003,5803.026488925926,1200.0,10800.0,48
127,38861.06820519164,38617.839272566634,243.2289326250005,63216.4428488,61583.5454975,1315.8365787,2948.73393,35.999250000000075,1277.5145740329276,20113.67957596707,15598.161802499999,5803.026488925926,6574.0472156296255,1425.0322057777726,10800.0,58
128,15654.9920744148,15654.9920744148,0.0,28904.944361,29467.824989,582.833758,19.953130000000005,0.0,17882.54502647325,16095.494581193416,13009.600468666664,6574.0472156296255,6604.880706851854,1296.2949895185197,10800.0,29
129,15554.9525926142,15554.9525926142,0.0,28529.710904,29187.310367,657.5994629999993,0.0,0.0,14231.147795679013,15923.213937654316,13088.096649666664,6604.880706851854,6393.443640000002,1386.618462592595,10800.0,29
130,38919.63064277646,37422.895154964004,1496.7354878124527,60614.86763,59938.192149999995,1255.1774499999997,1931.85293,215.976365799998,1131.372751893016,18797.71463144032,15258.997950866667,6393.443640000002,6356.9446406666675,1200.0,10800.0,50
131,37105.393482239306,37105.393482239306,0.0,52860.363282000006,57378.262706,5027.457074,509.55765,0.0,1776.8738118271679,17582.141926172833,13911.948265333333,6356.9446406666675,6723.1520794074095,1430.2055113333356,10800.0,51
132,37731.93742873003,37731.93742873003,0.0,62883.0413848,59340.85200869999,1407.6572339,4949.84661,0.0,2874.1993803868468,18315.448497613153,14978.008635966666,6723.1520794074095,6564.823909518516,1307.11265996296,10800.0,55
133,37310.56332419651,37310.56332419651,0.0,60645.700772159995,59068.48749316,1965.01147,3542.224749,0.0,2557.225959329217,18824.56261300412,15327.449862506664,6564.823909518516,6476.430413992592,1472.9665380666665,10800.0,47
134,37195.80427891257,37195.80427891257,0.0,58363.4311463,58366.285766,1933.0708337,1930.2162139999996,0.0,1459.466012954732,19530.888780378602,15389.127310666667,6476.430413992592,6955.199971148149,1840.6951765185192,10800.0,47
135,14195.47156760182,14195.47156760182,0.0,27517.030378999996,27137.3003321,0.0,379.73004689999993,0.0,22274.978880695475,15755.137275637859,13608.322357566663,6955.199971148149,6014.465344148149,1481.6988926296285,10800.0,10
136,16042.362622567778,15755.010687175785,287.3519353919925,28730.743570999995,29309.9882177,696.9637399999999,117.7190933,41.19150449999893,15390.182703325518,16295.927236707816,12783.729301166666,6014.465344148149,6476.656189222223,1200.0,10800.0,30
137,37754.65756848127,37754.65756848127,0.0,63652.03558330001,59987.575065000005,588.6238337000001,4253.084352,0.0,2346.0702330452705,18604.1372436214,14638.800511666665,6476.656189222223,6955.045806629631,1876.483470740741,10800.0,56
138,34959.99950042484,34508.09551875817,451.90398166666745,56016.188942199995,55297.2109801,1000.5293788999995,1719.507341,67.00333333333344,5217.483715427983,17451.89549090535,14820.381442899998,6955.045806629631,6194.661256333335,1287.6900892592598,10800.0,48
139,37204.100374799425,36548.86746157851,655.2329132209093,56377.451593000005,59104.42708486,2775.1832218599993,48.20772999999997,95.17708024000035,1231.2246038806597,18658.32019711934,15217.335452566665,6194.661256333335,6078.998930888891,1200.0,10800.0,40
140,37112.547051970185,37112.547051970185,0.0,52358.866066,57250.852419099996,5026.400673100001,134.41432,0.0,2446.675333316879,17158.801485349788,13717.239682899999,6078.998930888891,6280.542842259258,1328.1223402592568,10800.0,56
141,34873.14631584283,34288.9329658871,584.2133499557345,54757.57492299999,55494.660439,737.0855159999999,0.0,83.83146573333352,772.4923619753118,19002.745211358022,15013.376485266665,6280.542842259258,6701.484104407406,1200.0,10800.0,29
142,16030.570160997406,16030.570160997406,0.0,27406.036453,29052.555075099997,1646.5186220999997,0.0,0.0,19234.07464098477,16432.045554115226,13034.514003333334,6701.484104407406,7007.5317660740775,1424.8066703703732,10800.0,31
143,14653.15967111625,14653.15967111625,0.0,27860.271005000002,27962.835463000003,253.2681040000001,150.703646,0.0,21389.738976777786,16006.960758888883,13188.365655999998,7007.5317660740775,6760.056831296297,1734.9087242962983,10800.0,30
144,35279.4005758933,35171.723245833506,107.67733005979323,56680.49619133,56129.5332202,1286.2214388699997,1837.1844099999998,23.07701029999855,4629.12708325103,17232.65128341564,14254.178319499999,6760.056831296297,6431.467075814816,1200.0,10800.0,47
145,37615.2603458412,37615.2603458412,0.0,54123.072304,59863.045489,5739.973185000001,0.0,0.0,1511.5949534074111,19270.89666925926,15499.279083666665,6431.467075814816,6553.852874074075,1469.1998542222213,10800.0,55
146,35584.717302735684,35584.717302735684,0.0,51334.653852200005,55747.656214,4413.0023618000005,0.0,0.0,2823.6213996831284,17727.758761316873,14194.091246999998,6553.852874074075,6737.623262592595,1445.84361688889,10800.0,56
147,36639.69616701799,36639.69616701799,0.0,59066.946474000004,58196.021549900004,1448.6272948999997,2319.552219,0.0,2217.3447606666728,18305.546219999997,14600.693530766664,6737.623262592595,6989.6220486296315,1568.5804806296303,10800.0,52
148,39343.92517991435,39343.92517991435,0.0,57210.653658999996,61099.360289,5569.175590000001,1680.46896,0.0,3939.96252555556,18599.620607777775,15550.346344333331,6989.6220486296315,6451.117990814818,1379.6640531851872,10800.0,49
149,15386.56502149695,15386.56502149695,0.0,27934.693575999998,28670.633471000005,735.9398950000004,0.0,0.0,18678.831691069965,16060.237588930033,12664.669075666667,6451.117990814818,6833.4772923333385,1704.9834277777825,10800.0,31
150,15181.42695279825,15181.42695279825,0.0,29339.556944199998,28642.490546,246.74681000000027,943.8132082,0.0,17440.36700028807,15890.354729711928,13077.412733999998,6833.4772923333385,6604.337955740738,1405.4995777777754,10800.0,31
151,57907.209928764976,52209.1296293635,5698.080299401474,73322.95455600001,74115.60386250001,6858.736245499999,6066.086938999999,876.6396151999961,1214.696908683129,19186.37032798354,16633.65005896667,6604.337955740738,5390.237852074074,1200.0,10800.0,75
152,54421.85351880062,50268.42926374833,4153.424255052291,75278.010932,72394.5163056,4139.1288956,7022.623522,657.4712688000009,218.74941333333345,21401.516346666667,17209.085635599993,5390.237852074074,5530.396302296297,1200.0,10705.395027185183,76
153,55704.608540156456,51233.88240306302,4470.726137093433,69208.28075437,73744.697033,7431.763198629999,2895.34692,725.4624639333333,2462.7348480658393,19505.448061934163,15690.390246399997,5530.396302296297,5651.532617592591,1200.0,10800.0,71
